Выборы Президента Российской Федерации																																																		
																																																		
"Наименование Избирательной комиссии:    Ярославль, Заволжская"																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104					
1	"Число избирателей, внесенных в список"	91900	807	931	1515	1403	392	337	2558	2852	2935	2622	2702	2862	2860	2681	2737	2711	2842	2499	2756	2911	2851	2713	2856	2657	2832	2850	2777	2150	2775	1259	2937	1026	2598	2151	2147	1997	2364	2708	2199	1558	393	68	121					
2	Число полученных избирательных бюллетеней	83560	760	840	1380	1310	330	390	2340	2640	2650	2370	2370	2520	2510	2380	2390	2370	2560	2220	2530	2640	2650	2470	2580	2420	2570	2610	2540	1910	2530	1150	2550	945	2390	1950	1960	1785	2150	2450	2010	1440	700	150	150					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	48073	292	308	569	612	217	113	1174	1425	1656	1556	1622	1498	1590	1489	1558	1583	1317	1267	1660	1657	1491	1495	1512	1529	1561	1541	1524	1120	1601	545	1752	296	1237	1098	1071	988	1081	1400	1060	659	223	35	91					
5	"Число избирательных бюллетеней, выданных вне помещения"	2151	105	62	91	110	81	0	156	38	47	89	54	54	50	43	43	20	58	30	45	32	63	13	64	33	24	35	28	28	29	45	43	120	67	20	26	31	28	47	38	30	87	33	11					
6	Число погашенных избирательных бюллетеней	33335	363	470	720	588	32	277	1010	1177	947	725	694	968	870	848	789	767	1185	923	825	951	1096	962	1004	858	985	1034	988	762	900	560	755	529	1086	832	863	766	1041	1003	912	750	390	82	48					
7	Число избирательных бюллетеней в переносных ящиках	2151	105	62	91	110	81	0	156	38	47	89	54	54	50	43	43	20	58	30	45	32	63	13	64	33	24	35	28	28	29	45	43	120	67	20	26	31	28	47	38	30	87	33	11					
8	Число бюллетеней в стационарных ящиках для голосования	48052	292	308	569	612	217	113	1174	1424	1656	1554	1621	1498	1590	1487	1558	1583	1317	1267	1660	1654	1491	1495	1512	1529	1561	1541	1524	1118	1601	545	1744	296	1237	1098	1071	988	1080	1399	1060	659	223	35	91					
9	Число недействительных избирательных бюллетеней	547	0	2	10	7	11	1	15	19	19	16	21	12	18	17	12	7	7	9	21	14	8	12	13	16	9	15	12	4	12	12	27	4	34	18	18	21	15	19	14	20	1	3	2					
10	Число действительных избирательных бюллетеней	49656	397	368	650	715	287	112	1315	1443	1684	1627	1654	1540	1622	1513	1589	1596	1368	1288	1684	1672	1546	1496	1563	1546	1576	1561	1540	1142	1618	578	1760	412	1270	1100	1079	998	1093	1427	1084	669	309	65	100					
11	Число полученных открепительных  удостоверений	3300	30	30	30	30	15	130	80	100	100	100	80	100	100	100	100	100	100	80	100	100	100	100	100	100	100	100	100	80	100	50	100	40	90	70	70	70	80	100	95	50	0	0	0					
12	Число выданных открепительных удостоверений	502	2	4	5	6	0	23	15	21	14	20	14	7	20	21	25	14	13	13	18	12	16	16	16	16	11	17	10	14	15	7	21	2	12	5	8	12	8	14	12	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	359	1	12	4	4	2	1	9	8	8	11	15	8	5	6	11	8	9	0	17	15	11	9	15	11	7	9	20	7	1	8	8	14	7	2	0	9	5	6	1	0	40	4	11					
14	Число неиспользованных открепительных удостоверений	2798	28	26	25	24	15	107	65	79	86	80	66	93	80	79	75	86	87	67	82	88	84	84	84	84	89	83	90	66	85	43	79	38	78	65	62	58	72	86	83	47	0	0	0					
