Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Петродворцовая № 8																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397					
1	"Число избирателей, внесенных в списки"	60747	1131	2635	1224	2295	1684	1731	1688	2459	504	2311	2140	2055	1901	2027	2160	2532	2203	2243	2038	2459	2225	2673	2921	2720	2557	1993	2894	2456	888					
2	"Число бюллетеней, полученных участковыми комиссиями"	59000	1000	2600	1100	2300	1700	1700	1600	2400	500	2200	2000	2000	1700	2000	2100	2500	2200	2200	2000	2400	2000	2600	2900	2700	2500	2000	2900	2300	900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	28076	410	1212	411	971	819	715	669	1175	205	1176	1139	984	932	904	1119	1458	1123	1144	1345	1084	1231	1046	1308	1225	1106	890	1225	673	377					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	725	51	18	28	39	67	6	17	31	83	22	26	19	18	26	23	19	21	18	2	25	9	24	25	26	14	23	19	26	0					
6	Число погашенных бюллетеней	30199	539	1370	661	1290	814	979	914	1194	212	1002	835	997	750	1070	958	1023	1056	1038	653	1291	760	1530	1567	1449	1380	1087	1656	1601	523					
7	Число бюллетеней в переносных ящиках для голосования	725	51	18	28	39	67	6	17	31	83	22	26	19	18	26	23	19	21	18	2	25	9	24	25	26	14	23	19	26	0					
8	Число бюллетеней в стационарных ящиках для голосования	28026	410	1212	411	971	819	715	669	1175	205	1176	1139	984	932	904	1118	1455	1119	1126	1339	1081	1231	1044	1307	1222	1103	889	1222	671	377					
9	Число недействительных бюллетеней	342	3	9	1	18	27	10	10	12	15	11	11	6	12	2	14	30	7	40	8	10	12	2	8	3	5	13	6	2	35					
10	Число действительных бюллетеней	28409	458	1221	438	992	859	711	676	1194	273	1187	1154	997	938	928	1127	1444	1133	1104	1333	1096	1228	1066	1324	1245	1112	899	1235	695	342					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1997	46	75	75	75	75	75	75	75	0	75	75	35	115	75	75	75	75	75	75	75	75	75	75	75	75	75	75	76	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	437	3	9	2	7	10	4	18	14	0	9	12	9	79	15	15	40	19	6	6	14	65	8	11	11	10	16	15	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	256	6	16	16	6	2	5	5	26	0	5	7	16	3	21	6	11	13	3	5	8	12	5	10	8	10	3	3	19	6					
