Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Абанская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818					
1	"Число избирателей, внесенных в списки"	18763	2731	2779	1970	305	100	529	228	94	279	974	940	149	126	154	102	281	149	66	55	440	188	141	83	76	120	63	780	174	54	171	155	87	100	53	616	639	253	370	74	53	758	289	119	50	109	214	201	179	143					
2	"Число бюллетеней, полученных участковыми комиссиями"	19177	2830	2700	2000	323	104	540	228	141	285	1004	930	161	121	162	137	278	154	69	64	450	183	163	94	80	123	67	800	176	64	165	168	148	101	55	635	627	252	387	75	62	768	288	115	51	111	211	207	180	140					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8442	1042	1049	647	140	52	293	141	94	143	375	333	98	76	127	55	120	70	40	45	260	120	83	72	56	97	43	373	112	46	77	62	82	64	41	216	286	122	168	53	46	298	145	97	35	83	120	85	111	49					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	739	77	53	69	26	31	7	15	0	15	35	60	11	5	0	7	12	7	7	0	17	9	9	4	4	4	1	27	5	0	15	21	5	6	0	68	24	3	27	0	0	19	9	0	0	0	7	11	7	0					
6	Число погашенных бюллетеней	9996	1711	1598	1284	157	21	240	72	47	127	594	537	52	40	35	75	146	77	22	19	173	54	71	18	20	22	23	400	59	18	73	85	61	31	14	351	317	127	192	22	16	451	134	18	16	28	84	111	62	91					
7	Число бюллетеней в переносных ящиках для голосования	739	77	53	69	26	31	7	15	0	15	35	60	11	5	0	7	12	7	7	0	17	9	9	4	4	4	1	27	5	0	15	21	5	6	0	68	24	3	27	0	0	19	9	0	0	0	7	11	7	0					
8	Число бюллетеней в стационарных ящиках для голосования	8442	1042	1049	647	140	52	293	141	94	143	375	333	98	76	127	55	120	70	40	45	260	120	83	72	56	97	43	373	112	46	77	62	82	64	41	216	286	122	168	53	46	298	145	97	35	83	120	85	111	49					
9	Число недействительных бюллетеней	176	13	7	8	8	0	0	5	0	7	5	7	1	8	1	5	3	9	3	0	15	3	2	2	3	2	0	0	1	0	0	0	6	6	0	6	8	14	2	0	0	0	8	2	0	0	1	3	2	0					
10	Число действительных бюллетеней	9005	1106	1095	708	158	83	300	151	94	151	405	386	108	73	126	57	129	68	44	45	262	126	90	74	57	99	44	400	116	46	92	83	81	64	41	278	302	111	193	53	46	317	146	95	35	83	126	93	116	49					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	186	28	26	22	1	1	5	2	1	3	9	9	1	1	1	1	1	1	1	1	4	2	3	1	1	1	1	7	2	1	1	1	2	1	1	6	7	2	4	1	1	7	3	2	1	1	1	2	2	2					
