Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Казбековская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217					
1	"Число избирателей, внесенных в списки"	21451	2308	1010	1514	2481	2162	2770	1247	1913	290	202	1664	995	1130	1132	285	105	94	48	59	42					
2	"Число бюллетеней, полученных участковыми комиссиями"	18967	2080	840	1370	2080	1810	2460	1110	1797	290	145	1365	984	1030	1005	255	105	94	48	59	40					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16205	1695	742	1251	1381	1250	2253	943	1748	290	145	1207	953	798	983	220	105	94	48	59	40					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	693	0	10	0	17	27	20	167	42	0	0	148	21	205	16	20	0	0	0	0	0					
6	Число погашенных бюллетеней	2069	385	88	119	682	533	187	0	7	0	0	10	10	27	6	15	0	0	0	0	0					
7	Число бюллетеней в переносных ящиках для голосования	693	0	10	0	17	27	20	167	42	0	0	148	21	205	16	20	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	16205	1794	741	1180	1364	1250	2247	943	1748	290	145	1205	953	798	981	220	105	94	48	59	40					
9	Число недействительных бюллетеней	498	10	32	0	37	60	131	0	24	0	0	80	116	0	0	8	0	0	0	0	0					
10	Число действительных бюллетеней	16400	1784	719	1180	1344	1217	2136	1110	1766	290	145	1273	858	1003	997	232	105	94	48	59	40					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	20	10	20	20	20	20	10	20	3	2	10	10	10	10	4	3	2	2	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	6	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	194	19	10	20	20	20	18	7	20	3	2	10	10	10	10	4	3	2	2	2	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	678	130	15	0	66	60	49	1	94	17	9	96	23	38	55	13	5	0	3	4	0					
		4.01%	7.24%	1.99%	0.0%	4.77%	4.69%	2.16%	0.09%	5.25%	5.86%	6.20%	7.09%	2.36%	3.78%	5.51%	5.41%	4.76%	0.0%	6.25%	6.77%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	356	36	83	0	28	16	24	0	123	4	0	14	20	2	0	6	0	0	0	0	0					
		2.10%	2.00%	11.05%	0.0%	2.02%	1.25%	1.05%	0.0%	6.87%	1.37%	0.0%	1.03%	2.05%	0.19%	0.0%	2.5%	0.0%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	155	30	15	0	30	22	27	0	16	2	2	10	0	1	0	0	0	0	0	0	0					
		0.91%	1.67%	1.99%	0.0%	2.17%	1.72%	1.19%	0.0%	0.89%	0.68%	1.37%	0.73%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	727	15	15	1	485	66	124	0	6	4	0	9	0	2	0	0	0	0	0	0	0					
		4.30%	0.83%	1.99%	0.08%	35.11%	5.16%	5.46%	0.0%	0.33%	1.37%	0.0%	0.66%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	19	1	1	0	6	2	6	0	1	0	0	2	0	0	0	0	0	0	0	0	0					
		0.11%	0.05%	0.13%	0.0%	0.43%	0.15%	0.26%	0.0%	0.05%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	19	6	0	0	6	2	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0					
		0.11%	0.33%	0.0%	0.0%	0.43%	0.15%	0.13%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	32	5	4	0	4	4	9	0	2	1	0	1	0	1	0	1	0	0	0	0	0					
		0.18%	0.27%	0.53%	0.0%	0.28%	0.31%	0.39%	0.0%	0.11%	0.34%	0.0%	0.07%	0.0%	0.09%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	32	7	2	0	2	7	3	0	8	2	0	1	0	0	0	0	0	0	0	0	0					
		0.18%	0.39%	0.26%	0.0%	0.14%	0.54%	0.13%	0.0%	0.44%	0.68%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	15	1	2	0	2	5	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.08%	0.05%	0.26%	0.0%	0.14%	0.39%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	256	105	11	9	12	21	29	0	33	2	0	28	3	2	0	1	0	0	0	0	0					
		1.51%	5.85%	1.46%	0.76%	0.86%	1.64%	1.27%	0.0%	1.84%	0.68%	0.0%	2.06%	0.30%	0.19%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	1023	185	12	72	92	93	89	149	96	1	0	18	89	2	67	37	17	0	1	0	3					
		6.05%	10.31%	1.59%	6.10%	6.66%	7.28%	3.92%	13.42%	5.36%	0.34%	0.0%	1.33%	9.13%	0.19%	6.72%	15.41%	16.19%	0.0%	2.08%	0.0%	7.5%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	273	29	15	68	20	41	13	0	2	0	0	75	0	0	0	5	2	3	0	0	0					
		1.61%	1.61%	1.99%	5.76%	1.44%	3.21%	0.57%	0.0%	0.11%	0.0%	0.0%	5.54%	0.0%	0.0%	0.0%	2.08%	1.90%	3.19%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	20	6	4	0	2	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.33%	0.53%	0.0%	0.14%	0.23%	0.13%	0.0%	0.0%	0.34%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	296	63	16	35	39	3	18	0	18	2	0	0	0	42	0	60	0	0	0	0	0					
		1.75%	3.51%	2.13%	2.96%	2.82%	0.23%	0.79%	0.0%	1.00%	0.68%	0.0%	0.0%	0.0%	4.18%	0.0%	25.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	23	4	1	0	0	3	4	0	5	2	1	0	0	1	0	2	0	0	0	0	0					
		0.13%	0.22%	0.13%	0.0%	0.0%	0.23%	0.17%	0.0%	0.27%	0.68%	0.68%	0.0%	0.0%	0.09%	0.0%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	143	31	12	0	21	11	14	0	12	4	0	26	0	0	0	10	0	0	1	1	0					
		0.84%	1.72%	1.59%	0.0%	1.52%	0.86%	0.61%	0.0%	0.67%	1.37%	0.0%	1.92%	0.0%	0.0%	0.0%	4.16%	0.0%	0.0%	2.08%	1.69%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	395	20	3	0	1	15	6	0	3	3	0	15	0	2	327	0	0	0	0	0	0					
		2.33%	1.11%	0.39%	0.0%	0.07%	1.17%	0.26%	0.0%	0.16%	1.03%	0.0%	1.10%	0.0%	0.19%	32.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	192	36	26	0	22	34	33	6	14	0	1	10	6	2	0	2	0	0	0	0	0					
		1.13%	2.00%	3.46%	0.0%	1.59%	2.66%	1.45%	0.54%	0.78%	0.0%	0.68%	0.73%	0.61%	0.19%	0.0%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	126	55	18	0	10	10	15	0	8	4	1	0	0	0	0	4	1	0	0	0	0					
		0.74%	3.06%	2.39%	0.0%	0.72%	0.78%	0.66%	0.0%	0.44%	1.37%	0.68%	0.0%	0.0%	0.0%	0.0%	1.66%	0.95%	0.0%	0.0%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	8307	702	301	875	252	129	1226	918	848	150	106	645	624	805	397	59	76	75	43	47	29					
		49.15%	39.13%	40.07%	74.15%	18.24%	10.10%	54.08%	82.70%	47.37%	51.72%	73.10%	47.67%	64.06%	80.25%	39.81%	24.58%	72.38%	79.78%	89.58%	79.66%	72.5%					
38	"21. ""Российская Конституционно-демократическая партия"""	35	2	2	0	5	1	8	0	6	8	1	0	0	1	0	0	1	0	0	0	0					
		0.20%	0.11%	0.26%	0.0%	0.36%	0.07%	0.35%	0.0%	0.33%	2.75%	0.68%	0.0%	0.0%	0.09%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	31	3	1	0	2	9	4	0	1	9	0	0	0	2	0	0	0	0	0	0	0					
		0.18%	0.16%	0.13%	0.0%	0.14%	0.70%	0.17%	0.0%	0.05%	3.10%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
