Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Сулейман-Стальская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	37311	1689	2488	2403	1482	684	389	2042	1975	2115	1224	2344	903	2101	2632	945	1717	1505	601	122	1158	784	751	309	639	435	346	131	176	406	289	162	104	171	107	356	351	197	98	91	198	507	184									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36100	1638	2413	2330	1434	630	356	1980	1915	2050	1187	2274	875	2037	2551	916	1665	1460	582	118	1123	760	728	300	620	420	320	129	170	393	280	157	100	165	104	345	340	190	95	88	192	492	178									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	34358	1554	2364	1957	1362	560	222	1900	1805	2009	1164	2137	857	2000	2485	897	1600	1432	571	118	1102	745	692	295	603	415	312	110	133	386	266	154	90	162	104	311	335	171	93	80	180	465	160									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	1742	84	49	373	72	70	134	80	110	41	23	137	18	37	66	19	65	28	11	0	21	15	36	5	17	5	8	19	37	7	14	3	10	3	0	34	5	19	2	8	12	27	18									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	34358	1554	2364	1957	1362	560	222	1900	1805	2009	1164	2137	857	2000	2485	897	1600	1432	571	118	1102	745	692	295	603	415	312	110	133	386	266	154	90	162	104	311	335	171	93	80	180	465	160									
9	Число недействительных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	34356	1554	2364	1957	1362	560	222	1900	1805	2009	1164	2137	857	2000	2485	897	1600	1432	571	118	1102	745	692	295	603	415	312	110	133	386	266	154	90	162	102	311	335	171	93	80	180	465	160									
