Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Мильковская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149					
1	"Число избирателей, внесенных в списки"	9288	114	526	1807	1729	1887	1814	274	99	671	367					
2	"Число бюллетеней, полученных участковыми комиссиями"	9140	113	510	1780	1762	1850	1746	271	93	657	358					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5029	66	347	911	815	1042	873	176	77	454	268					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	230	31	4	20	40	33	60	13	0	16	13					
6	Число погашенных бюллетеней	3881	16	159	849	907	775	813	82	16	187	77					
7	Число бюллетеней в переносных ящиках для голосования	230	31	4	20	40	33	60	13	0	16	13					
8	Число бюллетеней в стационарных ящиках для голосования	5022	66	347	911	815	1042	866	176	77	454	268					
9	Число недействительных бюллетеней	66	1	5	9	13	14	14	2	2	5	1					
10	Число действительных бюллетеней	5186	96	346	922	842	1061	912	187	75	465	280					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	156	10	10	20	20	36	20	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	34	1	0	10	9	9	1	0	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	10	0	0	1	1	5	0	0	0	2	1					
14	Число погашенных открепительных удостоверений	122	9	10	10	11	27	19	10	10	8	8					
15	Число открепительных удостоверений выданных ТИК	4	0	0	1	1	2	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
																	
18	"1. ""ЕДИНЕНИЕ"""	84	4	13	8	6	15	21	6	2	6	3					
		1.59%	4.12%	3.70%	0.85%	0.70%	1.39%	2.26%	3.17%	2.59%	1.27%	1.06%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	98	4	3	19	21	27	15	2	3	3	1					
		1.86%	4.12%	0.85%	2.04%	2.45%	2.51%	1.61%	1.05%	3.89%	0.63%	0.35%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	190	1	8	24	30	36	56	4	5	20	6					
		3.61%	1.03%	2.27%	2.57%	3.50%	3.34%	6.04%	2.11%	6.49%	4.25%	2.13%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	276	6	9	78	50	70	48	0	0	9	6					
		5.25%	6.18%	2.56%	8.37%	5.84%	6.51%	5.18%	0.0%	0.0%	1.91%	2.13%					
22	"5. ""За Русь Святую"""	33	1	5	3	4	7	4	0	8	0	1					
		0.62%	1.03%	1.42%	0.32%	0.46%	0.65%	0.43%	0.0%	10.38%	0.0%	0.35%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	1	1	4	2	5	1	0	1	1	1					
		0.32%	1.03%	0.28%	0.42%	0.23%	0.46%	0.10%	0.0%	1.29%	0.21%	0.35%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	1	1	3	8	7	9	1	1	3	1					
		0.66%	1.03%	0.28%	0.32%	0.93%	0.65%	0.97%	0.52%	1.29%	0.63%	0.35%					
25	"8. ""Народно-республиканская партия России"""	5	0	1	0	0	1	1	0	2	0	0					
		0.09%	0.0%	0.28%	0.0%	0.0%	0.09%	0.10%	0.0%	2.59%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	1	0	1	5	6	2	0	0	0	1					
		0.30%	1.03%	0.0%	0.10%	0.58%	0.55%	0.21%	0.0%	0.0%	0.0%	0.35%					
27	"10. ""Аграрная партия России"""	194	0	25	24	29	31	33	20	2	12	18					
		3.69%	0.0%	7.12%	2.57%	3.39%	2.88%	3.56%	10.58%	2.59%	2.55%	6.40%					
28	"11. ""Истинные патриоты России"""	5	0	1	0	1	0	2	0	0	0	1					
		0.09%	0.0%	0.28%	0.0%	0.11%	0.0%	0.21%	0.0%	0.0%	0.0%	0.35%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	41	0	4	7	9	12	7	0	0	0	2					
		0.78%	0.0%	1.13%	0.75%	1.05%	1.11%	0.75%	0.0%	0.0%	0.0%	0.71%					
30	"13. ""Демократическая партия России"""	11	0	0	2	2	2	4	0	1	0	0					
		0.20%	0.0%	0.0%	0.21%	0.23%	0.18%	0.43%	0.0%	1.29%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	90	5	11	10	13	26	16	4	0	4	1					
		1.71%	5.15%	3.13%	1.07%	1.52%	2.41%	1.72%	2.11%	0.0%	0.85%	0.35%					
32	"15. ""Партия СЛОН"""	4	1	0	1	2	0	0	0	0	0	0					
		0.07%	1.03%	0.0%	0.10%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	535	7	37	86	93	107	104	14	5	53	29					
		10.18%	7.21%	10.54%	9.23%	10.87%	9.95%	11.23%	7.40%	6.49%	11.27%	10.32%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	7	0	1	3	1	1	0	0	0	1	0					
		0.13%	0.0%	0.28%	0.32%	0.11%	0.09%	0.0%	0.0%	0.0%	0.21%	0.0%					
35	"18. ""ЛДПР"""	923	14	59	186	144	190	151	16	10	108	45					
		17.57%	14.43%	16.80%	19.97%	16.84%	17.67%	16.30%	8.46%	12.98%	22.97%	16.01%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	102	3	4	28	19	20	14	1	0	6	7					
		1.94%	3.09%	1.13%	3.00%	2.22%	1.86%	1.51%	0.52%	0.0%	1.27%	2.49%					
37	"20. ""Политическая партия ""Единая Россия"""	1881	31	131	323	297	342	296	100	28	196	137					
		35.81%	31.95%	37.32%	34.69%	34.73%	31.81%	31.96%	52.91%	36.36%	41.70%	48.75%					
