Выборы Президента Российской Федерации																																																			
Дата голосования: 04.03.2012																																																			
																																																			
Наименование Избирательной комиссии:    Орел, Советская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	40																																																	
																																																			
		Сумма	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №818	УИК №820	УИК №821									
1	Число избирателей, включенных в список избирателей	70928	1495	1580	1431	1605	2271	2454	1438	1945	1406	2055	1749	1837	2390	2705	2665	2182	2516	2580	2428	2122	2185	2156	2152	1822	2151	1694	1715	2500	1558	2106	1467	754	270	119	81	95	336	1725	2436	2752									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	62359	1300	1400	1300	1300	2000	2100	1300	1700	1300	1800	1500	1500	2000	2200	2200	2000	2200	2300	2000	2000	2000	2000	2000	1600	2000	1600	1600	2100	1400	1800	1500	717	287	140	79	96	340	1500	2000	2200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	48390	1067	1065	1040	1101	1547	1782	946	1370	911	1325	1131	1178	1637	1836	1825	1549	1749	1700	1816	1349	1376	1337	1393	1177	1364	1116	1173	1451	964	1523	1390	411	241	100	58	95	333	1224	1703	2037									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1495	21	20	39	41	40	44	29	36	59	58	47	24	49	21	40	46	32	15	22	59	30	56	25	51	19	19	19	27	39	17	24	273	29	17	21	0	3	31	38	15									
6	Число погашенных избирательных бюллетеней	12474	212	315	221	158	413	274	325	294	330	417	322	298	314	343	335	405	419	585	162	592	594	607	582	372	617	465	408	622	397	260	86	33	17	23	0	1	4	245	259	148									
