Выборы Президента Российской Федерации																																			
Дата голосования: 18.03.2018																																			
																																			
Наименование Избирательной комиссии:    район Восточное Дегунино																																			
																																			
Сводная таблица итогов голосования																																			
																																			
	Число участковых избирательных комиссий	24																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	24																																	
																																			
		Сумма	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280									
1	"Число избирателей, включенных в список избирателей"	58334	2313	2268	2553	2184	2258	2277	2187	2522	2606	2175	2676	2413	2509	2485	2411	2361	2433	2566	2468	2586	2157	2541	2802	2583									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47600	1900	1800	2100	1800	1800	1900	1700	2000	2100	1800	2200	2000	2100	2000	1900	2000	2000	2100	2400	2000	1700	2000	2200	2100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	33828	1388	1329	1446	1239	1256	1350	1085	1484	1589	1181	1573	1293	1457	1546	1413	1367	1395	1523	1468	1316	1312	1467	1713	1638									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1280	84	74	46	68	69	46	76	35	42	37	29	52	41	45	63	49	41	41	76	75	46	44	58	43									
6	Число погашенных избирательных бюллетеней	12492	428	397	608	493	475	504	539	481	469	582	598	655	602	409	424	584	564	536	856	609	342	489	429	419									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1279	84	74	46	67	69	46	76	35	42	37	29	52	41	45	63	49	41	41	76	75	46	44	58	43									
8	Число бюллетеней в стационарных ящиках для голосования	33796	1388	1329	1442	1239	1254	1345	1081	1484	1587	1180	1573	1293	1456	1545	1410	1367	1394	1523	1462	1315	1312	1466	1713	1638									
9	Число недействительных избирательных бюллетеней	517	16	45	15	14	12	14	16	32	13	14	32	20	20	19	27	27	14	31	26	26	14	18	29	23									
10	Число действительных избирательных бюллетеней	34558	1456	1358	1473	1292	1311	1377	1141	1487	1616	1203	1570	1325	1477	1571	1446	1389	1421	1533	1512	1364	1344	1492	1742	1658									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
13	Бабурин Сергей Николаевич	289	22	7	11	18	19	6	13	10	12	10	9	19	16	6	18	7	7	11	9	11	6	8	20	14									
		0.82%	1.49%	0.50%	0.74%	1.38%	1.44%	0.43%	1.12%	0.66%	0.74%	0.82%	0.56%	1.41%	1.07%	0.38%	1.22%	0.49%	0.49%	0.70%	0.59%	0.79%	0.44%	0.53%	1.13%	0.83%									
14	Грудинин Павел Николаевич	4012	166	159	167	151	143	146	139	191	185	133	204	153	186	201	186	173	158	152	146	163	142	165	170	233									
		11.44%	11.28%	11.33%	11.22%	11.56%	10.81%	10.50%	12.01%	12.57%	11.36%	10.93%	12.73%	11.38%	12.42%	12.64%	12.63%	12.22%	11.01%	9.72%	9.49%	11.73%	10.46%	10.93%	9.60%	13.86%									
15	Жириновский Владимир Вольфович	1917	60	79	67	72	82	78	51	65	112	84	83	65	86	78	89	74	72	90	109	95	75	76	79	96									
		5.47%	4.08%	5.63%	4.50%	5.51%	6.20%	5.61%	4.41%	4.28%	6.88%	6.90%	5.18%	4.83%	5.74%	4.91%	6.04%	5.23%	5.02%	5.75%	7.09%	6.83%	5.52%	5.03%	4.46%	5.71%									
16	Путин Владимир Владимирович	25644	1075	993	1094	962	967	1050	857	1112	1173	892	1159	985	1084	1147	1038	1018	1089	1161	1127	990	1022	1119	1323	1207									
		73.11%	73.03%	70.78%	73.52%	73.66%	73.09%	75.49%	74.07%	73.21%	72.01%	73.29%	72.35%	73.23%	72.41%	72.14%	70.47%	71.89%	75.89%	74.23%	73.28%	71.22%	75.26%	74.11%	74.70%	71.80%									
17	Собчак Ксения Анатольевна	1076	66	52	47	35	45	37	21	34	55	28	54	39	44	56	51	47	39	47	46	47	34	55	64	33									
		3.07%	4.48%	3.71%	3.16%	2.68%	3.40%	2.66%	1.82%	2.24%	3.38%	2.30%	3.37%	2.90%	2.94%	3.52%	3.46%	3.32%	2.72%	3.01%	2.99%	3.38%	2.50%	3.64%	3.61%	1.96%									
18	Сурайкин Максим Александрович	292	6	8	10	4	5	10	14	24	11	9	14	15	13	19	10	11	8	12	18	11	14	14	18	14									
		0.83%	0.41%	0.57%	0.67%	0.31%	0.38%	0.72%	1.21%	1.58%	0.68%	0.74%	0.87%	1.12%	0.87%	1.19%	0.68%	0.78%	0.56%	0.77%	1.17%	0.79%	1.03%	0.93%	1.02%	0.83%									
19	Титов Борис Юрьевич	458	17	16	26	17	14	16	11	17	22	14	14	16	19	25	20	14	18	21	19	16	9	30	36	31									
		1.31%	1.15%	1.14%	1.75%	1.30%	1.06%	1.15%	0.95%	1.12%	1.35%	1.15%	0.87%	1.19%	1.27%	1.57%	1.36%	0.99%	1.25%	1.34%	1.24%	1.15%	0.66%	1.99%	2.03%	1.84%									
20	Явлинский Григорий Алексеевич	870	44	44	51	33	36	34	35	34	46	33	33	33	29	39	34	45	30	39	38	31	42	25	32	30									
		2.48%	2.99%	3.14%	3.43%	2.53%	2.72%	2.44%	3.03%	2.24%	2.82%	2.71%	2.06%	2.45%	1.94%	2.45%	2.31%	3.18%	2.09%	2.49%	2.47%	2.23%	3.09%	1.66%	1.81%	1.78%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
