Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Cacовская																																															
																																															
Сводная таблица итогов голосования																																															
																																															
		Сумма	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576									
1	Число избирателей, внесенных в список избирателей	15218	496	236	741	161	552	117	61	669	375	420	247	476	154	297	649	353	263	533	210	396	139	370	171	845	568	612	769	99	86	443	443	453	202	1148	1095	369									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	15418	511	238	759	165	542	113	59	663	377	433	244	491	146	299	667	366	265	547	208	409	137	373	170	869	579	623	779	97	80	442	450	460	211	1168	1104	374									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных избирателям в помещении для голосования	6364	274	119	354	39	244	53	13	280	182	193	113	217	62	122	316	128	89	213	105	188	65	170	92	374	268	231	338	34	48	161	157	190	56	398	329	149									
5	Число избирательных бюллетеней, выданных избирателям вне помещения для голосования	1338	54	34	58	30	62	25	18	67	15	24	6	36	18	36	14	27	62	84	20	24	13	22	13	74	39	51	61	29	21	62	35	71	1	34	35	63									
6	Число погашенных избирательных бюллетеней	7716	183	85	347	96	236	35	28	316	180	216	125	238	66	141	337	211	114	250	83	197	59	181	65	421	272	341	380	34	11	219	258	199	154	736	740	162									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1338	54	34	58	30	62	25	18	67	15	24	6	36	18	36	14	27	62	84	20	24	13	22	13	74	39	51	61	29	21	62	35	71	1	34	35	63									
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6364	274	119	354	39	244	53	13	280	182	193	113	217	62	122	316	128	89	213	105	188	65	170	92	374	268	231	338	34	48	161	157	190	56	398	329	149									
9	Число недействительных избирательных бюллетеней	103	1	0	3	1	4	1	1	4	2	2	0	7	2	2	3	2	2	3	1	8	0	2	0	3	2	6	8	0	1	4	0	4	1	6	15	2									
10	Число действительных избирательных бюллетеней	7599	327	153	409	68	302	77	30	343	195	215	119	246	78	156	327	153	149	294	124	204	78	190	105	445	305	276	391	63	68	219	192	257	56	426	349	210									
11	Число открепительных удостоверений, полученных участковой избирательной комиссией	291	10	5	13	5	10	3	3	15	5	5	5	10	3	5	15	5	5	10	5	10	3	5	5	15	10	10	10	5	5	10	10	10	3	20	20	3									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	174	10	2	11	3	4	1	0	9	2	2	2	7	0	1	14	3	0	8	2	9	2	5	5	15	8	9	5	0	0	9	1	0	3	9	10	3									
13	Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке	112	1	0	2	1	7	2	1	10	2	2	2	2	1	1	4	3	2	6	0	2	4	2	4	4	3	2	8	2	2	4	4	1	0	8	10	3									
14	Число погашенных неиспользованных открепительных удостоверений	117	0	3	2	2	6	2	3	6	3	3	3	3	3	4	1	2	5	2	3	1	1	0	0	0	2	1	5	5	5	1	9	10	0	11	10	0									
15	Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	845	29	10	47	9	35	12	6	52	27	12	9	34	12	16	41	13	12	20	25	14	5	24	11	65	34	34	37	4	8	23	19	17	6	59	47	17									
		10.97%	8.84%	6.54%	11.41%	13.04%	11.44%	15.38%	19.35%	14.99%	13.71%	5.53%	7.56%	13.44%	15.00%	10.13%	12.42%	8.39%	7.95%	6.73%	20.00%	6.60%	6.41%	12.50%	10.48%	14.51%	11.07%	12.06%	9.27%	6.35%	11.59%	10.31%	9.90%	6.51%	10.53%	13.66%	12.91%	8.02%									
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1036	25	9	47	4	30	6	0	64	39	19	20	49	8	24	47	42	13	33	10	27	19	31	11	66	37	55	70	4	6	31	22	40	2	65	44	17									
		13.45%	7.62%	5.88%	11.41%	5.80%	9.80%	7.69%	0.00%	18.44%	19.80%	8.76%	16.81%	19.37%	10.00%	15.19%	14.24%	27.10%	8.61%	11.11%	8.00%	12.74%	24.36%	16.15%	10.48%	14.73%	12.05%	19.50%	17.54%	6.35%	8.70%	13.90%	11.46%	15.33%	3.51%	15.05%	12.09%	8.02%									
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	93	4	1	2	1	2	0	1	3	0	7	0	2	1	1	10	0	0	2	2	3	0	4	2	9	3	1	6	0	0	1	1	3	2	12	4	3									
		1.21%	1.22%	0.65%	0.49%	1.45%	0.65%	0.00%	3.23%	0.86%	0.00%	3.23%	0.00%	0.79%	1.25%	0.63%	3.03%	0.00%	0.00%	0.67%	1.60%	1.42%	0.00%	2.08%	1.90%	2.01%	0.98%	0.35%	1.50%	0.00%	0.00%	0.45%	0.52%	1.15%	3.51%	2.78%	1.10%	1.42%									
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2045	61	30	190	35	68	21	3	69	35	57	36	51	10	36	90	28	28	89	36	45	12	47	19	145	107	88	112	10	17	87	55	59	11	112	87	59									
		26.55%	18.60%	19.61%	46.12%	50.72%	22.22%	26.92%	9.68%	19.88%	17.77%	26.27%	30.25%	20.16%	12.50%	22.78%	27.27%	18.06%	18.54%	29.97%	28.80%	21.23%	15.38%	24.48%	18.10%	32.37%	34.85%	31.21%	28.07%	15.87%	24.64%	39.01%	28.65%	22.61%	19.30%	25.93%	23.90%	27.83%									
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	78	4	0	4	0	0	3	0	3	4	4	0	0	5	2	7	1	5	3	1	2	0	0	1	3	2	2	3	1	0	4	0	2	3	6	2	1									
		1.01%	1.22%	0.00%	0.97%	0.00%	0.00%	3.85%	0.00%	0.86%	2.03%	1.84%	0.00%	0.00%	6.25%	1.27%	2.12%	0.65%	3.31%	1.01%	0.80%	0.94%	0.00%	0.00%	0.95%	0.67%	0.65%	0.71%	0.75%	1.59%	0.00%	1.79%	0.00%	0.77%	5.26%	1.39%	0.55%	0.47%									
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3473	204	103	116	19	167	35	20	152	90	116	54	108	42	76	132	69	90	147	50	112	42	83	61	156	122	94	160	44	36	72	93	135	32	170	163	108									
		45.09%	62.20%	67.32%	28.16%	27.54%	54.58%	44.87%	64.52%	43.80%	45.69%	53.46%	45.38%	42.69%	52.50%	48.10%	40.00%	44.52%	59.60%	49.49%	40.00%	52.83%	53.85%	43.23%	58.10%	34.82%	39.74%	33.33%	40.10%	69.84%	52.17%	32.29%	48.44%	51.72%	56.14%	39.35%	44.78%	50.94%									
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	29	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	1	0	1	0	2	3	0	1	1	2	1	0	2	2	5									
		0.38%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.63%	0.00%	0.00%	0.66%	0.00%	0.00%	0.47%	0.00%	0.52%	0.00%	0.22%	0.00%	0.71%	0.75%	0.00%	1.45%	0.45%	1.04%	0.38%	0.00%	0.46%	0.55%	2.36%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
