Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Дзержинская городская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210					
1	"Число избирателей, внесенных в списки избирателей"	35897	2862	2722	2742	2571	2783	3170	2588	2614	2833	2698	2779	2789	2746					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34894	2710	2650	2650	2550	2750	2820	2520	2620	2780	2640	2784	2740	2680					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20616	1623	1500	1553	1616	1657	1793	1587	1475	1816	1552	1570	1500	1374					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	566	39	42	25	5	19	171	8	12	68	25	58	47	47					
6	Число погашенных избирательных бюллетеней	13712	1048	1108	1072	929	1074	856	925	1133	896	1063	1156	1193	1259					
7	Число избирательных бюллетеней в переносных ящиках для голосования	566	39	42	25	5	19	171	8	12	68	25	58	47	47					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20581	1621	1498	1553	1611	1656	1789	1585	1475	1816	1549	1561	1495	1372					
9	Число недействительных избирательных бюллетеней	280	20	16	6	30	13	18	26	25	34	28	21	15	28					
10	Число действительных избирательных бюллетеней	20867	1640	1524	1572	1586	1662	1942	1567	1462	1850	1546	1598	1527	1391					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	927	74	71	71	71	71	71	71	71	71	71	71	71	72					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	398	41	29	20	31	23	25	42	27	34	37	31	32	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	279	33	15	59	8	37	18	21	11	4	11	14	30	18					
14	Число погашенных неиспользованных открепительных удостоверений	529	33	42	51	40	48	46	29	44	37	34	40	39	46					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	3	4	2	0	3	4	3	1	0	3	3	2	5					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	657	48	32	47	53	42	56	58	46	58	67	55	59	36					
		3.11%	2.89%	2.08%	2.98%	3.28%	2.51%	2.86%	3.64%	3.09%	3.08%	4.26%	3.40%	3.83%	2.54%					
19	2.Всероссийская политическая партия «Гражданская Сила»	465	35	23	50	53	37	52	43	20	39	19	33	34	27					
		2.20%	2.11%	1.49%	3.17%	3.28%	2.21%	2.65%	2.70%	1.34%	2.07%	1.21%	2.04%	2.20%	1.90%					
20	3.Политическая партия «Демократическая партия России»	31	4	1	3	4	3	1	3	2	2	1	1	2	4					
		0.15%	0.24%	0.06%	0.19%	0.25%	0.18%	0.05%	0.19%	0.13%	0.11%	0.06%	0.06%	0.13%	0.28%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2701	206	212	194	155	206	242	215	167	308	180	214	219	183					
		12.77%	12.41%	13.77%	12.29%	9.59%	12.30%	12.35%	13.50%	11.23%	16.35%	11.44%	13.22%	14.20%	12.90%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	402	26	34	24	39	25	65	42	25	46	17	25	19	15					
		1.90%	1.57%	2.21%	1.52%	2.41%	1.49%	3.32%	2.64%	1.68%	2.44%	1.08%	1.54%	1.23%	1.06%					
23	6.Политическая партия «Партия социальной справедливости»	76	3	9	5	3	9	4	5	4	8	7	7	4	8					
		0.36%	0.18%	0.58%	0.32%	0.19%	0.54%	0.20%	0.31%	0.27%	0.42%	0.44%	0.43%	0.26%	0.56%					
24	7.Политическая партия «Либерально-демократическая партия России»	1600	152	118	135	110	116	120	106	126	112	125	127	123	130					
		7.57%	9.16%	7.66%	8.56%	6.81%	6.93%	6.12%	6.65%	8.47%	5.94%	7.94%	7.84%	7.98%	9.16%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1810	106	154	138	150	159	151	136	129	189	131	141	123	103					
		8.56%	6.39%	10.00%	8.75%	9.28%	9.49%	7.70%	8.54%	8.68%	10.03%	8.32%	8.71%	7.98%	7.26%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	296	20	20	21	17	20	25	22	17	37	14	32	23	28					
		1.40%	1.20%	1.30%	1.33%	1.05%	1.19%	1.28%	1.38%	1.14%	1.96%	0.89%	1.98%	1.49%	1.97%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11992	975	878	895	947	957	1129	862	897	976	934	872	853	817					
		56.71%	58.73%	57.01%	56.72%	58.60%	57.13%	57.60%	54.11%	60.32%	51.80%	59.34%	53.86%	55.32%	57.58%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	837	65	43	60	55	88	97	75	29	75	51	91	68	40					
		3.96%	3.92%	2.79%	3.80%	3.40%	5.25%	4.95%	4.71%	1.95%	3.98%	3.24%	5.62%	4.41%	2.82%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
