Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Большечерниговская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266					
1	"Число избирателей, внесенных в списки"	15293	1206	552	116	308	971	921	1164	1070	1105	187	140	554	167	277	1056	322	306	296	114	627	243	241	352	405	518	240	948	267	205	415					
2	"Число бюллетеней, полученных участковыми комиссиями"	15570	1210	560	120	310	1030	980	1200	1110	1130	200	140	570	180	290	970	320	320	300	120	630	250	250	370	420	510	240	960	270	200	410					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7873	586	225	79	197	296	438	535	502	493	130	94	333	120	260	484	160	226	182	71	388	134	128	252	234	285	156	391	108	142	244					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	493	28	0	0	5	160	36	4	39	27	0	4	15	0	1	23	0	4	0	0	17	0	0	6	7	61	0	42	0	0	14					
6	Число погашенных бюллетеней	7204	596	335	41	108	574	506	661	569	610	70	42	222	60	29	463	160	90	118	49	225	116	122	112	179	164	84	527	162	58	152					
7	Число бюллетеней в переносных ящиках для голосования	493	28	0	0	5	160	36	4	39	27	0	4	15	0	1	23	0	4	0	0	17	0	0	6	7	61	0	42	0	0	14					
8	Число бюллетеней в стационарных ящиках для голосования	7873	586	225	79	197	296	438	535	502	493	130	94	333	120	260	484	160	226	182	71	388	134	128	252	234	285	156	391	108	142	244					
9	Число недействительных бюллетеней	121	11	7	3	1	4	10	3	7	1	0	0	4	3	4	4	6	2	4	2	13	0	6	1	2	4	1	4	0	9	5					
10	Число действительных бюллетеней	8245	603	218	76	201	452	464	536	534	519	130	98	344	117	257	503	154	228	178	69	392	134	122	257	239	342	155	429	108	133	253					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	147	5	5	3	5	5	4	8	7	4	5	5	7	3	5	7	3	5	5	3	5	3	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	35	3	0	0	0	2	3	6	5	3	0	0	1	1	0	1	1	0	0	0	4	0	0	0	0	0	0	5	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	12	2	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1					
14	Число погашенных открепительных удостоверений	112	2	5	3	5	3	1	2	2	1	5	5	6	2	5	6	2	5	5	3	1	3	5	5	5	5	5	0	5	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
