Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Нагайбакская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17106	972	153	446	169	119	128	850	167	172	680	250	227	76	98	642	168	307	170	237	1600	264	259	1497	222	217	198	526	215	252	1754	1781	111	246	238	185	1510									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17570	990	160	480	170	140	140	900	170	180	700	260	230	80	100	660	180	300	180	250	1650	290	280	1500	230	230	190	550	220	260	1780	1770	120	250	240	190	1550									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8725	437	95	270	85	67	91	403	99	104	317	118	112	48	74	375	73	180	99	160	895	150	136	714	96	114	85	328	168	197	851	744	60	122	123	89	646									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1123	32	8	37	17	10	7	68	15	12	53	11	43	2	12	45	17	12	23	10	103	21	22	93	14	8	7	30	7	10	62	126	7	36	20	21	102									
6	Число погашенных избирательных бюллетеней	7722	521	57	173	68	63	42	429	56	64	330	131	75	30	14	240	90	108	58	80	652	119	122	693	120	108	98	192	45	53	867	900	53	92	97	80	802									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1123	32	8	37	17	10	7	68	15	12	53	11	43	2	12	45	17	12	23	10	103	21	22	93	14	8	7	30	7	10	62	126	7	36	20	21	102									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8723	437	95	270	85	67	91	403	99	104	317	118	112	48	74	375	73	180	99	160	895	150	136	712	96	114	85	328	168	197	851	744	60	122	123	89	646									
9	Число недействительных избирательных бюллетеней	218	13	0	10	4	3	6	3	1	0	15	3	1	1	0	7	4	6	0	4	31	4	2	9	0	5	0	4	2	4	14	23	3	6	2	5	23									
10	Число действительных избирательных бюллетеней	9628	456	103	297	98	74	92	468	113	116	355	126	154	49	86	413	86	186	122	166	967	167	156	796	110	117	92	354	173	203	899	847	64	152	141	105	725									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	684	20	17	35	10	20	13	61	7	15	15	20	5	6	5	25	13	19	15	20	35	32	15	25	11	14	4	25	2	7	50	50	15	10	5	15	28									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	611	20	17	35	10	20	13	61	7	15	15	20	5	6	5	25	13	19	15	20	35	32	15	24	3	14	0	25	2	7	26	19	13	10	5	12	28									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	135	6	6	3	4	2	0	12	0	2	2	9	2	2	1	8	1	2	0	0	4	9	1	4	0	0	1	3	0	1	8	23	5	2	1	6	5									
14	Число погашенных неиспользованных открепительных удостоверений	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	4	0	0	0	24	31	2	0	0	3	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	4	4	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	110	2	3	2	1	0	2	4	1	0	6	2	2	0	0	3	0	2	1	3	12	2	0	7	1	4	1	10	1	1	10	11	2	1	2	3	8									
		1.12%	0.43%	2.91%	0.65%	0.98%	0.00%	2.04%	0.85%	0.88%	0.00%	1.62%	1.55%	1.29%	0.00%	0.00%	0.71%	0.00%	1.04%	0.82%	1.76%	1.20%	1.17%	0.00%	0.87%	0.91%	3.28%	1.09%	2.79%	0.57%	0.48%	1.10%	1.26%	2.99%	0.63%	1.40%	2.73%	1.07%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	268	9	7	13	3	3	2	7	4	0	9	2	2	1	5	10	4	0	2	9	25	6	0	37	6	3	1	6	3	11	17	15	2	5	5	1	33									
		2.72%	1.92%	6.80%	4.23%	2.94%	3.90%	2.04%	1.49%	3.51%	0.00%	2.43%	1.55%	1.29%	2.00%	5.81%	2.38%	4.44%	0.00%	1.64%	5.29%	2.51%	3.51%	0.00%	4.60%	5.45%	2.46%	1.09%	1.68%	1.71%	5.31%	1.86%	1.72%	2.99%	3.16%	3.50%	0.91%	4.41%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	191	15	0	2	1	2	2	7	4	1	0	2	1	0	2	11	1	3	2	1	14	3	2	22	0	8	0	6	5	3	24	17	2	2	1	3	22									
		1.94%	3.20%	0.00%	0.65%	0.98%	2.60%	2.04%	1.49%	3.51%	0.86%	0.00%	1.55%	0.65%	0.00%	2.33%	2.62%	1.11%	1.56%	1.64%	0.59%	1.40%	1.75%	1.27%	2.73%	0.00%	6.56%	0.00%	1.68%	2.86%	1.45%	2.63%	1.95%	2.99%	1.27%	0.70%	2.73%	2.94%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4697	227	49	127	60	31	51	239	60	47	194	55	53	38	44	233	32	109	65	104	517	83	77	333	58	51	48	195	109	112	379	377	42	86	74	63	275									
		47.70%	48.40%	47.57%	41.37%	58.82%	40.26%	52.04%	50.74%	52.63%	40.52%	52.43%	42.64%	34.19%	76.00%	51.16%	55.48%	35.56%	56.77%	53.28%	61.18%	51.80%	48.54%	48.73%	41.37%	52.73%	41.80%	52.17%	54.47%	62.29%	54.11%	41.51%	43.33%	62.69%	54.43%	51.75%	57.27%	36.76%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	37	1	0	0	1	0	1	0	1	0	1	1	0	1	0	2	0	1	0	0	12	0	0	1	0	0	1	0	0	2	8	1	0	0	0	0	2									
		0.38%	0.21%	0.00%	0.00%	0.98%	0.00%	1.02%	0.00%	0.88%	0.00%	0.27%	0.78%	0.00%	2.00%	0.00%	0.48%	0.00%	0.52%	0.00%	0.00%	1.20%	0.00%	0.00%	0.12%	0.00%	0.00%	1.09%	0.00%	0.00%	0.97%	0.88%	0.11%	0.00%	0.00%	0.00%	0.00%	0.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	1	2	0	1	1	0	0									
		0.17%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.12%	1.82%	0.00%	0.00%	0.28%	0.00%	0.00%	0.11%	0.23%	0.00%	0.63%	0.70%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1505	68	22	41	8	17	15	100	18	18	40	16	20	4	14	61	21	48	18	11	111	17	18	208	20	24	11	50	20	20	123	146	3	17	15	13	129									
		15.29%	14.50%	21.36%	13.36%	7.84%	22.08%	15.31%	21.23%	15.79%	15.52%	10.81%	12.40%	12.90%	8.00%	16.28%	14.52%	23.33%	25.00%	14.75%	6.47%	11.12%	9.94%	11.39%	25.84%	18.18%	19.67%	11.96%	13.97%	11.43%	9.66%	13.47%	16.78%	4.48%	10.76%	10.49%	11.82%	17.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	1	0	1	0	0	0	3	0	0	4	0	1	0	0	1	0	1	1	0	0	1	0	2	0	0	0	1	0	0	2	9	0	0	0	0	3									
		0.31%	0.21%	0.00%	0.33%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	1.08%	0.00%	0.65%	0.00%	0.00%	0.24%	0.00%	0.52%	0.82%	0.00%	0.00%	0.58%	0.00%	0.25%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.22%	1.03%	0.00%	0.00%	0.00%	0.00%	0.40%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	73	3	1	2	0	0	0	0	1	2	1	1	1	0	0	2	0	3	1	1	12	1	0	4	0	3	0	2	2	1	9	7	0	1	1	0	11									
		0.74%	0.64%	0.97%	0.65%	0.00%	0.00%	0.00%	0.00%	0.88%	1.72%	0.27%	0.78%	0.65%	0.00%	0.00%	0.48%	0.00%	1.56%	0.82%	0.59%	1.20%	0.58%	0.00%	0.50%	0.00%	2.46%	0.00%	0.56%	1.14%	0.48%	0.99%	0.80%	0.00%	0.63%	0.70%	0.00%	1.47%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	2	0	0	1	0	2									
		0.16%	0.21%	0.00%	0.33%	0.98%	0.00%	1.02%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.11%	0.23%	0.00%	0.00%	0.70%	0.00%	0.27%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	50	6	1	0	0	0	1	2	0	0	3	2	0	0	0	5	0	0	0	0	4	0	0	4	0	1	0	2	1	0	7	7	0	0	0	0	4									
