Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Вавожская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223					
1	"Число избирателей, внесенных в списки"	12404	2489	1522	301	1286	154	919	130	373	339	146	733	703	211	260	335	489	409	543	356	235	200	197	74					
2	"Число бюллетеней, полученных участковыми комиссиями"	12100	2300	1500	280	1300	150	950	130	370	330	140	750	700	200	240	300	490	430	550	350	200	180	180	80					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8361	1605	945	194	700	94	592	98	278	233	102	627	483	134	185	224	371	325	409	283	169	110	146	54					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	441	51	40	3	12	0	13	8	7	10	3	34	35	40	24	19	23	25	24	11	18	29	6	6					
6	Число погашенных бюллетеней	3298	644	515	83	588	56	345	24	85	87	35	89	182	26	31	57	96	80	117	56	13	41	28	20					
7	Число бюллетеней в переносных ящиках для голосования	441	51	40	3	12	0	13	8	7	10	3	34	35	40	24	19	23	25	24	11	18	29	6	6					
8	Число бюллетеней в стационарных ящиках для голосования	8358	1603	945	194	700	94	592	98	278	233	102	627	483	134	185	224	371	325	409	283	169	110	145	54					
9	Число недействительных бюллетеней	203	35	16	18	16	0	12	2	6	5	4	21	15	5	4	4	8	3	12	2	3	2	8	2					
10	Число действительных бюллетеней	8596	1619	969	179	696	94	593	104	279	238	101	640	503	169	205	239	386	347	421	292	184	137	143	58					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	196	36	20	5	15	4	10	5	8	5	3	8	6	0	5	10	10	8	10	10	5	5	4	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	100	31	16	5	4	1	5	0	0	2	0	3	6	0	4	3	5	2	9	3	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	68	13	4	3	2	1	3	2	3	2	3	2	1	3	3	3	2	2	4	1	2	2	3	4					
14	Число погашенных открепительных удостоверений	96	5	4	0	11	3	5	5	8	3	3	5	0	0	1	7	5	6	1	7	5	5	4	3					
15	Число открепительных удостоверений выданных ТИК	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	176	20	22	8	17	4	13	1	8	5	0	16	17	2	5	4	3	12	2	3	4	4	5	1					
		2.00%	1.20%	2.23%	4.06%	2.38%	4.25%	2.14%	0.94%	2.80%	2.05%	0.0%	2.42%	3.28%	1.14%	2.39%	1.64%	0.76%	3.42%	0.46%	1.02%	2.13%	2.87%	3.31%	1.66%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	190	70	25	4	9	1	10	0	9	5	1	7	11	1	4	13	4	3	3	1	0	3	2	4					
		2.15%	4.23%	2.53%	2.03%	1.26%	1.06%	1.65%	0.0%	3.15%	2.05%	0.95%	1.05%	2.12%	0.57%	1.91%	5.34%	1.01%	0.85%	0.69%	0.34%	0.0%	2.15%	1.32%	6.66%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	148	34	20	5	23	3	14	0	2	1	2	5	9	0	4	5	9	4	2	2	0	1	2	1					
		1.68%	2.05%	2.03%	2.53%	3.23%	3.19%	2.31%	0.0%	0.70%	0.41%	1.90%	0.75%	1.73%	0.0%	1.91%	2.05%	2.28%	1.14%	0.46%	0.68%	0.0%	0.71%	1.32%	1.66%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	52	8	12	1	8	1	4	0	1	2	0	0	3	1	1	2	3	2	0	0	1	0	0	2					
		0.59%	0.48%	1.21%	0.50%	1.12%	1.06%	0.66%	0.0%	0.35%	0.82%	0.0%	0.0%	0.57%	0.57%	0.47%	0.82%	0.76%	0.57%	0.0%	0.0%	0.53%	0.0%	0.0%	3.33%					
22	"5. ""За Русь Святую"""	33	7	2	0	3	0	0	1	0	1	3	7	0	1	1	3	0	0	1	1	0	0	0	2					
