Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Новочебоксарская городская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628					
1	"Число избирателей, внесенных в список избирателей"	102302	1646	2049	1654	2124	2012	2313	1915	2114	1537	2155	1986	2218	1940	2153	1871	2195	2519	1613	2173	1979	2154	1630	2117	1218	1708	2433	1765	1936	2107	1634	1896	1779	2358	1432	313	2226	2181	2413	2141	2168	2118	2062	2062	2217	2215	2612	1774	2453	1998	1670	1429	1917					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	103075	1660	2055	1670	2140	2020	2330	1930	2120	1540	2170	1980	2250	1960	2185	1900	2220	2520	1590	2190	1995	2170	1625	2140	1230	1690	2450	1780	1945	2120	1650	1900	1790	2447	1437	311	2235	2200	2440	2165	2185	2135	2070	2075	2245	2230	2645	1780	2500	2020	1690	1450	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	54656	871	1020	707	843	899	1188	886	1075	703	1042	1154	1446	1012	1122	1105	1190	1385	749	1147	1034	1049	855	1280	668	1029	1254	963	1076	1161	844	950	971	1268	752	141	1263	1160	1280	1255	1301	1132	1180	1156	1258	1162	1441	947	1407	1059	904	799	1113					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	818	19	22	11	17	20	22	24	19	0	37	14	18	33	28	22	21	27	10	22	11	25	11	23	12	12	30	14	8	21	28	5	17	8	8	5	16	14	9	7	14	8	16	14	9	9	15	9	14	12	12	12	4					
6	Число погашенных избирательных бюллетеней	47601	770	1013	952	1280	1101	1120	1020	1026	837	1091	812	786	915	1035	773	1009	1108	831	1021	950	1096	759	837	550	649	1166	803	861	938	778	945	802	1171	677	165	956	1026	1151	903	870	995	874	905	978	1059	1189	824	1079	949	774	639	783					
7	Число избирательных бюллетеней в переносных ящиках для голосования	818	19	22	11	17	20	22	24	19	0	37	14	18	33	28	22	21	27	10	22	11	25	11	23	12	12	30	14	8	21	28	5	17	8	8	5	16	14	9	7	14	8	16	14	9	9	15	9	14	12	12	12	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	54629	871	1020	706	843	899	1188	886	1075	703	1042	1154	1446	1011	1122	1104	1189	1378	748	1147	1034	1049	854	1280	668	1029	1254	962	1076	1161	844	950	971	1268	752	141	1263	1160	1276	1255	1301	1132	1180	1156	1256	1158	1441	945	1407	1059	904	799	1112					
9	Число недействительных избирательных бюллетеней	1535	31	25	23	34	27	28	21	25	32	34	30	42	31	22	37	44	36	25	32	28	40	27	43	17	20	33	24	24	48	15	34	26	27	20	3	43	24	45	21	36	36	31	37	32	35	52	12	35	27	21	11	29					
10	Число действительных избирательных бюллетеней	53912	859	1017	694	826	892	1182	889	1069	671	1045	1138	1422	1013	1128	1089	1166	1369	733	1137	1017	1034	838	1260	663	1021	1251	952	1060	1134	857	921	962	1249	740	143	1236	1150	1240	1241	1279	1104	1165	1133	1233	1132	1404	942	1386	1044	895	800	1087					
