Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Новочебоксарская городская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624					
1	"Число избирателей, внесенных в списки избирателей"	100160	1635	2073	1595	2121	2024	2317	1944	2111	1538	2258	1907	1941	1972	2176	1856	2080	2565	1621	2215	2016	2175	1622	2315	1581	1591	2027	1812	1975	2181	1388	1960	1588	2219	1745	358	2561	1491	2481	2430	2161	2204	2039	2066	1590	2223	1949	1768	1658	2427	2178	2432					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	100020	1608	2083	1597	2118	2025	2314	1933	2135	1565	2250	1926	1937	1998	2191	1855	2102	2548	1662	2164	2063	2142	1617	2334	1599	1586	2014	1813	1964	2188	1415	1976	1593	2155	1748	318	2513	1511	2472	2289	2127	2181	2061	2071	1626	2229	1987	1778	1657	2425	2185	2372					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	62884	986	1231	919	1133	1129	1367	1126	1322	876	1348	1307	1365	1202	1407	1201	1331	1644	1015	1422	1219	1289	1003	1548	993	1086	1267	1158	1240	1360	881	1162	976	1386	1111	218	1620	931	1552	1654	1347	1392	1295	1311	1043	1330	1246	1127	1141	1590	1419	1658					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1207	23	21	25	34	30	40	26	27	21	62	41	24	39	29	33	39	36	14	22	31	17	24	30	27	21	20	20	19	31	24	13	18	22	17	14	48	23	17	15	13	16	18	15	10	13	9	12	15	21	14	14					
6	Число погашенных избирательных бюллетеней	35929	599	831	653	951	866	907	781	786	668	840	578	548	757	755	621	732	868	633	720	813	836	590	756	579	479	727	635	705	797	510	801	599	747	620	86	845	557	903	620	767	773	748	745	573	886	732	639	501	814	752	700					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1207	23	21	25	34	30	40	26	27	21	62	41	24	39	29	33	39	36	14	22	31	17	24	30	27	21	20	20	19	31	24	13	18	22	17	14	48	23	17	15	13	16	18	15	10	13	9	12	15	21	14	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	62880	986	1231	919	1133	1129	1367	1126	1322	876	1348	1307	1365	1202	1407	1201	1331	1642	1015	1422	1219	1289	1003	1548	993	1086	1267	1158	1240	1360	881	1162	976	1386	1111	218	1620	931	1552	1654	1347	1391	1295	1311	1042	1330	1246	1127	1141	1590	1419	1658					
9	Число недействительных избирательных бюллетеней	669	10	12	11	17	10	8	15	20	11	15	15	8	10	13	8	13	13	10	19	13	25	7	21	12	13	14	12	11	12	9	15	12	14	15	1	21	13	18	12	15	13	25	14	17	12	14	6	6	15	19	5					
10	Число действительных избирательных бюллетеней	63418	999	1240	933	1150	1149	1399	1137	1329	886	1395	1333	1381	1231	1423	1226	1357	1665	1019	1425	1237	1281	1020	1557	1008	1094	1273	1166	1248	1379	896	1160	982	1394	1113	231	1647	941	1551	1657	1345	1394	1288	1312	1035	1331	1241	1133	1150	1596	1414	1667					
