Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Черниговская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1965					
1	"Число избирателей, внесенных в список избирателей"	30381	1940	1442	1892	1817	1792	1697	80	1357	432	113	426	387	705	1613	235	393	611	209	202	807	2160	2265	607	1285	1804	2291	625	171	363	286	293	81					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29800	2000	1450	1900	1800	1800	1700	70	1400	450	100	400	350	700	1600	200	400	600	200	180	800	2100	2200	600	1300	1650	2000	600	150	450	250	250	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14809	1195	597	890	802	909	685	37	617	245	60	251	155	345	789	159	182	286	123	79	370	1070	1061	254	507	620	1569	231	96	270	124	160	71					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1289	7	90	63	50	47	67	9	124	31	1	22	19	30	110	14	43	45	15	9	20	72	26	21	39	147	57	49	6	1	15	40	0					
6	Число погашенных избирательных бюллетеней	13702	798	763	947	948	844	948	24	659	174	39	127	176	325	701	27	175	269	62	92	410	958	1113	325	754	883	374	320	48	179	111	50	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1289	7	90	63	50	47	67	9	124	31	1	22	19	30	110	14	43	45	15	9	20	72	26	21	39	147	57	49	6	1	15	40	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14798	1194	596	890	802	908	684	37	617	245	60	251	155	345	789	159	182	286	123	79	370	1070	1058	254	507	620	1565	231	96	270	124	160	71					
9	Число недействительных избирательных бюллетеней	460	45	22	71	24	14	22	2	36	11	2	2	9	10	44	4	0	13	6	1	10	6	29	7	11	5	24	4	0	17	3	6	0					
10	Число действительных избирательных бюллетеней	15627	1156	664	882	828	941	729	44	705	265	59	271	165	365	855	169	225	318	132	87	380	1136	1055	268	535	762	1598	276	102	254	136	194	71					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	594	74	10	35	40	45	25	2	20	15	5	15	5	15	55	5	20	15	3	5	10	50	15	5	20	10	50	5	5	5	5	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	469	74	10	35	28	41	25	0	20	15	5	15	5	15	47	5	20	14	3	0	1	28	12	3	11	5	19	1	2	3	5	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	341	29	5	11	9	19	9	6	10	7	6	4	5	4	12	11	4	5	7	7	13	17	67	7	5	10	20	5	5	8	4	8	2					
14	Число погашенных неиспользованных открепительных удостоверений	125	0	0	0	12	4	0	2	0	0	0	0	0	0	8	0	0	1	0	5	9	22	3	2	9	5	31	4	3	2	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2605	121	139	199	175	215	138	7	72	51	3	29	20	35	145	17	37	50	11	13	86	207	237	47	115	126	152	49	13	34	27	22	13					
		16.19%	10.07%	20.26%	20.88%	20.54%	22.51%	18.38%	15.22%	9.72%	18.48%	4.92%	10.62%	11.49%	9.33%	16.13%	9.83%	16.44%	15.11%	7.97%	14.77%	22.05%	18.13%	21.86%	17.09%	21.06%	16.43%	9.37%	17.50%	12.75%	12.55%	19.42%	11.00%	18.31%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2971	343	120	169	160	167	114	2	154	41	17	42	24	59	213	41	32	50	42	16	63	162	215	53	85	107	327	49	16	31	22	29	6					
		18.47%	28.56%	17.49%	17.73%	18.78%	17.49%	15.18%	4.35%	20.78%	14.86%	27.87%	15.38%	13.79%	15.73%	23.69%	23.70%	14.22%	15.11%	30.43%	18.18%	16.15%	14.19%	19.83%	19.27%	15.57%	13.95%	20.16%	17.50%	15.69%	11.44%	15.83%	14.50%	8.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	146	13	5	5	6	8	5	0	3	2	0	4	1	2	12	2	1	5	2	0	2	15	7	0	6	4	15	4	1	10	4	2	0					
		0.91%	1.08%	0.73%	0.52%	0.70%	0.84%	0.67%	0.00%	0.40%	0.72%	0.00%	1.47%	0.57%	0.53%	1.33%	1.16%	0.44%	1.51%	1.45%	0.00%	0.51%	1.31%	0.65%	0.00%	1.10%	0.52%	0.92%	1.43%	0.98%	3.69%	2.88%	1.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2652	156	126	154	134	179	126	8	100	23	10	55	19	42	214	11	41	77	18	13	80	230	205	62	101	126	196	42	11	35	30	16	12					
		16.49%	12.99%	18.37%	16.16%	15.73%	18.74%	16.78%	17.39%	13.50%	8.33%	16.39%	20.15%	10.92%	11.20%	23.80%	6.36%	18.22%	23.26%	13.04%	14.77%	20.51%	20.14%	18.91%	22.55%	18.50%	16.43%	12.08%	15.00%	10.78%	12.92%	21.58%	8.00%	16.90%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	250	17	5	18	15	20	18	0	6	1	0	3	2	4	15	3	5	7	1	2	8	17	24	0	15	11	17	8	0	3	3	2	0					
		1.55%	1.42%	0.73%	1.89%	1.76%	2.09%	2.40%	0.00%	0.81%	0.36%	0.00%	1.10%	1.15%	1.07%	1.67%	1.73%	2.22%	2.11%	0.72%	2.27%	2.05%	1.49%	2.21%	0.00%	2.75%	1.43%	1.05%	2.86%	0.00%	1.11%	2.16%	1.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6925	499	262	334	334	347	322	26	368	145	28	137	98	222	252	94	108	128	58	41	141	496	363	106	212	383	885	123	60	141	50	123	39					
