Выборы Президента Российской Федерации																																																																																						
Дата голосования: 04.03.2012																																																																																						
																																																																																						
Наименование Избирательной комиссии:    Тюмень, Центральная																																																																																						
																																																																																						
Сводная таблица итогов голосования																																																																																						
																																																																																						
	Число участковых избирательных комиссий	75																																																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	75																																																																																				
																																																																																						
		Сумма	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971									
1	Число избирателей, включенных в список избирателей	126896	1802	2112	2237	2197	1849	1665	1964	1555	2168	1659	1582	1564	1496	1018	1265	1960	2100	1799	1148	1415	1464	862	2495	1920	1775	1567	1556	1330	1827	2187	1231	2159	1430	1426	1142	1043	1137	1570	1859	2479	1946	2400	2125	2247	2030	2599	2581	1744	2149	1703	1412	1041	1792	2296	546	1500	1864	1887	1774	1522	1795	1909	1991	1458	1579	846	1542	1802	1778	1966	1292	1552	1631	1329	254									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	123904	1793	2084	2197	2178	1801	1638	1942	1555	2100	1623	1567	1473	1470	978	1211	1932	1992	1776	1007	1399	1445	843	2411	1889	1674	1531	1533	1312	1764	2188	1211	2146	1419	1409	1140	1022	1100	1569	1805	2453	1889	2337	2123	2232	1988	2563	2485	1676	2128	1682	1398	1033	1754	2157	454	1339	1866	1823	1715	1484	1755	1910	1956	1375	1575	848	1504	1740	1833	1903	1122	1532	1577	1278	290									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	93626	1366	1624	1651	1671	1308	1143	1475	1158	1508	1165	1103	1164	1107	717	982	1430	1415	1219	782	883	1182	618	1852	1445	1239	1230	1174	1001	1324	1556	934	1636	1083	1000	779	723	730	958	1453	1862	1439	1778	1599	1711	1342	2022	1906	1273	1603	1283	1065	695	1377	1761	413	1168	1412	1344	1404	1152	1354	1405	1668	1093	1218	715	1202	1356	1368	1547	946	1110	1245	996	6									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2391	25	49	36	53	15	30	23	34	22	12	18	15	13	20	25	18	9	23	13	52	45	33	135	67	15	45	29	18	24	28	16	25	13	26	16	30	40	32	19	23	14	11	33	112	37	59	24	27	15	26	19	4	22	36	4	6	26	17	24	17	16	103	52	3	3	15	30	58	21	27	23	43	27	5	248									
6	Число погашенных избирательных бюллетеней	27887	402	411	510	454	478	465	444	363	570	446	446	294	350	241	204	484	568	534	212	464	218	192	424	377	420	256	330	293	416	604	261	485	323	383	345	269	330	579	333	568	436	548	491	409	609	482	555	376	510	373	314	334	355	360	37	165	428	462	287	315	385	402	236	279	354	118	272	326	444	329	153	379	305	277	36									
