Выборы Президента Российской Федерации																																																																										
Дата голосования: 02.03.2008																																																																										
																																																																										
"Наименование Избирательной комиссии:    Тюмень, Центральная"																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
	Число участковых избирательных комиссий	67																																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	67																																																																								
																																																																										
		Сумма	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989					
1	"Число избирателей, включенных в списки избирателей"	120318	2372	2338	2315	2453	1210	1826	2580	1121	2396	1643	1203	1068	900	1902	2612	1758	1131	1377	1005	1475	2413	2382	2199	2322	1675	2534	1428	1134	1127	1135	1672	2270	2520	1987	2075	2265	2112	1534	1898	2454	1660	2161	2135	2558	2480	2035	1959	1462	2044	1827	1632	1782	1903	1797	1780	1328	1387	898	1694	2075	1821	1683	1950	1177	1659	1384	226					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	106884	2114	2051	2047	2266	1064	1568	2258	996	2037	1484	1063	943	796	1659	2316	1518	900	1235	807	1323	2148	2114	1964	2101	1771	2252	1246	1026	1025	1012	1525	1975	2263	1758	1921	2001	1916	1356	1681	2240	1498	1925	1894	2247	2147	1817	1607	1305	1817	1636	1426	1574	1692	1601	1595	1223	1326	805	1491	1855	1592	1467	1694	1033	1462	1165	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	91076	1763	1948	1759	1926	842	1390	1981	898	1725	1146	886	875	643	1346	1987	1192	767	904	753	1043	1815	1767	1663	1719	1491	1893	936	757	763	757	1170	1762	1882	1492	1823	1889	1647	1278	1500	1912	1185	1641	1583	2097	1987	1557	1523	1112	1634	1460	1233	1305	1474	1331	1365	974	1299	674	1306	1533	1381	1218	1471	799	1276	966	2					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1349	15	18	21	14	1	15	18	13	18	7	19	6	17	22	24	17	6	26	16	8	28	16	24	37	19	13	6	15	8	7	11	9	25	12	18	40	11	8	14	23	17	18	18	22	19	23	16	5	30	36	12	18	18	17	13	14	4	20	30	27	16	33	26	25	16	12	199					
6	Число погашенных избирательных бюллетеней	14459	336	85	267	326	221	163	259	85	294	331	158	62	136	291	305	309	127	305	38	272	305	331	277	345	261	346	304	254	254	248	344	204	356	254	80	72	258	70	167	305	296	266	293	128	141	237	68	188	153	140	181	251	200	253	217	235	23	111	155	295	195	216	197	209	170	187	49					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1349	15	18	21	14	1	15	18	13	18	7	19	6	17	22	24	17	6	26	16	8	28	16	24	37	19	13	6	15	8	7	11	9	25	12	18	40	11	8	14	23	17	18	18	22	19	23	16	5	30	36	12	18	18	17	13	14	4	20	30	27	16	33	26	25	16	12	199					
