Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Аларская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №225					
1	"Число избирателей, внесенных в списки избирателей"	17465	529	68	72	240	177	555	122	465	230	389	99	574	1692	950	166	97	288	199	124	89	371	150	163	502	119	603	412	106	374	189	211	419	147	320	73	1066	103	214	234	519	807	97	106	161	621	130	116	77	1930					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15617	450	60	60	210	140	500	120	460	230	370	85	460	1362	650	140	95	280	180	105	75	330	136	140	450	100	550	390	97	350	185	200	400	130	300	70	827	90	200	220	500	750	90	90	140	560	120	100	70	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13253	352	51	50	203	124	418	104	394	151	317	77	283	1052	599	131	93	250	158	95	62	300	129	120	374	86	465	333	93	292	173	185	336	121	280	65	652	75	171	208	435	695	89	85	103	294	72	90	68	1900					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1167	57	6	10	0	16	37	13	59	79	53	8	95	44	8	9	0	15	22	5	13	30	7	20	24	11	85	15	2	41	11	15	47	9	12	5	71	11	21	12	27	15	1	3	28	55	1	7	2	30					
6	Число погашенных избирательных бюллетеней	1197	41	3	0	7	0	45	3	7	0	0	0	82	266	43	0	2	15	0	5	0	0	0	0	52	3	0	42	2	17	1	0	17	0	8	0	104	4	8	0	38	40	0	2	9	211	47	3	0	70					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1167	57	6	10	0	16	37	13	59	79	53	8	95	44	8	9	0	15	22	5	13	30	7	20	24	11	85	15	2	41	11	15	47	9	12	5	71	11	21	12	27	15	1	3	28	55	1	7	2	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13253	352	51	50	203	124	418	104	394	151	317	77	283	1052	599	131	93	250	158	95	62	300	129	120	374	86	465	333	93	292	173	185	336	121	280	65	652	75	171	208	435	695	89	85	103	294	72	90	68	1900					
9	Число недействительных избирательных бюллетеней	136	12	0	3	1	0	2	0	4	1	5	0	5	9	6	0	0	3	1	2	12	17	2	8	5	0	1	7	0	0	0	1	2	1	1	0	5	0	0	1	0	0	0	3	5	5	1	1	0	4					
10	Число действительных избирательных бюллетеней	14284	397	57	57	202	140	453	117	449	229	365	85	373	1087	601	140	93	262	179	98	63	313	134	132	393	97	549	341	95	333	184	199	381	129	291	70	718	86	192	219	462	710	90	85	126	344	72	96	70	1926					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	618	10	10	10	10	10	20	5	15	10	15	10	10	43	20	5	5	15	5	5	5	20	5	10	20	10	20	20	5	20	5	5	20	5	20	5	20	5	15	5	15	20	5	5	5	20	5	10	10	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	156	4	0	0	0	0	0	0	0	0	6	0	2	33	11	0	0	3	0	1	0	1	0	0	0	0	4	8	4	3	2	0	0	0	5	0	8	0	1	1	6	7	0	0	3	6	0	3	0	34					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	92	1	0	0	1	1	7	1	2	1	4	0	0	17	5	4	3	1	0	1	0	0	0	4	1	0	0	0	1	3	1	1	1	1	1	0	8	1	0	1	2	3	1	2	0	5	1	3	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	462	6	10	10	10	10	20	5	15	10	9	10	8	10	9	5	5	12	5	4	5	19	5	10	20	10	16	12	1	17	3	5	20	5	15	5	12	5	14	4	9	13	5	5	2	14	5	7	10	16					
