Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Еманжелинская городская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847					
1	"Число избирателей, внесенных в списки избирателей"	39323	1601	1383	1497	1508	1221	1185	698	1331	1167	1195	1374	1328	1592	1434	1335	1391	1413	941	533	1280	1547	1425	281	1367	1278	1268	1319	1336	1453	1235	1407					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37780	1600	1300	1500	1500	1200	1100	600	1300	1100	1100	1300	1300	1500	1400	1300	1300	1300	900	500	1200	1500	1400	280	1300	1200	1200	1300	1300	1400	1200	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21418	814	603	733	933	756	657	352	633	664	699	833	784	820	885	828	876	777	395	212	708	854	842	155	573	725	655	746	760	792	697	657					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1232	43	46	56	53	46	32	45	33	29	54	40	34	24	30	19	40	115	23	25	43	21	34	14	28	25	43	56	36	66	31	48					
6	Число погашенных избирательных бюллетеней	15122	743	651	711	514	398	411	203	633	407	347	427	483	656	484	453	384	408	482	263	446	625	524	111	699	448	502	498	502	542	472	695					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1232	43	46	56	53	46	32	45	33	29	54	40	34	24	30	19	40	115	23	25	43	21	34	14	28	25	43	56	36	66	31	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21405	814	603	733	933	755	657	352	633	664	699	833	784	818	886	828	876	777	395	211	708	854	830	155	573	727	655	746	760	792	697	657					
9	Число недействительных избирательных бюллетеней	289	10	13	12	9	8	7	5	12	7	3	9	16	12	19	10	7	5	14	2	11	13	3	3	8	12	7	13	8	5	8	18					
10	Число действительных избирательных бюллетеней	22348	847	636	777	977	793	682	392	654	686	750	864	802	830	897	837	909	887	404	234	740	862	861	166	593	740	691	789	788	853	720	687					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	450	10	15	10	25	18	10	10	10	15	20	20	10	10	20	10	23	20	20	10	15	30	10	2	10	20	10	15	10	17	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	427	7	11	10	25	17	10	7	10	15	20	20	10	7	20	10	23	20	17	10	15	30	10	1	10	17	9	15	10	17	9	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	180	5	11	4	7	7	4	5	2	5	3	11	2	9	3	10	18	8	12	4	9	0	3	1	2	4	8	2	5	6	2	8					
14	Число погашенных неиспользованных открепительных удостоверений	23	3	4	0	0	1	0	3	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	1	0	3	1	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	49	3	0	3	1	0	6	3	3	2	1	1	2	0	0	4	0	0	1	0	3	1	2	2	2	1	1	1	3	2	1	0					
16	Число утраченных избирательных бюллетеней	9	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
