Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Шигонская 																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496					
1	"Число избирателей, внесенных в списки"	18305	417	235	278	267	1207	708	256	272	144	1096	1142	594	526	780	356	311	442	320	1968	949	836	671	2109	2421					
2	"Число бюллетеней, полученных участковыми комиссиями"	18217	415	260	253	256	1181	703	255	271	141	1105	1136	588	518	784	355	316	452	316	2018	908	829	661	2097	2399					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9841	229	135	189	190	638	381	137	136	89	509	537	306	317	484	158	181	261	197	1172	453	424	362	1100	1256					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	642	44	28	7	17	60	43	21	27	26	38	15	14	23	24	25	11	23	15	22	72	22	3	29	33					
6	Число погашенных бюллетеней	7734	142	97	57	49	483	279	97	108	26	558	584	268	178	276	172	124	168	104	824	383	383	296	968	1110					
7	Число бюллетеней в переносных ящиках для голосования	642	44	28	7	17	60	43	21	27	26	38	15	14	23	24	25	11	23	15	22	72	22	3	29	33					
8	Число бюллетеней в стационарных ящиках для голосования	9835	229	135	189	190	638	381	137	136	89	509	537	306	317	484	158	181	261	197	1172	453	424	361	1095	1256					
9	Число недействительных бюллетеней	298	10	0	11	4	17	15	8	4	7	32	18	19	8	28	9	7	10	4	10	17	7	12	18	23					
10	Число действительных бюллетеней	10179	263	163	185	203	681	409	150	159	108	515	534	301	332	480	174	185	274	208	1184	508	439	352	1106	1266					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	180	5	2	5	5	10	5	5	5	5	5	8	5	5	5	5	5	5	5	45	5	5	2	15	13					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	100	1	2	1	0	3	0	0	0	2	5	5	1	2	5	2	3	0	0	44	1	0	0	13	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	91	0	1	2	4	10	1	0	1	4	3	1	3	0	3	1	2	1	5	24	5	0	5	8	7					
14	Число погашенных открепительных удостоверений	80	4	0	4	5	7	5	5	5	3	0	3	4	3	0	3	2	5	5	1	4	5	2	2	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	156	7	1	3	6	10	3	2	3	0	9	10	11	9	2	5	2	6	3	12	9	6	13	12	12					
		1.48%	2.56%	0.61%	1.53%	2.89%	1.43%	0.70%	1.26%	1.84%	0.0%	1.64%	1.81%	3.43%	2.64%	0.39%	2.73%	1.04%	2.11%	1.41%	1.00%	1.71%	1.34%	3.57%	1.06%	0.93%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	116	1	1	3	1	9	4	1	3	1	2	3	1	3	10	2	0	3	2	25	3	5	7	16	10					
		1.10%	0.36%	0.61%	1.53%	0.48%	1.28%	0.94%	0.63%	1.84%	0.86%	0.36%	0.54%	0.31%	0.88%	1.96%	1.09%	0.0%	1.05%	0.94%	2.09%	0.57%	1.12%	1.92%	1.42%	0.77%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	336	7	3	4	8	32	14	5	12	3	18	17	10	6	22	4	7	4	5	29	15	11	9	24	67					
		3.20%	2.56%	1.84%	2.04%	3.86%	4.58%	3.30%	3.16%	7.36%	2.60%	3.29%	3.07%	3.12%	1.76%	4.33%	2.18%	3.64%	1.40%	2.35%	2.42%	2.85%	2.46%	2.47%	2.13%	5.19%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	145	1	2	7	3	8	4	1	0	1	2	3	4	9	6	4	2	1	1	33	6	8	3	23	13					
		1.38%	0.36%	1.22%	3.57%	1.44%	1.14%	0.94%	0.63%	0.0%	0.86%	0.36%	0.54%	1.25%	2.64%	1.18%	2.18%	1.04%	0.35%	0.47%	2.76%	1.14%	1.79%	0.82%	2.04%	1.00%					
22	"5. ""За Русь Святую"""	73	2	1	5	0	5	2	1	4	0	2	8	6	2	3	3	2	1	1	13	3	3	0	3	3					
		0.69%	0.73%	0.61%	2.55%	0.0%	0.71%	0.47%	0.63%	2.45%	0.0%	0.36%	1.44%	1.87%	0.58%	0.59%	1.63%	1.04%	0.35%	0.47%	1.08%	0.57%	0.67%	0.0%	0.26%	0.23%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	0	0	0	0	1	1	0	1	0	0	0	2	1	0	0	1	1	3	4	1	3	0	3	1					
		0.21%	0.0%	0.0%	0.0%	0.0%	0.14%	0.23%	0.0%	0.61%	0.0%	0.0%	0.0%	0.62%	0.29%	0.0%	0.0%	0.52%	0.35%	1.41%	0.33%	0.19%	0.67%	0.0%	0.26%	0.07%					
24	"7. ""Новый курс - Автомобильная Россия"""	67	0	2	0	2	1	5	0	3	0	8	6	3	1	3	1	0	2	2	12	1	2	2	7	4					
		0.63%	0.0%	1.22%	0.0%	0.96%	0.14%	1.17%	0.0%	1.84%	0.0%	1.46%	1.08%	0.93%	0.29%	0.59%	0.54%	0.0%	0.70%	0.94%	1.00%	0.19%	0.44%	0.54%	0.62%	0.31%					
25	"8. ""Народно-республиканская партия России"""	18	0	1	4	0	0	0	0	0	1	2	0	1	2	1	0	0	0	1	1	0	0	0	2	2					
		0.17%	0.0%	0.61%	2.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.36%	0.0%	0.31%	0.58%	0.19%	0.0%	0.0%	0.0%	0.47%	0.08%	0.0%	0.0%	0.0%	0.17%	0.15%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	3	1	1	1	2	1					
		0.15%	0.0%	0.61%	0.51%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.18%	0.18%	0.0%	0.0%	0.19%	0.0%	0.0%	0.35%	0.0%	0.25%	0.19%	0.22%	0.27%	0.17%	0.07%					
27	"10. ""Аграрная партия России"""	703	34	16	8	17	47	25	30	24	15	64	48	18	16	51	12	8	39	9	48	50	26	18	41	39					
		6.70%	12.45%	9.81%	4.08%	8.21%	6.73%	5.89%	18.98%	14.72%	13.04%	11.70%	8.69%	5.62%	4.70%	10.03%	6.55%	4.16%	13.73%	4.24%	4.02%	9.52%	5.82%	4.94%	3.64%	3.02%					
28	"11. ""Истинные патриоты России"""	7	0	0	0	0	0	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	220	3	0	2	1	11	9	2	3	4	5	14	25	28	15	1	0	3	5	22	6	4	3	21	33					
		2.09%	1.09%	0.0%	1.02%	0.48%	1.57%	2.12%	1.26%	1.84%	3.47%	0.91%	2.53%	7.81%	8.23%	2.95%	0.54%	0.0%	1.05%	2.35%	1.84%	1.14%	0.89%	0.82%	1.86%	2.56%					
30	"13. ""Демократическая партия России"""	35	1	2	3	1	1	2	0	0	0	4	1	2	0	4	0	1	0	0	2	1	1	1	2	6					
		0.33%	0.36%	1.22%	1.53%	0.48%	0.14%	0.47%	0.0%	0.0%	0.0%	0.73%	0.18%	0.62%	0.0%	0.78%	0.0%	0.52%	0.0%	0.0%	0.16%	0.19%	0.22%	0.27%	0.17%	0.46%					
31	"14. ""Великая Россия - Евразийский Союз"""	28	3	0	0	0	2	0	0	0	0	2	1	2	3	1	1	0	1	2	3	2	1	0	1	3					
		0.26%	1.09%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.36%	0.18%	0.62%	0.88%	0.19%	0.54%	0.0%	0.35%	0.94%	0.25%	0.38%	0.22%	0.0%	0.08%	0.23%					
32	"15. ""Партия СЛОН"""	10	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.63%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.08%	0.19%	0.22%	0.0%	0.08%	0.07%					
33	"16. ""Родина"" (народно-патриотический союз)"""	703	9	3	2	7	41	30	9	6	8	30	28	18	19	33	12	18	23	13	127	36	28	18	98	87					
		6.70%	3.29%	1.84%	1.02%	3.38%	5.87%	7.07%	5.69%	3.68%	6.95%	5.48%	5.07%	5.62%	5.58%	6.49%	6.55%	9.37%	8.09%	6.13%	10.63%	6.85%	6.27%	4.94%	8.71%	6.74%					
