Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Катайская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449					
1	"Число избирателей, внесенных в списки"	20030	420	757	410	689	1492	1623	1363	1589	1158	707	747	657	62	359	147	318	573	175	1466	149	252	106	587	571	112	113	302	69	184	239	60	38	146	71	60	272	119	234	140	564	74	119	136	462	139					
2	"Число бюллетеней, полученных участковыми комиссиями"	22530	457	830	445	715	1560	1745	1475	1755	1285	790	720	700	62	495	202	335	635	183	1540	186	267	116	670	570	145	230	540	100	233	302	104	52	191	81	99	376	210	271	201	630	100	134	151	496	146					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11604	192	352	195	310	927	941	665	876	684	413	366	347	62	267	112	193	298	126	713	92	141	68	318	373	108	113	274	69	139	175	49	31	79	40	37	195	119	162	77	303	44	97	92	274	96					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	521	1	12	7	12	41	33	12	12	30	33	44	20	0	6	6	17	7	0	37	11	10	5	15	8	4	0	28	0	0	6	5	1	6	4	0	11	0	0	6	22	0	9	0	22	18					
6	Число погашенных бюллетеней	10405	264	466	243	393	592	771	798	867	571	344	310	333	0	222	84	125	330	57	790	83	116	43	337	189	33	117	238	31	94	121	50	20	106	37	62	170	91	109	118	305	56	28	59	200	32					
7	Число бюллетеней в переносных ящиках для голосования	521	1	12	7	12	41	33	12	12	30	33	44	20	0	6	6	17	7	0	37	11	10	5	15	8	4	0	28	0	0	6	5	1	6	4	0	11	0	0	6	22	0	9	0	22	18					
8	Число бюллетеней в стационарных ящиках для голосования	11603	192	352	195	310	927	941	665	876	684	413	366	347	62	267	112	193	298	126	713	92	141	68	318	373	108	113	274	68	139	175	49	31	79	40	37	195	119	162	77	303	44	97	92	274	96					
9	Число недействительных бюллетеней	196	4	10	5	4	17	11	12	13	4	6	6	5	0	10	0	3	8	0	10	0	4	1	13	4	3	0	4	0	3	6	0	2	2	0	0	2	3	2	1	5	0	0	1	8	4					
10	Число действительных бюллетеней	11928	189	354	197	318	951	963	665	875	710	440	404	362	62	263	118	207	297	126	740	103	147	72	320	377	109	113	298	68	136	175	54	30	83	44	37	204	116	160	82	320	44	106	91	288	110					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	420	20	10	10	10	30	20	20	10	20	5	10	10	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	10	10	5	5	5	3	2	5	5	5	5	5	5	5	5	18	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	78	0	1	0	3	8	5	2	8	1	3	0	0	0	0	0	1	5	0	5	1	8	1	0	1	1	0	6	0	2	1	0	0	0	0	0	0	1	0	1	1	0	3	0	9	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	78	0	0	0	1	5	9	9	7	1	0	6	2	0	0	0	1	1	0	7	2	0	1	2	4	4	0	1	3	0	0	0	0	0	0	0	2	4	3	0	1	0	0	1	1	0					
14	Число погашенных открепительных удостоверений	342	20	9	10	7	22	15	18	2	19	2	10	10	0	10	10	9	5	10	5	9	2	9	10	9	9	10	4	5	8	9	5	5	5	3	2	5	4	5	4	4	5	2	5	9	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	136	2	3	0	5	10	3	9	7	9	2	2	2	1	7	0	1	4	4	13	0	5	2	1	7	2	1	0	0	1	2	0	1	2	0	0	3	0	6	4	2	1	1	2	8	1					
		1.12%	1.03%	0.82%	0.0%	1.55%	1.03%	0.30%	1.32%	0.78%	1.26%	0.44%	0.48%	0.54%	1.61%	2.56%	0.0%	0.47%	1.31%	3.17%	1.73%	0.0%	3.31%	2.73%	0.30%	1.83%	1.78%	0.88%	0.0%	0.0%	0.71%	1.10%	0.0%	3.12%	2.35%	0.0%	0.0%	1.45%	0.0%	3.70%	4.81%	0.61%	2.27%	0.94%	2.17%	2.70%	0.87%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	135	4	3	6	7	14	12	10	12	9	5	2	1	0	0	0	1	2	0	12	0	0	0	3	7	0	0	3	0	0	0	0	1	1	0	0	3	4	3	0	3	1	0	3	2	1					
		1.11%	2.07%	0.82%	2.97%	2.17%	1.44%	1.23%	1.47%	1.35%	1.26%	1.12%	0.48%	0.27%	0.0%	0.0%	0.0%	0.47%	0.65%	0.0%	1.6%	0.0%	0.0%	0.0%	0.90%	1.83%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.0%	3.12%	1.17%	0.0%	0.0%	1.45%	3.36%	1.85%	0.0%	0.92%	2.27%	0.0%	3.26%	0.67%	0.87%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	597	9	24	15	17	57	70	34	44	44	29	18	14	4	12	2	8	12	6	24	10	4	2	16	17	7	2	9	4	4	3	2	1	5	0	3	7	4	3	4	19	13	2	2	11	0					
		4.92%	4.66%	6.59%	7.42%	5.27%	5.88%	7.18%	5.02%	4.95%	6.16%	6.50%	4.39%	3.81%	6.45%	4.39%	1.69%	3.80%	3.93%	4.76%	3.2%	9.70%	2.64%	2.73%	4.80%	4.46%	6.24%	1.76%	2.98%	5.88%	2.87%	1.65%	3.70%	3.12%	5.88%	0.0%	8.10%	3.39%	3.36%	1.85%	4.81%	5.84%	29.54%	1.88%	2.17%	3.71%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	192	1	4	6	5	24	26	8	17	15	5	5	6	1	1	1	0	3	1	16	3	4	1	4	4	0	1	2	0	5	1	1	0	0	0	0	1	1	2	0	2	0	2	0	13	0					
