Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Павловская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478					
1	"Число избирателей, внесенных в списки избирателей"	12254	1144	1426	1383	895	446	350	224	535	405	564	96	502	75	226	323	755	73	119	545	463	221	60	119	480	581	244					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11500	970	1320	1250	800	420	340	220	520	380	530	100	490	75	220	310	730	80	119	520	455	211	60	120	460	560	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9337	780	816	921	577	362	330	182	499	340	497	74	356	63	146	252	643	60	102	457	402	185	50	109	390	537	207					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	820	49	28	49	61	43	10	28	16	36	32	18	66	11	34	21	63	11	11	45	50	25	7	7	61	14	24					
6	Число погашенных избирательных бюллетеней	1343	141	476	280	162	15	0	10	5	4	1	8	68	1	40	37	24	9	6	18	3	1	3	4	9	9	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	820	49	28	49	61	43	10	28	16	36	32	18	66	11	34	21	63	11	11	45	50	25	7	7	61	14	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9290	780	816	921	577	319	330	182	499	340	497	74	356	63	146	252	643	60	102	457	402	185	50	109	390	537	203					
9	Число недействительных избирательных бюллетеней	117	1	10	3	4	0	0	1	3	4	44	0	2	0	0	0	1	1	0	3	6	1	0	0	1	30	2					
10	Число действительных избирательных бюллетеней	9993	828	834	967	634	362	340	209	512	372	485	92	420	74	180	273	705	70	113	499	446	209	57	116	450	521	225					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	490	30	32	35	25	10	10	17	20	25	11	10	30	10	25	20	25	10	8	27	29	10	6	10	20	20	15					
