Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Павловская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413					
1	"Число избирателей, внесенных в список избирателей"	11783	1175	1442	1328	819	385	343	222	524	425	531	101	404	71	196	288	690	71	100	515	504	221	131	475	600	222					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11186	1100	1350	1250	750	400	300	200	450	400	500	96	400	72	200	270	690	69	95	500	500	220	134	460	580	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8762	820	842	926	528	347	290	125	431	365	392	79	266	54	130	220	543	57	79	438	408	186	111	381	564	180					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	984	74	58	68	68	38	10	16	16	34	51	11	91	10	27	35	102	12	12	57	60	20	14	75	11	14					
6	Число погашенных избирательных бюллетеней	1440	206	450	256	154	15	0	59	3	1	57	6	43	8	43	15	45	0	4	5	32	14	9	4	5	6					
7	Число избирательных бюллетеней в переносных ящиках для голосования	984	74	58	68	68	38	10	16	16	34	51	11	91	10	27	35	102	12	12	57	60	20	14	75	11	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8762	820	842	926	528	347	290	125	431	365	392	79	266	54	130	220	543	57	79	438	408	186	111	381	564	180					
9	Число недействительных избирательных бюллетеней	59	3	17	10	4	0	0	2	0	10	2	1	6	0	0	1	0	0	0	0	0	0	0	0	0	3					
10	Число действительных избирательных бюллетеней	9687	891	883	984	592	385	300	139	447	389	441	89	351	64	157	254	645	69	91	495	468	206	125	456	575	191					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1480	100	100	100	100	50	50	50	50	50	50	30	75	30	50	60	115	30	30	80	70	30	30	70	50	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	600	50	29	46	20	3	3	17	6	7	11	5	75	11	47	28	109	6	17	74	13	4	2	10	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	142	25	7	9	29	1	0	6	3	6	4	2	3	1	4	3	4	4	5	12	2	2	1	1	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	880	50	71	54	80	47	47	33	44	43	39	25	0	19	3	32	6	24	13	6	57	26	28	60	43	30					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	1	1	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	695	67	89	92	67	25	12	14	26	42	21	6	16	1	28	24	11	8	10	33	6	8	7	19	37	26					
		7.13%	7.49%	9.89%	9.26%	11.24%	6.49%	4.00%	9.93%	5.82%	10.53%	4.74%	6.67%	4.48%	1.56%	17.83%	9.41%	1.71%	11.59%	10.99%	6.67%	1.28%	3.88%	5.60%	4.17%	6.43%	13.40%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	376	72	45	58	13	3	2	21	1	23	11	0	37	0	12	20	4	1	1	15	21	3	3	3	2	5					
		3.86%	8.05%	5.00%	5.84%	2.18%	0.78%	0.67%	14.89%	0.22%	5.76%	2.48%	0.00%	10.36%	0.00%	7.64%	7.84%	0.62%	1.45%	1.10%	3.03%	4.49%	1.46%	2.40%	0.66%	0.35%	2.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	9	4	3	2	0	0	1	1	1	3	0	0	0	0	2	0	0	0	1	2	0	0	1	1	0					
		0.32%	1.01%	0.44%	0.30%	0.34%	0.00%	0.00%	0.71%	0.22%	0.25%	0.68%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.20%	0.43%	0.00%	0.00%	0.22%	0.17%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	808	97	99	101	67	7	4	29	13	50	78	15	51	1	31	27	12	2	6	20	14	4	3	7	41	29					
		8.29%	10.85%	11.00%	10.16%	11.24%	1.82%	1.33%	20.57%	2.91%	12.53%	17.61%	16.67%	14.29%	1.56%	19.75%	10.59%	1.86%	2.90%	6.59%	4.04%	2.99%	1.94%	2.40%	1.54%	7.13%	14.95%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	5	8	3	2	0	0	0	1	1	0	0	1	0	1	0	0	0	1	2	1	0	0	1	0	0					
		0.28%	0.56%	0.89%	0.30%	0.34%	0.00%	0.00%	0.00%	0.22%	0.25%	0.00%	0.00%	0.28%	0.00%	0.64%	0.00%	0.00%	0.00%	1.10%	0.40%	0.21%	0.00%	0.00%	0.22%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7740	639	638	724	441	350	282	74	404	272	328	68	245	62	85	181	618	56	73	423	424	191	112	425	494	131					
		79.42%	71.48%	70.89%	72.84%	73.99%	90.91%	94.00%	52.48%	90.38%	68.17%	74.04%	75.56%	68.63%	96.88%	54.14%	70.98%	95.81%	81.16%	80.22%	85.45%	90.60%	92.72%	89.60%	93.20%	85.91%	67.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	10	2	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0					
		0.10%	0.22%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	2.90%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
