Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Сургутская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458					
1	"Число избирателей, внесенных в список избирателей"	81719	1984	2424	2625	2391	2309	1548	2187	2604	2095	2326	2043	1896	1543	1403	1343	1461	825	1199	1154	1220	1337	2859	2256	2775	2778	2687	2734	1838	1619	2694	2676	3045	2603	2289	2424	618	391	106	811	559	1209	1164	1531	157	1545	103	331					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	79750	1900	2350	2550	2300	2200	1500	2150	2350	2000	2200	2000	1800	1500	1300	1300	1400	750	1100	1050	1200	1250	2750	2350	2800	2650	2700	2650	1700	1550	2600	2800	2650	2300	2200	2300	550	350	100	1000	750	1150	1500	1800	200	1700	100	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	1034	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	81	100	86	0	0	0	0	0	44	45	237	9	241	0	0	4	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	42396	870	1384	1559	1389	1262	774	1054	1430	1074	1120	1173	1115	666	691	716	700	389	591	542	579	613	1578	1214	1361	1349	1269	1481	914	663	1672	1736	2052	1151	989	915	305	198	40	425	345	400	724	712	78	826	62	246					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	467	2	12	13	7	8	0	6	5	2	40	10	0	9	5	5	7	0	3	3	17	5	11	8	12	4	2	8	6	13	9	4	4	10	8	9	8	2	0	37	19	11	43	45	7	16	4	8					
6	Число погашенных избирательных бюллетеней	35853	1028	954	978	904	930	726	1090	915	858	1040	817	685	825	604	579	693	361	506	505	604	632	1161	1128	1427	1297	1429	1161	780	874	798	979	494	1053	1203	1376	237	150	60	494	341	502	724	802	115	858	30	146					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1500	2	12	13	7	8	0	6	5	68	40	10	0	9	5	5	7	0	3	3	17	5	11	8	12	4	2	8	6	13	130	85	104	95	8	9	8	2	0	81	64	248	52	286	7	16	8	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	42354	870	1384	1559	1389	1261	774	1054	1430	1074	1120	1173	1115	666	691	715	698	389	591	542	579	613	1578	1214	1359	1349	1269	1445	914	663	1672	1736	2052	1151	989	915	305	198	40	425	345	400	724	712	78	826	62	246					
9	Число недействительных избирательных бюллетеней	724	16	21	26	19	19	18	24	26	22	17	21	20	9	5	13	6	6	10	10	11	6	24	21	26	13	24	20	8	10	38	28	52	23	20	17	0	5	1	11	8	9	8	9	2	14	1	7					
10	Число действительных избирательных бюллетеней	43130	856	1375	1546	1377	1250	756	1036	1409	1120	1143	1162	1095	666	691	707	699	383	584	535	585	612	1565	1201	1345	1340	1247	1433	912	666	1764	1793	2104	1223	977	907	313	195	39	495	401	639	768	989	83	828	69	247					
