Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Хорольская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105					
1	"Число избирателей, внесенных в списки избирателей"	24637	1716	590	1906	1854	1649	1042	285	2630	1709	1625	347	1601	407	1000	742	510	152	618	305	293	433	151	880	1066	795	331					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23150	1650	600	1850	1650	1550	1000	250	2500	1550	1550	300	1550	400	950	700	500	150	550	250	250	400	150	800	1000	750	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13529	847	328	975	956	898	499	131	1527	877	836	191	917	223	523	406	360	102	386	177	184	268	119	510	615	486	188					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1545	13	27	45	158	44	50	56	114	144	18	18	49	15	71	121	35	8	28	19	20	23	4	169	171	95	30					
6	Число погашенных избирательных бюллетеней	8076	790	245	830	536	608	451	63	859	529	696	91	584	162	356	173	105	40	136	54	46	109	27	121	214	169	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1545	13	27	45	158	44	50	56	114	144	18	18	49	15	71	121	35	8	28	19	20	23	4	169	171	95	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13529	847	328	975	956	898	499	131	1527	877	836	191	917	223	523	406	360	102	386	177	184	268	119	510	615	486	188					
9	Число недействительных избирательных бюллетеней	183	10	2	22	16	8	11	2	13	10	17	2	12	7	10	8	3	0	9	0	2	4	2	1	8	2	2					
10	Число действительных избирательных бюллетеней	14891	850	353	998	1098	934	538	185	1628	1011	837	207	954	231	584	519	392	110	405	196	202	287	121	678	778	579	216					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	694	41	15	50	50	45	30	10	75	45	45	10	45	15	30	20	15	5	20	10	10	15	5	25	30	23	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	269	20	3	19	15	13	5	0	21	21	17	1	10	3	9	13	10	1	11	0	10	9	3	18	15	13	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	115	3	2	7	4	6	5	0	20	6	10	2	7	0	5	3	0	1	3	1	4	4	5	8	4	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	425	21	12	31	35	32	25	10	54	24	28	9	35	12	21	7	5	4	9	10	0	6	2	7	15	10	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	499	22	20	28	39	20	18	4	57	24	18	16	18	10	27	13	7	4	26	3	24	14	7	25	30	21	4					
		3.31%	2.56%	5.63%	2.75%	3.50%	2.12%	3.28%	2.14%	3.47%	2.35%	2.11%	7.66%	1.86%	4.20%	4.55%	2.47%	1.77%	3.64%	6.28%	1.53%	11.76%	4.81%	5.69%	3.68%	3.82%	3.61%	1.83%					
19	2.Всероссийская политическая партия «Гражданская Сила»	60	3	2	6	5	8	0	2	9	4	6	1	2	2	3	0	1	1	1	1	0	0	1	0	1	1	0					
		0.40%	0.35%	0.56%	0.59%	0.45%	0.85%	0.00%	1.07%	0.55%	0.39%	0.70%	0.48%	0.21%	0.84%	0.51%	0.00%	0.25%	0.91%	0.24%	0.51%	0.00%	0.00%	0.81%	0.00%	0.13%	0.17%	0.00%					
20	3.Политическая партия «Демократическая партия России»	14	0	0	0	1	1	0	1	3	1	1	0	2	0	0	0	0	0	0	0	0	1	1	1	0	1	0					
