Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Комсомольская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408					
1	"Число избирателей, внесенных в списки избирателей"	20100	1438	1290	1073	223	582	179	109	547	270	303	194	215	309	244	382	406	574	273	411	546	200	619	235	135	1202	989	1145	519	603	606	404	257	306	157	195	524	128	380	418	767	314	331	98					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19161	1400	1250	1000	200	550	150	100	500	250	280	180	200	300	235	350	390	530	250	400	550	170	600	230	120	1150	950	1140	500	550	600	380	250	300	130	195	450	126	375	440	750	300	300	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15700	921	786	753	145	422	116	66	359	204	241	141	132	215	204	312	302	512	217	336	393	155	479	193	110	1133	916	1124	472	525	521	334	189	248	113	157	386	104	325	359	524	244	248	64					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1084	49	23	24	14	22	10	8	48	15	33	11	51	33	15	23	42	18	18	11	37	12	57	23	8	10	15	9	19	22	31	39	44	18	15	25	48	9	29	20	60	28	21	17					
6	Число погашенных избирательных бюллетеней	2377	430	441	223	41	106	24	26	93	31	6	28	17	52	16	15	46	0	15	53	120	3	64	14	2	7	19	7	9	3	48	7	17	34	2	13	16	13	21	61	166	28	31	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1084	49	23	24	14	22	10	8	48	15	33	11	51	33	15	23	42	18	18	11	37	12	57	23	8	10	15	9	19	22	31	39	44	18	15	25	48	9	29	20	60	28	21	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15699	921	785	753	145	422	116	66	359	204	241	141	132	215	204	312	302	512	217	336	393	155	479	193	110	1133	916	1124	472	525	521	334	189	248	113	157	386	104	325	359	524	244	248	64					
9	Число недействительных избирательных бюллетеней	279	25	6	9	2	3	0	3	5	8	3	2	1	3	4	4	0	28	2	5	4	1	9	1	1	44	27	0	9	2	15	3	3	9	5	4	4	1	9	1	5	3	6	0					
10	Число действительных избирательных бюллетеней	16504	945	802	768	157	441	126	71	402	211	271	150	182	245	215	331	344	502	233	342	426	166	527	215	117	1099	904	1133	482	545	537	370	230	257	123	178	430	112	345	378	579	269	263	81					
