Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Комсомольская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410					
1	"Число избирателей, внесенных в список избирателей"	21324	1444	1322	1262	192	568	185	110	604	285	323	182	223	322	225	405	408	606	288	474	594	219	658	256	133	1235	1132	1271	544	652	625	424	291	339	163	194	552	140	441	458	785	347	362	81					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22351	1578	1377	1306	222	603	188	117	626	298	355	204	244	326	226	403	445	674	292	477	620	222	677	270	154	1255	1146	1295	555	668	645	452	306	365	168	209	615	141	455	494	850	358	375	95					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12240	760	702	658	126	377	112	56	337	184	204	111	110	182	146	235	231	343	183	240	303	131	367	137	82	741	600	843	345	466	314	226	154	200	92	142	299	89	281	240	404	222	207	58					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	712	31	17	4	11	23	3	0	24	14	20	18	40	24	0	26	27	1	13	9	14	5	43	23	7	20	14	17	2	9	20	46	35	18	12	23	18	2	19	17	17	23	3	0					
6	Число погашенных избирательных бюллетеней	9399	787	658	644	85	203	73	61	265	100	131	75	94	120	80	142	187	330	96	228	303	86	267	110	65	494	532	435	208	193	311	180	117	147	64	44	298	50	155	237	429	113	165	37					
7	Число избирательных бюллетеней в переносных ящиках для голосования	712	31	17	4	11	23	3	0	24	14	20	18	40	24	0	26	27	1	13	9	14	5	43	23	7	20	14	17	2	9	20	46	35	18	12	23	18	2	19	17	17	23	3	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12240	760	702	658	126	377	112	56	337	184	204	111	110	182	146	235	231	343	183	240	303	131	367	137	82	741	600	843	345	466	314	226	154	200	92	142	299	89	281	240	404	222	207	58					
9	Число недействительных избирательных бюллетеней	587	29	20	14	4	14	3	3	15	18	6	6	0	4	12	9	10	21	13	12	10	13	23	6	3	40	32	53	19	6	8	11	12	19	9	16	19	1	11	4	21	16	17	5					
10	Число действительных избирательных бюллетеней	12365	762	699	648	133	386	112	53	346	180	218	123	150	202	134	252	248	323	183	237	307	123	387	154	86	721	582	807	328	469	326	261	177	199	95	149	298	90	289	253	400	229	193	53					
