Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Акушинская																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763					
1	"Число избирателей, внесенных в списки"	28795	1029	277	1501	497	670	546	1404	626	988	960	914	379	782	125	339	179	983	176	634	237	343	182	215	106	324	126	455	679	1668	170	438	1127	366	524	912	796	507	790	1116	554	808	911	266	458	1307	239	162					
2	"Число бюллетеней, полученных участковыми комиссиями"	25292	1131	249	811	343	637	421	1229	513	835	864	822	341	702	112	305	161	884	174	570	213	308	163	193	95	291	113	409	611	1494	153	394	1014	329	471	820	716	456	711	1004	498	727	819	239	411	1176	215	145					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	24044	931	234	810	332	629	420	1193	510	728	856	822	341	674	103	293	159	745	174	514	201	265	143	163	82	275	113	405	610	1492	142	392	947	303	445	775	660	413	663	998	470	720	819	231	393	1110	206	140					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	192	0	0	1	0	0	0	0	0	0	0	0	0	26	2	0	0	0	0	13	10	0	12	0	5	0	0	0	0	0	8	0	53	0	2	0	0	0	0	0	0	0	0	0	0	60	0	0					
6	Число погашенных бюллетеней	1056	200	15	0	11	8	1	36	3	107	8	0	0	2	7	12	2	139	0	43	2	43	8	30	8	16	0	4	1	2	3	2	14	26	24	45	56	43	48	6	28	7	0	8	18	6	9	5					
7	Число бюллетеней в переносных ящиках для голосования	192	0	0	1	0	0	0	0	0	0	0	0	0	26	2	0	0	0	0	13	10	0	12	0	5	0	0	0	0	0	8	0	53	0	2	0	0	0	0	0	0	0	0	0	0	60	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	24036	931	234	810	332	621	420	1193	510	728	856	822	341	674	103	293	159	745	174	514	201	265	143	163	82	275	113	405	610	1492	142	392	947	303	445	775	660	413	663	998	470	720	819	231	393	1110	206	140					
9	Число недействительных бюллетеней	66	4	0	0	0	0	0	6	2	3	0	0	0	0	0	3	0	6	0	5	1	0	0	3	0	1	0	1	2	4	0	0	0	1	1	9	0	3	2	0	0	0	9	0	0	0	0	0					
10	Число действительных бюллетеней	24162	927	234	811	332	621	420	1187	508	725	856	822	341	700	105	290	159	739	174	522	210	265	155	160	87	274	113	404	608	1488	150	392	1000	302	446	766	660	410	661	998	470	720	810	231	393	1170	206	140					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	3	5	3	3	3	3	3	10	3	3	3	36	3	3	3	3	3	3	3	3	3	3	3	3	20	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3					
