Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Одоевская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611					
1	"Число избирателей, внесенных в списки избирателей"	10525	1153	2259	1920	610	265	268	472	132	436	282	137	232	515	500	623	325	290	106					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10620	1150	2270	1930	600	270	270	490	150	460	280	130	220	540	490	650	330	290	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5268	501	1196	1061	292	145	110	177	92	228	139	71	95	219	251	420	104	115	52					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1330	138	63	45	159	54	47	86	21	72	60	26	57	106	67	81	161	53	34					
6	Число погашенных избирательных бюллетеней	4022	511	1011	824	149	71	113	227	37	160	81	33	68	215	172	149	65	122	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1330	138	63	45	159	54	47	86	21	72	60	26	57	106	67	81	161	53	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5268	501	1196	1061	292	145	110	177	92	228	139	71	95	219	251	420	104	115	52					
9	Число недействительных избирательных бюллетеней	53	7	9	9	1	0	0	3	1	2	0	0	3	3	5	4	1	4	1					
10	Число действительных избирательных бюллетеней	6545	632	1250	1097	450	199	157	260	112	298	199	97	149	322	313	497	264	164	85					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	273	26	45	33	15	5	8	27	20	15	5	2	5	16	13	19	7	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	266	26	45	30	15	5	8	27	20	15	5	2	5	16	11	19	5	5	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	137	16	19	9	11	3	4	9	8	5	6	4	8	1	12	4	4	5	9					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	2	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	215	17	39	32	18	4	3	14	0	11	9	6	7	8	10	13	17	6	1					
		3.26%	2.66%	3.10%	2.89%	3.99%	2.01%	1.91%	5.32%	0.00%	3.67%	4.52%	6.19%	4.61%	2.46%	3.14%	2.59%	6.42%	3.57%	1.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	44	2	9	16	0	4	7	0	1	0	0	0	0	2	0	3	0	0	0					
		0.67%	0.31%	0.71%	1.45%	0.00%	2.01%	4.46%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.60%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0					
		0.06%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.31%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	817	91	170	153	38	11	17	30	37	15	24	30	20	56	38	41	32	10	4					
		12.38%	14.24%	13.50%	13.83%	8.43%	5.53%	10.83%	11.41%	32.74%	5.00%	12.06%	30.93%	13.16%	17.23%	11.95%	8.18%	12.08%	5.95%	4.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	22	2	6	4	3	2	1	0	0	0	0	1	1	0	0	1	1	0	0					
		0.33%	0.31%	0.48%	0.36%	0.67%	1.01%	0.64%	0.00%	0.00%	0.00%	0.00%	1.03%	0.66%	0.00%	0.00%	0.20%	0.38%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	3	2	3	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0					
		0.18%	0.47%	0.16%	0.27%	0.00%	0.50%	0.64%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	501	52	116	106	26	16	6	13	7	27	10	8	7	29	16	30	16	11	5					
		7.59%	8.14%	9.21%	9.58%	5.76%	8.04%	3.82%	4.94%	6.19%	9.00%	5.03%	8.25%	4.61%	8.92%	5.03%	5.99%	6.04%	6.55%	5.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	547	64	195	122	27	9	9	10	5	9	5	4	6	17	25	18	10	5	7					
		8.29%	10.02%	15.49%	11.03%	5.99%	4.52%	5.73%	3.80%	4.42%	3.00%	2.51%	4.12%	3.95%	5.23%	7.86%	3.59%	3.77%	2.98%	8.14%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	49	5	10	5	6	2	1	1	0	3	1	0	1	2	4	4	2	1	1					
		0.74%	0.78%	0.79%	0.45%	1.33%	1.01%	0.64%	0.38%	0.00%	1.00%	0.50%	0.00%	0.66%	0.62%	1.26%	0.80%	0.75%	0.60%	1.16%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4281	391	683	638	331	149	112	189	62	232	148	48	107	205	219	385	185	130	67					
		64.88%	61.19%	54.25%	57.69%	73.39%	74.87%	71.34%	71.86%	54.87%	77.33%	74.37%	49.48%	70.39%	63.08%	68.87%	76.85%	69.81%	77.38%	77.91%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	53	5	20	16	1	1	0	3	0	1	1	0	0	2	0	1	1	1	0					
		0.80%	0.78%	1.59%	1.45%	0.22%	0.50%	0.00%	1.14%	0.00%	0.33%	0.50%	0.00%	0.00%	0.62%	0.00%	0.20%	0.38%	0.60%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
