Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Курманаевская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692					
1	"Число избирателей, внесенных в список"	16438	1858	1813	97	829	544	131	1268	109	392	260	69	154	285	680	53	64	66	968	965	116	175	124	184	550	139	401	555	103	484	242	440	376	1227	551	166					
2	Число полученных избирательных бюллетеней	16493	1879	1833	95	831	541	130	1269	108	386	256	69	161	290	683	51	64	66	980	959	115	174	126	187	552	139	400	552	103	483	244	439	377	1234	551	166					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10965	1053	952	71	651	381	98	827	86	249	173	55	118	163	434	45	58	53	703	685	112	120	98	124	448	121	312	387	75	310	163	325	239	752	379	145					
5	"Число избирательных бюллетеней, выданных вне помещения"	1086	55	48	3	22	25	10	101	10	45	20	0	6	53	71	2	0	0	32	22	0	11	6	15	38	9	49	50	17	50	31	46	45	126	63	5					
6	Число погашенных избирательных бюллетеней	4441	771	833	21	158	135	22	341	11	92	63	14	37	74	178	4	6	13	245	252	3	43	22	48	66	9	39	115	11	123	50	68	93	356	109	16					
7	Число избирательных бюллетеней в переносных ящиках	1086	55	48	3	22	25	10	101	10	45	20	0	6	53	71	2	0	0	32	22	0	11	6	15	38	9	49	50	17	50	31	46	45	126	63	5					
8	Число бюллетеней в стационарных ящиках для голосования	10965	1053	952	71	651	381	98	827	86	249	173	55	118	163	434	45	58	53	703	685	112	120	98	124	448	121	312	387	75	310	163	325	239	752	379	145					
9	Число недействительных избирательных бюллетеней	92	19	7	2	7	3	0	2	1	3	6	0	2	1	6	0	1	0	4	1	0	0	1	0	8	0	0	3	0	4	2	1	1	4	2	1					
10	Число действительных избирательных бюллетеней	11959	1089	993	72	666	403	108	926	95	291	187	55	122	215	499	47	57	53	731	706	112	131	103	139	478	130	361	434	92	356	192	370	283	874	440	149					
11	Число полученных открепительных  удостоверений	197	29	27	2	2	6	2	15	2	4	3	1	6	4	8	1	1	1	12	11	1	2	2	2	3	2	5	4	1	4	3	5	3	14	7	2					
12	Число выданных открепительных удостоверений	121	24	23	0	2	4	0	13	0	2	0	0	6	2	7	0	0	1	6	6	0	0	2	2	3	1	0	1	0	2	0	0	2	12	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	55	6	4	3	1	4	1	4	0	1	2	1	2	1	3	1	0	1	2	3	1	1	0	0	0	0	0	3	0	0	0	1	5	2	1	1					
14	Число неиспользованных открепительных удостоверений	76	5	4	2	0	2	2	2	2	2	3	1	0	2	1	1	1	0	6	5	1	2	0	0	0	1	5	3	1	2	3	5	1	2	7	2					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	. Глазьев Сергей Юрьевич	329	53	42	4	13	8	0	16	3	11	1	5	3	2	27	1	5	0	14	19	0	3	1	5	4	1	10	9	1	11	6	3	2	29	15	2					
		2.73%	4.78%	4.20%	5.41%	1.93%	1.97%	0.00%	1.72%	3.12%	3.74%	0.52%	9.09%	2.42%	0.93%	5.35%	2.13%	8.62%	0.00%	1.90%	2.69%	0.00%	2.29%	0.96%	3.60%	0.82%	0.77%	2.77%	2.06%	1.09%	3.06%	3.09%	0.81%	0.70%	3.30%	3.39%	1.33%					
19	. Малышкин Олег Александрович	471	43	51	6	52	21	0	43	1	11	18	4	2	17	12	2	0	1	27	34	1	4	4	4	18	7	11	7	3	9	3	14	6	20	10	5					
		3.91%	3.88%	5.10%	8.11%	7.73%	5.17%	0.00%	4.63%	1.04%	3.74%	9.33%	7.27%	1.61%	7.87%	2.38%	4.26%	0.00%	1.89%	3.67%	4.81%	0.89%	3.05%	3.85%	2.88%	3.70%	5.38%	3.05%	1.60%	3.26%	2.50%	1.55%	3.77%	2.11%	2.28%	2.26%	3.33%					
20	. Миронов Сергей Михайлович	80	7	9	1	2	4	0	3	3	1	1	2	1	1	4	0	0	0	4	1	1	1	3	3	6	2	1	3	0	3	0	7	2	4	0	0					
