Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Княжпогостская																																		
																																		
Сводная таблица предварительных итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №674									
1	"Число избирателей, включенных в список избирателей"	16271	1117	283	44	218	355	179	56	1560	188	570	95	910	263	1364	1347	1630	2140	645	1107	1359	508	287	46									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14160	1100	250	40	200	300	150	40	1300	150	500	90	800	220	1200	1200	1400	1800	550	950	1200	400	270	50									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	700	513	22	8	31	45	0	0	0	33	0	0	0	21	0	0	0	0	0	0	12	15	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8846	361	173	14	69	148	96	24	1034	107	301	59	499	114	782	775	974	1330	403	498	665	246	133	41									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	558	28	7	0	15	16	15	0	26	7	20	4	16	11	53	86	59	60	12	10	39	51	23	0									
6	Число погашенных избирательных бюллетеней	4056	198	48	18	85	91	39	16	240	3	179	27	285	74	365	339	367	410	135	442	484	88	114	9									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1258	541	29	8	46	61	15	0	26	40	20	4	16	32	53	86	59	60	12	10	51	66	23	0									
8	Число бюллетеней в стационарных ящиках для голосования	8846	361	173	14	69	148	96	24	1034	107	301	59	499	114	782	775	974	1330	403	498	665	246	133	41									
9	Число недействительных избирательных бюллетеней	177	24	2	0	1	0	0	0	25	0	6	2	15	2	7	12	13	23	11	15	9	8	0	2									
