Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Юргамышская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1177					
1	"Число избирателей, внесенных в список избирателей"	17460	406	143	447	181	1008	78	582	84	764	210	995	71	303	608	158	120	604	350	304	347	631	309	251	121	499	160	171	996	813	801	892	887	718	651	1150	134	513					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17665	500	146	464	184	1017	89	592	81	761	220	1011	67	318	607	163	123	615	338	311	355	643	310	252	126	504	164	171	981	795	814	895	918	718	638	1140	128	506					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8416	224	74	208	124	491	69	295	39	350	101	448	48	113	279	74	73	263	147	170	160	275	173	170	85	291	91	98	465	381	335	360	445	346	253	634	67	197					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1521	34	13	51	0	77	9	45	8	92	56	96	8	60	38	20	16	35	73	20	54	136	27	13	8	42	41	36	92	28	34	31	26	35	58	39	27	43					
6	Число погашенных избирательных бюллетеней	7728	242	59	205	60	449	11	252	34	319	63	467	11	145	290	69	34	317	118	121	141	232	110	69	33	171	32	37	424	386	445	504	447	337	327	467	34	266					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1521	34	13	51	0	77	9	45	8	92	56	96	8	60	38	20	16	35	73	20	54	136	27	13	8	42	41	36	92	28	34	31	26	35	58	39	27	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8416	224	74	208	124	491	69	295	39	350	101	448	48	113	279	74	73	263	147	170	160	275	173	170	85	291	91	98	465	381	335	360	445	346	253	634	67	197					
9	Число недействительных избирательных бюллетеней	164	2	3	7	6	8	0	5	0	10	2	12	2	1	13	1	0	6	2	3	4	1	1	1	3	5	3	1	8	10	2	8	2	6	0	18	1	7					
10	Число действительных избирательных бюллетеней	9773	256	84	252	118	560	78	335	47	432	155	532	54	172	304	93	89	292	218	187	210	410	199	182	90	328	129	133	549	399	367	383	469	375	311	655	93	233					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	346	10	5	10	5	12	3	10	3	10	5	17	3	3	11	3	5	8	10	5	8	10	8	8	3	10	9	10	17	15	15	15	15	15	15	17	3	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	196	5	1	9	5	10	0	10	0	3	2	6	0	0	7	3	2	5	3	1	4	8	2	3	3	6	9	10	17	15	7	11	9	4	4	9	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	126	2	1	5	4	4	0	3	3	2	1	0	1	1	2	1	3	1	6	1	1	3	1	2	2	10	4	7	10	10	1	4	10	5	3	6	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	150	5	4	1	0	2	3	0	3	7	3	11	3	3	4	0	3	3	7	4	4	2	6	5	0	4	0	0	0	0	8	4	6	11	11	8	3	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
