Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Юргамышская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1177					
1	"Число избирателей, внесенных в списки избирателей"	17722	430	170	513	194	1026	88	635	87	757	202	992	64	87	330	646	172	103	598	369	334	361	604	333	261	133	537	157	209	981	781	830	882	871	656	646	1097	132	454					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16756	444	177	518	198	930	91	659	94	756	231	1013	71	91	334	662	180	116	576	357	327	352	637	344	266	141	539	161	202	818	669	670	766	761	596	593	838	140	438					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10178	303	122	266	127	633	69	363	50	448	96	537	46	67	137	372	97	76	295	190	201	192	311	231	184	111	312	78	131	542	476	435	448	492	358	345	702	104	231					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1638	43	23	55	0	88	11	58	10	109	62	109	18	7	63	38	27	4	88	77	50	67	116	30	16	5	44	40	20	78	29	40	22	34	39	21	64	19	14					
6	Число погашенных избирательных бюллетеней	4940	98	32	197	71	209	11	238	34	199	73	367	7	17	134	252	56	36	193	90	76	93	210	83	66	25	183	43	51	198	164	195	296	235	199	227	72	17	193					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1638	43	23	55	0	88	11	58	10	109	62	109	18	7	63	38	27	4	88	77	50	67	116	30	16	5	44	40	20	78	29	40	22	34	39	21	64	19	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10177	303	122	266	127	633	69	363	50	448	96	537	46	67	137	372	97	76	295	190	201	192	311	231	184	111	312	78	131	542	476	435	448	491	358	345	702	104	231					
9	Число недействительных избирательных бюллетеней	91	5	1	0	0	0	0	4	1	0	0	6	8	1	4	8	1	0	5	4	2	0	1	2	0	0	0	1	0	5	1	7	3	4	7	1	8	0	1					
10	Число действительных избирательных бюллетеней	11724	341	144	321	127	721	80	417	59	557	158	640	56	73	196	402	123	80	378	263	249	259	426	259	200	116	356	117	151	615	504	468	467	521	390	365	758	123	244					
