Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    район Свиблово																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763					
1	"Число избирателей, внесенных в список избирателей"	34350	2408	2478	2240	2518	2414	2403	2502	2510	2641	2628	2386	2582	2327	2313					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29100	2000	2400	2000	2000	2000	2200	2500	2000	2000	2000	2000	2000	2000	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17174	1126	1251	1089	1260	1194	1206	1239	1550	1345	1309	1050	1236	1195	1124					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	562	33	51	59	30	46	27	64	41	59	23	28	23	39	39					
6	Число погашенных избирательных бюллетеней	11364	841	1098	852	710	760	967	1197	409	596	668	922	741	766	837					
7	Число избирательных бюллетеней в переносных ящиках для голосования	561	33	51	59	30	46	27	64	41	59	23	28	23	38	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17135	1125	1249	1089	1260	1192	1200	1231	1547	1344	1307	1049	1229	1193	1120					
9	Число недействительных избирательных бюллетеней	335	17	21	12	32	20	21	23	26	42	34	29	25	10	23					
10	Число действительных избирательных бюллетеней	17361	1141	1279	1136	1258	1218	1206	1272	1562	1361	1296	1048	1227	1221	1136					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	890	50	75	60	45	50	45	75	80	80	60	60	60	60	90					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	637	35	53	37	32	43	42	50	55	58	40	40	48	45	59					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	636	30	37	37	26	44	20	28	49	33	149	78	31	42	32					
14	Число погашенных неиспользованных открепительных удостоверений	253	15	22	23	13	7	3	25	25	22	20	20	12	15	31					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	0	1	4	0	6	2	3	2	1	1	4	3	4	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3003	192	242	227	241	204	209	233	251	240	207	164	184	216	193					
		16.97%	16.58%	18.62%	19.77%	18.68%	16.48%	17.03%	17.99%	15.81%	17.11%	15.56%	15.23%	14.70%	17.55%	16.65%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2309	133	177	145	166	175	218	184	174	154	169	138	179	166	131					
		13.05%	11.49%	13.62%	12.63%	12.87%	14.14%	17.77%	14.21%	10.96%	10.98%	12.71%	12.81%	14.30%	13.48%	11.30%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	333	33	20	24	25	25	14	23	27	24	27	18	28	21	24					
		1.88%	2.85%	1.54%	2.09%	1.94%	2.02%	1.14%	1.78%	1.70%	1.71%	2.03%	1.67%	2.24%	1.71%	2.07%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4556	363	303	242	345	263	310	334	393	392	339	267	354	322	329					
		25.75%	31.35%	23.31%	21.08%	26.74%	21.24%	25.26%	25.79%	24.75%	27.94%	25.49%	24.79%	28.27%	26.16%	28.39%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2823	153	210	178	216	200	170	187	237	230	201	186	209	229	217					
		15.95%	13.21%	16.15%	15.51%	16.74%	16.16%	13.85%	14.44%	14.92%	16.39%	15.11%	17.27%	16.69%	18.60%	18.72%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4174	261	314	303	259	339	277	296	465	309	341	265	259	252	234					
		23.59%	22.54%	24.15%	26.39%	20.08%	27.38%	22.58%	22.86%	29.28%	22.02%	25.64%	24.61%	20.69%	20.47%	20.19%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	163	6	13	17	6	12	8	15	15	12	12	10	14	15	8					
		0.92%	0.52%	1.00%	1.48%	0.47%	0.97%	0.65%	1.16%	0.94%	0.86%	0.90%	0.93%	1.12%	1.22%	0.69%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
