Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Ардатовская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41					
1	"Число избирателей, внесенных в список избирателей"	23123	1400	1358	1301	2090	1243	745	767	1267	1241	507	1449	306	264	447	295	93	488	145	134	153	167	194	631	318	280	224	127	172	380	545	779	318	812	167	215	220	254	232	118	605	672					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23250	1395	1366	1287	2092	1244	748	772	1283	1247	509	1472	308	270	447	297	95	490	147	136	153	169	196	631	324	282	224	127	175	385	550	776	324	821	170	218	222	253	234	117	619	675					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	21797	1328	1313	1190	1965	1165	701	728	1207	1203	489	1416	294	260	385	273	88	447	131	101	130	157	175	618	250	280	200	119	157	373	525	765	311	716	148	195	203	245	209	114	584	639					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1054	51	33	83	41	73	35	33	60	19	12	17	9	4	59	20	5	39	14	32	21	10	17	10	66	0	23	8	15	5	16	8	2	86	18	18	17	7	22	2	18	26					
6	Число погашенных избирательных бюллетеней	399	16	20	14	86	6	12	11	16	25	8	39	5	6	3	4	2	4	2	3	2	2	4	3	8	2	1	0	3	7	9	3	11	19	4	5	2	1	3	1	17	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1054	51	33	83	41	73	35	33	60	19	12	17	9	4	59	20	5	39	14	32	21	10	17	10	66	0	23	8	15	5	16	8	2	86	18	18	17	7	22	2	18	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21777	1326	1312	1188	1952	1165	701	728	1207	1203	489	1416	294	260	385	273	88	445	131	101	130	157	175	618	250	280	200	119	157	373	525	765	311	716	148	195	203	245	209	114	584	639					
9	Число недействительных избирательных бюллетеней	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
10	Число действительных избирательных бюллетеней	22828	1375	1345	1271	1993	1238	736	761	1267	1222	501	1433	303	264	444	293	93	484	145	133	151	167	192	628	316	280	223	127	172	378	541	773	313	802	166	213	220	252	231	116	601	665					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	227	10	10	20	25	10	7	7	12	12	5	10	3	3	4	3	2	4	2	2	2	2	2	4	3	3	4	2	2	3	5	8	3	8	2	2	2	3	2	2	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	107	5	7	16	25	5	3	3	4	7	2	9	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	2	1	1	2	1	3	1	0	0	0	0	0	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	63	10	2	8	7	1	2	0	2	1	0	3	1	2	2	1	0	1	0	1	0	1	0	0	0	1	4	1	0	1	1	1	0	3	3	0	1	1	1	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	120	5	3	4	0	5	4	4	8	5	3	1	3	3	4	2	2	4	2	2	2	1	2	4	3	3	2	2	0	2	4	6	2	5	1	2	2	3	2	2	4	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	1	0	3	1	5	4	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	34	0	2	1	6	3	1	1	0	0	2	2	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	2					
		0.15%	0.00%	0.15%	0.08%	0.30%	0.24%	0.14%	0.13%	0.00%	0.00%	0.40%	0.14%	0.00%	0.38%	0.00%	0.34%	0.00%	0.21%	0.69%	0.75%	0.66%	0.00%	0.00%	0.16%	0.00%	0.00%	0.45%	0.00%	0.58%	0.26%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.86%	0.17%	0.30%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	40	1	2	1	4	6	2	2	0	7	0	2	0	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	2	0					
		0.18%	0.07%	0.15%	0.08%	0.20%	0.48%	0.27%	0.26%	0.00%	0.57%	0.00%	0.14%	0.00%	0.38%	0.23%	0.00%	0.00%	0.21%	0.69%	0.00%	0.66%	0.00%	0.52%	0.16%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.13%	0.32%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.33%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	5	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.07%	0.00%	0.05%	0.08%	0.14%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	184	8	11	16	31	20	6	6	5	14	2	4	4	2	2	3	0	4	1	2	2	0	2	2	4	2	2	2	1	2	2	1	2	5	2	2	1	1	3	1	2	2					
		0.81%	0.58%	0.82%	1.26%	1.56%	1.62%	0.82%	0.79%	0.39%	1.15%	0.40%	0.28%	1.32%	0.76%	0.45%	1.02%	0.00%	0.83%	0.69%	1.50%	1.32%	0.00%	1.04%	0.32%	1.27%	0.71%	0.90%	1.57%	0.58%	0.53%	0.37%	0.13%	0.64%	0.62%	1.20%	0.94%	0.45%	0.40%	1.30%	0.86%	0.33%	0.30%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.02%	0.00%	0.07%	0.00%	0.00%	0.00%	0.14%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22556	1366	1327	1253	1950	1208	724	748	1262	1201	497	1425	299	260	441	289	93	478	142	130	147	167	189	624	312	278	220	125	169	375	539	770	310	797	164	211	218	250	228	114	595	661					
		98.80%	99.20%	98.66%	98.58%	97.84%	97.58%	98.37%	98.29%	99.61%	98.28%	99.20%	99.44%	98.68%	98.48%	99.32%	98.63%	100.00%	98.76%	97.93%	97.74%	97.35%	100.00%	98.44%	99.36%	98.73%	99.29%	98.65%	98.43%	98.26%	99.21%	99.63%	99.61%	99.04%	99.38%	98.80%	99.06%	99.09%	99.21%	98.70%	98.28%	98.84%	99.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	5	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.07%	0.00%	0.05%	0.00%	0.14%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
