Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Кавалеровская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435					
1	"Число избирателей, внесенных в список избирателей"	22952	436	210	147	275	231	309	1906	826	1108	2231	2048	1262	2311	1100	1315	1042	1148	2240	651	810	1254	69	23					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19032	460	210	160	280	230	310	1550	680	890	1840	1660	1030	1790	900	1080	850	920	1860	540	660	1040	63	29					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11678	184	107	87	168	133	140	772	418	529	1248	1159	727	1299	567	717	490	497	1103	301	382	597	35	18					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	625	40	9	8	19	8	21	52	30	27	33	26	22	41	36	33	16	18	37	22	28	83	16	0					
6	Число погашенных избирательных бюллетеней	6728	235	94	65	93	89	149	726	232	334	559	475	281	450	297	330	344	405	720	217	250	360	12	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	625	40	9	8	19	8	21	52	30	27	33	26	22	41	36	33	16	18	37	22	28	83	16	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11675	184	107	87	168	133	140	772	418	529	1248	1159	727	1297	567	717	490	497	1102	301	382	597	35	18					
9	Число недействительных избирательных бюллетеней	248	10	2	1	2	2	2	18	11	8	32	20	13	23	11	19	9	10	26	9	9	11	0	0					
10	Число действительных избирательных бюллетеней	12052	214	114	94	185	139	159	806	437	548	1249	1165	736	1315	592	731	497	505	1113	314	401	669	51	18					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	619	32	13	15	18	13	10	35	20	30	51	30	35	45	23	30	20	25	75	38	20	40	0	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	586	32	12	15	18	13	10	31	18	26	45	30	35	45	23	30	20	24	69	29	20	40	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	241	9	5	5	5	8	3	8	9	9	15	18	18	30	10	11	0	11	17	7	11	17	8	7					
14	Число погашенных неиспользованных открепительных удостоверений	33	0	1	0	0	0	0	4	2	4	6	0	0	0	0	0	0	1	6	9	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	1	0	0	0	0	0	2	1	2	3	3	1	0	0	0	2	0	1	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2183	30	8	3	33	14	21	139	70	112	250	234	169	274	126	144	87	85	173	50	59	95	5	2					
		17.75%	13.39%	6.90%	3.16%	17.65%	9.93%	13.04%	16.87%	15.63%	20.14%	19.52%	19.75%	22.56%	20.48%	20.90%	19.20%	17.19%	16.50%	15.19%	15.48%	14.39%	13.97%	9.80%	11.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1832	30	21	33	22	26	23	135	63	91	177	161	85	179	104	119	90	95	155	53	62	94	11	3					
		14.89%	13.39%	18.10%	34.74%	11.76%	18.44%	14.29%	16.38%	14.06%	16.37%	13.82%	13.59%	11.35%	13.38%	17.25%	15.87%	17.79%	18.45%	13.61%	16.41%	15.12%	13.82%	21.57%	16.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	84	0	1	0	0	1	5	4	2	3	12	5	5	10	8	2	2	2	6	5	4	5	1	1					
		0.68%	0.00%	0.86%	0.00%	0.00%	0.71%	3.11%	0.49%	0.45%	0.54%	0.94%	0.42%	0.67%	0.75%	1.33%	0.27%	0.40%	0.39%	0.53%	1.55%	0.98%	0.74%	1.96%	5.56%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4128	82	45	17	51	49	35	239	171	177	433	422	254	491	177	290	193	165	407	74	131	204	15	6					
		33.56%	36.61%	38.79%	17.89%	27.27%	34.75%	21.74%	29.00%	38.17%	31.83%	33.80%	35.61%	33.91%	36.70%	29.35%	38.67%	38.14%	32.04%	35.73%	22.91%	31.95%	30.00%	29.41%	33.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	302	1	0	2	0	2	0	21	11	14	46	39	14	35	7	21	9	15	35	9	6	14	1	0					
		2.46%	0.45%	0.00%	2.11%	0.00%	1.42%	0.00%	2.55%	2.46%	2.52%	3.59%	3.29%	1.87%	2.62%	1.16%	2.80%	1.78%	2.91%	3.07%	2.79%	1.46%	2.06%	1.96%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3482	71	38	39	79	47	74	265	120	148	329	298	208	318	170	151	116	143	331	122	137	255	18	5					
		28.31%	31.70%	32.76%	41.05%	42.25%	33.33%	45.96%	32.16%	26.79%	26.62%	25.68%	25.15%	27.77%	23.77%	28.19%	20.13%	22.92%	27.77%	29.06%	37.77%	33.41%	37.50%	35.29%	27.78%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	41	0	1	0	0	0	1	3	0	3	2	6	1	8	0	4	0	0	6	1	2	2	0	1					
		0.33%	0.00%	0.86%	0.00%	0.00%	0.00%	0.62%	0.36%	0.00%	0.54%	0.16%	0.51%	0.13%	0.60%	0.00%	0.53%	0.00%	0.00%	0.53%	0.31%	0.49%	0.29%	0.00%	5.56%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
