Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Адамовская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
1	"Число избирателей, внесенных в списки избирателей"	21756	1546	1641	1148	1484	85	438	49	776	212	268	759	159	208	168	269	197	349	47	201	1020	305	166	1194	90	49	826	203	324	502	582	179	699	262	1074	570	300	288	225	1250	699	619	326					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20956	1505	1533	1113	1419	78	410	41	751	200	262	740	158	199	161	250	190	317	46	195	981	288	162	1150	89	49	802	204	315	490	564	163	687	258	1024	542	282	292	208	1223	680	617	318					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13409	817	858	663	749	57	298	34	508	150	179	527	107	158	140	154	132	264	39	110	674	275	127	637	65	41	496	168	217	240	368	101	465	156	691	364	212	212	169	698	387	461	241					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	629	49	65	27	39	0	0	0	20	5	6	35	6	16	7	0	0	0	0	0	25	0	3	44	5	0	37	0	0	29	7	0	20	12	19	16	12	6	18	48	40	13	0					
6	Число погашенных избирательных бюллетеней	6918	639	610	423	631	21	112	7	223	45	77	178	45	25	14	96	58	53	7	85	282	13	32	469	19	8	269	36	98	221	189	62	202	90	314	162	58	74	21	477	253	143	77					
7	Число избирательных бюллетеней в переносных ящиках для голосования	629	49	65	27	39	0	0	0	20	5	6	35	6	16	7	0	0	0	0	0	25	0	3	44	5	0	37	0	0	29	7	0	20	12	19	16	12	6	18	48	40	13	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13409	817	858	663	749	57	298	34	508	150	179	527	107	158	140	154	132	264	39	110	674	275	127	637	65	41	496	168	217	240	368	101	465	156	691	364	212	212	169	698	387	461	241					
9	Число недействительных избирательных бюллетеней	146	12	6	9	10	2	3	0	9	0	0	4	1	1	2	0	0	3	0	0	14	2	0	8	2	0	0	2	2	5	13	0	2	0	2	4	3	2	1	7	11	1	3					
10	Число действительных избирательных бюллетеней	13892	854	917	681	778	55	295	34	519	155	185	558	112	173	145	154	132	261	39	110	685	273	130	673	68	41	533	166	215	264	362	101	483	168	708	376	221	216	186	739	416	473	238					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	199	15	13	12	7	2	3	2	7	3	3	10	2	2	2	2	2	2	2	3	10	3	2	10	3	2	7	3	3	3	10	3	5	3	7	5	3	3	2	5	5	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	93	14	12	11	7	0	2	2	0	0	0	6	0	1	1	2	0	1	0	0	4	0	1	7	0	0	7	0	0	2	0	0	1	1	0	0	0	1	0	2	1	4	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	66	2	10	2	1	1	3	0	0	2	1	1	1	1	2	0	0	1	1	1	1	1	1	7	1	1	0	1	1	2	0	3	1	1	2	2	3	1	1	3	0	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	106	1	1	1	0	2	1	0	7	3	3	4	2	1	1	0	2	1	2	3	6	3	1	3	3	2	0	3	3	1	10	3	4	2	7	5	3	2	2	3	4	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	564	28	27	23	25	2	19	3	33	28	5	19	6	2	6	0	5	19	3	4	24	0	5	43	2	10	18	19	23	4	26	8	26	15	27	8	5	2	10	18	2	7	5					
		4.02%	3.23%	2.93%	3.33%	3.17%	3.51%	6.38%	8.82%	6.25%	18.06%	2.70%	3.38%	5.31%	1.15%	4.08%	0.00%	3.79%	7.20%	7.69%	3.64%	3.43%	0.00%	3.85%	6.31%	2.86%	24.39%	3.38%	11.31%	10.60%	1.49%	6.93%	7.92%	5.36%	8.93%	3.80%	2.11%	2.23%	0.92%	5.35%	2.41%	0.47%	1.48%	2.07%					
19	2.Всероссийская политическая партия «Гражданская Сила»	40	1	5	2	6	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	4	0	0	3	0	0	1	0	0	4	0	0	3	0	0	0	0	0	0	4	1	2	0					
