Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Маловишерская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197					
1	"Число избирателей, внесенных в списки"	16744	1389	1364	970	1065	2179	1532	755	2104	1651	909	465	189	370	380	225	236	328	244	242	147					
2	"Число бюллетеней, полученных участковыми комиссиями"	16617	1384	1345	945	1041	2176	1509	750	2105	1638	904	426	191	378	398	219	239	325	247	249	148					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6532	481	473	309	323	950	594	214	950	736	329	185	91	136	142	88	60	167	139	112	53					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1080	32	36	25	36	64	50	23	57	38	114	120	47	55	63	102	46	55	42	45	30					
6	Число погашенных бюллетеней	9005	871	836	611	682	1162	865	513	1098	864	461	121	53	187	193	29	133	103	66	92	65					
7	Число бюллетеней в переносных ящиках для голосования	1080	32	36	25	36	64	50	23	57	38	114	120	47	55	63	102	46	55	42	45	30					
8	Число бюллетеней в стационарных ящиках для голосования	6529	481	473	309	323	950	594	214	949	736	329	185	91	134	142	88	60	167	139	112	53					
9	Число недействительных бюллетеней	60	10	1	4	5	4	8	3	8	3	4	1	2	0	2	0	0	1	2	1	1					
10	Число действительных бюллетеней	7549	503	508	330	354	1010	636	234	998	771	439	304	136	189	203	190	106	221	179	156	82					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	20	20	20	20	30	20	20	30	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	48	5	1	2	2	8	4	1	6	3	2	3	0	0	5	0	0	3	2	1	0					
