Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    район Гольяново 																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969					
1	"Число избирателей, внесенных в список избирателей"	105262	2551	2650	2433	2228	2558	2524	2403	2818	2653	2347	2089	2066	2005	2186	2020	2705	2256	2262	2073	2327	2634	2507	2423	2299	2196	2788	2668	2682	2512	3015	2288	2600	2551	2815	2795	2794	2653	2733	2698	2707	2919	2831					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	103200	2500	2600	2400	2200	2300	2500	2400	2800	2600	2300	2000	1900	1900	2200	2000	2700	2200	2200	2000	2200	2600	2500	2400	2300	2100	2800	2600	2700	2500	2900	2200	2600	2500	2700	2800	2800	2600	2700	2700	2700	2900	2700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	63945	1482	1559	1506	1454	1136	1652	1733	2401	2202	1106	1151	1021	936	1441	1045	1419	968	1147	1184	1134	1295	1395	1570	1594	1278	1300	1283	1983	1845	2387	1414	1641	1387	1470	1429	1735	1742	1947	1690	1606	1872	2405					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1475	21	23	26	40	53	44	38	69	45	36	30	53	30	23	37	34	34	37	65	20	51	32	39	42	15	25	27	31	39	55	40	38	32	54	34	19	36	29	34	19	16	10					
6	Число погашенных избирательных бюллетеней	37780	997	1018	868	706	1111	804	629	330	353	1158	819	826	934	736	918	1247	1198	1016	751	1046	1254	1073	791	664	807	1475	1290	686	616	458	746	921	1081	1176	1337	1046	822	724	976	1075	1012	285					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1475	21	23	26	40	53	44	38	69	45	36	30	53	30	23	37	34	34	37	65	20	51	32	39	42	15	25	27	31	39	55	40	38	32	54	34	19	36	29	34	19	16	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	63354	1481	1559	1505	1449	1132	1652	1695	2332	2202	1106	1151	1021	934	1441	1001	1419	968	1145	1184	1133	1295	1395	1570	1594	1265	1275	1283	1983	1845	2387	1414	1631	1271	1418	1418	1707	1736	1794	1690	1606	1872	2395					
9	Число недействительных избирательных бюллетеней	1117	6	24	24	24	19	23	33	5	44	28	20	11	24	25	23	27	19	28	120	10	19	37	29	42	44	43	24	0	0	0	41	30	28	20	38	20	30	39	25	27	19	25					
10	Число действительных избирательных бюллетеней	63712	1496	1558	1507	1465	1166	1673	1700	2396	2203	1114	1161	1063	940	1439	1015	1426	983	1154	1129	1143	1327	1390	1580	1594	1236	1257	1286	2014	1884	2442	1413	1639	1275	1452	1414	1706	1742	1784	1699	1598	1869	2380					
