Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Петрозаводская городская №3 (судовая)																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №702	УИК №704	УИК №705	УИК №706	УИК №707	УИК №709	УИК №710	УИК №711	УИК №712	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757					
1	"Число избирателей, внесенных в список избирателей"	523	12	12	12	12	12	12	9	9	9	9	9	9	10	10	10	10	10	10	12	13	11	9	9	9	9	11	11	11	11	12	10	10	10	10	10	10	13	13	9	9	9	9	11	11	11	11	11	11	12	9					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	523	12	12	12	12	12	12	9	9	9	9	9	9	10	10	10	10	10	10	12	13	11	9	9	9	9	11	11	11	11	12	10	10	10	10	10	10	13	13	9	9	9	9	11	11	11	11	11	11	12	9					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	487	12	12	12	12	11	11	9	5	7	9	9	9	3	10	10	8	10	10	12	12	11	9	9	9	7	10	11	11	8	9	10	10	10	10	10	7	10	13	7	9	9	9	11	11	11	11	11	10	12	9					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	36	0	0	0	0	1	1	0	4	2	0	0	0	7	0	0	2	0	0	0	1	0	0	0	0	2	1	0	0	3	3	0	0	0	0	0	3	3	0	2	0	0	0	0	0	0	0	0	1	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	487	12	12	12	12	11	11	9	5	7	9	9	9	3	10	10	8	10	10	12	12	11	9	9	9	7	10	11	11	8	9	10	10	10	10	10	7	10	13	7	9	9	9	11	11	11	11	11	10	12	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
9	Число недействительных избирательных бюллетеней	18	0	0	0	5	0	0	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0					
10	Число действительных избирательных бюллетеней	469	12	12	12	7	11	11	9	4	6	9	9	9	3	10	5	8	10	10	12	12	11	8	9	8	7	10	11	11	8	9	10	10	10	10	10	7	10	13	7	9	9	9	11	11	9	11	11	10	10	9					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	78	1	4	4	0	2	0	0	1	0	2	2	2	0	4	0	4	2	4	0	0	0	2	2	2	2	0	2	1	3	2	0	3	2	0	0	1	3	1	3	0	3	0	2	1	5	1	1	0	2	2					
		16.02%	8.33%	33.33%	33.33%	0.00%	18.18%	0.00%	0.00%	20.00%	0.00%	22.22%	22.22%	22.22%	0.00%	40.00%	0.00%	50.00%	20.00%	40.00%	0.00%	0.00%	0.00%	22.22%	22.22%	22.22%	28.57%	0.00%	18.18%	9.09%	37.50%	22.22%	0.00%	30.00%	20.00%	0.00%	0.00%	14.29%	30.00%	7.69%	42.86%	0.00%	33.33%	0.00%	18.18%	9.09%	45.45%	9.09%	9.09%	0.00%	16.67%	22.22%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	134	6	1	0	1	4	5	4	2	3	4	1	1	3	0	0	2	2	0	5	4	3	1	3	2	2	2	7	3	2	1	3	3	3	3	5	0	3	2	0	6	2	7	6	3	1	1	0	3	6	3					
		27.52%	50.00%	8.33%	0.00%	8.33%	36.36%	45.45%	44.44%	40.00%	42.86%	44.44%	11.11%	11.11%	100.00%	0.00%	0.00%	25.00%	20.00%	0.00%	41.67%	33.33%	27.27%	11.11%	33.33%	22.22%	28.57%	20.00%	63.64%	27.27%	25.00%	11.11%	30.00%	30.00%	30.00%	30.00%	50.00%	0.00%	30.00%	15.38%	0.00%	66.67%	22.22%	77.78%	54.55%	27.27%	9.09%	9.09%	0.00%	30.00%	50.00%	33.33%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0					
		1.64%	0.00%	0.00%	0.00%	8.33%	9.09%	9.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	10.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	14.29%	0.00%	0.00%	0.00%	12.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	9.09%	9.09%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	84	2	5	2	1	0	1	1	0	2	0	2	0	0	3	0	0	5	1	3	0	4	1	1	0	0	5	1	7	2	4	3	3	3	3	0	2	1	3	0	1	2	1	1	2	1	1	0	0	2	2					
		17.25%	16.67%	41.67%	16.67%	8.33%	0.00%	9.09%	11.11%	0.00%	28.57%	0.00%	22.22%	0.00%	0.00%	30.00%	0.00%	0.00%	50.00%	10.00%	25.00%	0.00%	36.36%	11.11%	11.11%	0.00%	0.00%	50.00%	9.09%	63.64%	25.00%	44.44%	30.00%	30.00%	30.00%	30.00%	0.00%	28.57%	10.00%	23.08%	0.00%	11.11%	22.22%	11.11%	9.09%	18.18%	9.09%	9.09%	0.00%	0.00%	16.67%	22.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	22	0	2	1	0	0	1	0	1	0	0	0	0	0	2	3	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1					
		4.52%	0.00%	16.67%	8.33%	0.00%	0.00%	9.09%	0.00%	20.00%	0.00%	0.00%	0.00%	0.00%	0.00%	20.00%	30.00%	12.50%	0.00%	0.00%	8.33%	8.33%	9.09%	0.00%	0.00%	0.00%	0.00%	10.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	20.00%	10.00%	0.00%	14.29%	0.00%	7.69%	0.00%	11.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	11.11%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	130	3	0	5	4	3	3	4	0	1	3	4	6	0	1	2	0	1	4	2	6	1	4	3	4	2	2	1	0	0	2	4	1	0	2	5	3	1	6	4	1	2	1	2	5	2	7	6	7	0	0					
		26.69%	25.00%	0.00%	41.67%	33.33%	27.27%	27.27%	44.44%	0.00%	14.29%	33.33%	44.44%	66.67%	0.00%	10.00%	20.00%	0.00%	10.00%	40.00%	16.67%	50.00%	9.09%	44.44%	33.33%	44.44%	28.57%	20.00%	9.09%	0.00%	0.00%	22.22%	40.00%	10.00%	0.00%	20.00%	50.00%	42.86%	10.00%	46.15%	57.14%	11.11%	22.22%	11.11%	18.18%	45.45%	18.18%	63.64%	54.55%	70.00%	0.00%	0.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	1					
		2.67%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	12.50%	0.00%	0.00%	8.33%	8.33%	18.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	10.00%	0.00%	0.00%	20.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	27.27%	0.00%	0.00%	11.11%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
