Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Осташковская 																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816					
1	"Число избирателей, внесенных в списки"	22930	2543	1474	1420	762	1228	2182	2511	2047	2204	770	504	308	297	402	472	148	393	83	263	101	185	241	124	259	292	201	79	117	325	123	250	318	130	86	88					
2	"Число бюллетеней, полученных участковыми комиссиями"	22983	2565	1480	1410	775	1200	2200	2500	2055	2220	775	505	310	295	396	470	138	387	79	267	93	183	242	120	260	297	200	103	116	320	163	246	315	118	80	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11576	1454	719	652	376	647	1219	1370	1047	1180	363	245	186	119	179	213	22	228	41	108	43	34	120	33	99	148	72	35	31	147	51	107	137	35	28	88					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1772	59	37	27	17	15	28	34	22	22	20	60	21	76	71	91	67	72	29	88	41	98	29	59	74	48	67	44	56	82	72	71	69	66	40	0					
6	Число погашенных бюллетеней	9635	1052	724	731	382	538	953	1096	986	1018	392	200	103	100	146	166	49	87	9	71	9	51	93	28	87	101	61	24	29	91	40	68	109	17	12	12					
7	Число бюллетеней в переносных ящиках для голосования	1772	59	37	27	17	15	28	34	22	22	20	60	21	76	71	91	67	72	29	88	41	98	29	59	74	48	67	44	56	82	72	71	69	66	40	0					
8	Число бюллетеней в стационарных ящиках для голосования	11570	1453	718	652	376	647	1218	1370	1047	1180	360	245	186	119	179	213	22	228	41	108	43	34	120	33	99	148	72	35	31	147	51	107	137	35	28	88					
9	Число недействительных бюллетеней	201	26	13	7	12	9	23	27	10	17	7	9	5	2	2	7	0	3	0	3	1	0	5	1	2	0	1	0	1	4	1	2	1	0	0	0					
10	Число действительных бюллетеней	13141	1486	742	672	381	653	1223	1377	1059	1185	373	296	202	193	248	297	89	297	70	193	83	132	144	91	171	196	138	79	86	225	122	176	205	101	68	88					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	700	50	35	35	30	35	50	50	50	50	30	15	10	10	15	15	10	15	10	15	10	10	15	10	15	10	15	10	10	15	10	10	10	10	10	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	299	31	23	16	9	16	41	25	26	32	3	4	3	3	1	11	1	10	1	9	5	2	4	2	4	5	5	0	0	2	0	2	2	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	292	7	6	10	0	7	7	8	1	7	1	6	2	4	5	9	13	16	11	3	13	3	5	5	5	2	5	2	4	3	3	5	6	13	7	88					
14	Число погашенных открепительных удостоверений	401	19	12	19	21	19	9	25	24	18	27	11	7	7	14	4	9	5	9	6	5	8	11	8	11	5	10	10	10	13	10	8	8	9	10	0					
15	Число открепительных удостоверений выданных ТИК	7	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	224	23	11	8	7	8	23	16	13	18	6	12	6	6	10	4	2	8	2	0	1	1	3	1	2	1	2	2	0	4	0	10	3	1	5	5					
		1.67%	1.52%	1.45%	1.17%	1.78%	1.20%	1.84%	1.13%	1.21%	1.49%	1.57%	3.93%	2.89%	3.07%	4.0%	1.31%	2.24%	2.66%	2.85%	0.0%	1.19%	0.75%	2.01%	1.08%	1.15%	0.51%	1.43%	2.53%	0.0%	1.74%	0.0%	5.61%	1.45%	0.99%	7.35%	5.68%					
