Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Никифоровская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480					
1	"Число избирателей, внесенных в списки избирателей"	16884	1944	2020	1663	768	1221	305	343	413	391	821	297	103	353	130	229	255	245	951	983	123	705	268	450	161	484	156	118	362	354	268					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13640	1500	1500	1300	650	1000	300	300	350	300	650	250	100	300	100	200	200	200	700	700	100	650	220	400	120	450	150	100	300	300	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8475	925	994	708	303	601	186	165	268	204	529	149	55	236	73	122	127	117	453	426	64	374	171	256	82	263	70	78	138	195	143					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1946	154	78	115	88	100	41	70	42	90	78	50	28	45	23	48	43	44	123	130	19	115	43	42	33	81	60	22	57	47	37					
6	Число погашенных избирательных бюллетеней	3219	421	428	477	259	299	73	65	40	6	43	51	17	19	4	30	30	39	124	144	17	161	6	102	5	106	20	0	105	58	70					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1946	154	78	115	88	100	41	70	42	90	78	50	28	45	23	48	43	44	123	130	19	115	43	42	33	81	60	22	57	47	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8475	925	994	708	303	601	186	165	268	204	529	149	55	236	73	122	127	117	453	426	64	374	171	256	82	263	70	78	138	195	143					
9	Число недействительных избирательных бюллетеней	86	12	10	6	1	8	5	0	1	1	4	3	0	4	0	5	1	3	4	3	0	3	1	3	1	1	2	2	2	0	0					
10	Число действительных избирательных бюллетеней	10335	1067	1062	817	390	693	222	235	309	293	603	196	83	277	96	165	169	158	572	553	83	486	213	295	114	343	128	98	193	242	180					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	288	25	40	24	19	22	5	5	10	5	7	5	5	5	5	5	5	5	17	17	5	7	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	164	16	37	16	8	15	1	0	5	4	7	2	0	3	2	0	3	1	7	15	1	4	1	5	2	2	0	1	2	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	46	3	9	2	2	3	1	0	3	3	4	1	0	1	0	0	0	0	2	2	1	0	2	4	0	0	0	1	0	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	124	9	3	8	11	7	4	5	5	1	0	3	5	2	3	5	2	4	10	2	4	3	4	0	3	3	5	4	3	5	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
