Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Устюженская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826					
1	"Число избирателей, внесенных в списки избирателей"	15171	1059	1118	619	549	1132	270	908	965	897	265	408	217	134	334	274	527	166	160	135	174	279	578	296	198	242	354	338	857	120	698	169	374	357					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15244	1032	1194	674	503	1059	254	941	983	881	276	416	200	130	332	252	543	163	145	149	183	291	610	310	209	237	368	325	844	122	702	149	394	373					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7874	558	501	404	319	580	146	438	472	381	151	196	112	43	188	111	275	71	96	102	113	120	335	173	136	127	207	166	509	82	340	11	232	179					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2471	63	56	33	37	115	57	53	36	111	71	114	83	44	43	83	141	71	34	17	24	71	148	81	19	76	80	100	113	20	180	131	74	92					
6	Число погашенных избирательных бюллетеней	4899	411	637	237	147	364	51	450	475	389	54	106	5	43	101	58	127	21	15	30	46	100	127	56	54	34	81	59	222	20	182	7	88	102					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2470	63	56	33	37	115	57	53	36	110	71	114	83	44	43	83	141	71	34	17	24	71	148	81	19	76	80	100	113	20	180	131	74	92					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7872	558	501	404	319	580	146	438	472	380	151	196	112	43	188	111	275	71	96	102	113	120	335	173	136	127	207	166	508	82	340	11	232	179					
9	Число недействительных избирательных бюллетеней	56	4	1	2	3	6	2	2	5	2	0	0	0	0	2	3	1	0	0	0	1	1	1	1	0	1	2	1	9	1	4	0	1	0					
10	Число действительных избирательных бюллетеней	10286	617	556	435	353	689	201	489	503	488	222	310	195	87	229	191	415	142	130	119	136	190	482	253	155	202	285	265	612	101	516	142	305	271					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	979	19	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30					
