Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Крыловская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537					
1	"Число избирателей, внесенных в списки избирателей"	26269	1640	1022	1294	1685	1045	972	215	704	781	938	1744	1813	819	2048	1214	319	149	163	310	288	117	131	1039	220	226	109	1607	132	87	216	105	90	1139	318	81	139	1350					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26440	1667	1061	1303	1700	1047	969	225	721	810	956	1743	1830	825	1973	1180	312	148	173	314	306	133	132	1041	220	223	110	1617	130	90	215	105	92	1153	321	80	143	1372					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16412	890	608	737	997	563	533	127	408	489	568	1146	932	549	1317	774	242	121	144	214	177	117	119	598	166	173	80	1088	120	74	187	81	85	772	189	73	114	840					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1827	68	69	53	75	59	73	47	10	62	92	88	182	39	121	43	37	16	3	10	59	0	0	76	38	35	10	116	7	9	18	20	0	61	48	7	12	164					
6	Число погашенных избирательных бюллетеней	8201	709	384	513	628	425	363	51	303	259	296	509	716	237	535	363	33	11	26	90	70	16	13	367	16	15	20	413	3	7	10	4	7	320	84	0	17	368					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1827	68	69	53	75	59	73	47	10	62	92	88	182	39	121	43	37	16	3	10	59	0	0	76	38	35	10	116	7	9	18	20	0	61	48	7	12	164					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16412	890	608	737	997	563	533	127	408	489	568	1146	932	549	1317	774	242	121	144	214	177	117	119	598	166	173	80	1088	120	74	187	81	85	772	189	73	114	840					
9	Число недействительных избирательных бюллетеней	272	10	5	16	15	5	9	4	11	4	15	23	6	13	19	15	5	1	0	5	3	6	5	6	2	7	3	16	0	1	2	3	1	9	6	3	3	15					
10	Число действительных избирательных бюллетеней	17967	948	672	774	1057	617	597	170	407	547	645	1211	1108	575	1419	802	274	136	147	219	233	111	114	668	202	201	87	1188	127	82	203	98	84	824	231	77	123	989					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	497	25	15	20	30	15	10	7	10	14	7	28	35	10	45	20	7	5	7	7	7	6	6	20	9	7	7	30	5	5	7	7	5	20	7	5	7	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	208	10	3	7	13	9	5	4	2	12	6	11	18	6	21	0	4	0	3	0	7	0	0	15	0	0	0	21	0	0	1	2	2	18	1	3	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	98	5	3	2	9	12	1	3	0	1	2	4	1	3	2	0	2	1	1	2	0	0	1	3	2	3	1	5	2	0	5	3	1	10	3	4	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	289	15	12	13	17	6	5	3	8	2	1	17	17	4	24	20	3	5	4	7	0	6	6	5	9	7	7	9	5	5	6	5	3	2	6	2	7	16					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
