Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Крыловская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537					
1	"Число избирателей, внесенных в список избирателей"	25387	1499	1103	1299	1435	1131	988	218	705	665	905	1770	1757	790	2014	1177	336	146	163	317	273	118	127	972	212	207	87	1607	136	88	189	98	83	1103	285	68	112	1204					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27308	1520	1154	1359	1702	1161	1051	233	731	828	968	1835	1858	845	2127	1237	340	147	172	329	289	121	129	1097	218	239	102	1719	138	92	203	107	93	1239	306	76	137	1406					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16484	1101	822	695	826	947	475	135	569	598	545	1055	1070	514	1273	607	286	98	141	218	194	109	91	568	159	165	70	934	125	74	152	70	75	637	178	53	96	759					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2524	112	85	100	310	62	78	44	90	48	108	127	198	42	193	67	46	17	3	16	46	0	4	80	39	30	10	145	11	10	20	2	1	128	56	8	2	186					
6	Число погашенных избирательных бюллетеней	8300	307	247	564	566	152	498	54	72	182	315	653	590	289	661	563	8	32	28	95	49	12	34	449	20	44	22	640	2	8	31	35	17	474	72	15	39	461					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2524	112	85	100	310	62	78	44	90	48	108	127	198	42	193	67	46	17	3	16	46	0	4	80	39	30	10	145	11	10	20	2	1	128	56	8	2	186					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16483	1101	822	695	826	947	475	135	569	598	545	1055	1070	514	1273	607	286	98	140	218	194	109	91	568	159	165	70	934	125	74	152	70	75	637	178	53	96	759					
9	Число недействительных избирательных бюллетеней	265	37	13	15	18	12	6	0	5	7	3	17	10	3	9	12	7	1	0	2	0	0	2	8	17	5	5	20	0	0	5	0	1	8	2	5	0	10					
10	Число действительных избирательных бюллетеней	18742	1176	894	780	1118	997	547	179	654	639	650	1165	1258	553	1457	662	325	114	143	232	240	109	93	640	181	190	75	1059	136	84	167	72	75	757	232	56	98	935					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1425	51	35	50	50	38	40	17	30	50	54	76	80	50	110	60	10	5	6	10	14	5	5	120	15	28	10	120	8	5	10	8	10	127	23	8	29	58					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1425	51	35	50	50	38	40	17	30	50	54	76	80	50	110	60	10	5	6	10	14	5	5	120	15	28	10	120	8	5	10	8	10	127	23	8	29	58					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	269	39	3	4	35	11	12	6	6	3	4	17	7	11	12	13	6	4	2	2	1	2	4	5	5	7	4	8	3	3	2	1	2	9	5	1	6	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	75	9	1	5	4	2	7	0	5	2	2	1	3	2	1	2	0	0	0	0	0	0	0	3	0	10	9	1	0	0	0	0	0	0	0	0	0	6					
