Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
"Наименование Избирательной комиссии:    Кемерово, Центральная"																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343					
1	"Число избирателей, внесенных в список избирателей"	76768	1838	1405	1313	1936	1713	1689	1938	1426	1948	1858	2069	1597	1389	2022	2478	1822	2339	1623	2275	1710	1762	1747	1880	2130	2211	2462	2003	1862	1984	2132	2351	2534	2156	2235	2215	2370	2543	2462	546	795					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	69450	1600	1200	1200	1800	1500	1400	1800	1300	1700	1600	1800	1400	1200	1600	2500	1600	2100	1500	2100	1500	1500	1500	1700	2000	2000	2300	1800	1600	1800	1900	2100	2300	2000	2300	2000	2200	2300	2300	600	850					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	44173	1109	887	867	1310	1103	1037	1052	777	1083	1400	1177	862	877	1053	1763	920	1649	1243	1251	978	976	976	1035	1390	1063	1117	1054	800	909	1077	1324	1294	1230	1327	1287	1504	1309	1400	392	311					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3137	56	71	133	70	61	49	116	44	53	44	72	44	37	214	38	51	47	46	46	35	40	41	95	62	109	105	60	35	167	56	68	69	54	45	62	45	40	53	120	484					
6	Число погашенных избирательных бюллетеней	22140	435	242	200	420	336	314	632	479	564	156	551	494	286	333	699	629	404	211	803	487	484	483	570	548	828	1078	686	765	724	767	708	937	716	928	651	651	951	847	88	55					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3137	56	71	133	70	61	49	116	44	53	44	72	44	37	214	38	51	47	46	46	35	40	41	95	62	109	105	60	35	167	56	68	69	54	45	62	45	40	53	120	484					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44095	1109	887	867	1310	1103	1035	1052	777	1083	1400	1176	860	873	1050	1763	919	1631	1238	1251	978	967	975	1035	1390	1063	1117	1054	800	902	1076	1323	1294	1207	1327	1287	1504	1309	1400	392	311					
9	Число недействительных избирательных бюллетеней	721	19	21	27	23	10	9	11	8	14	3	17	18	11	13	31	13	40	18	9	9	17	14	9	25	20	16	10	6	12	12	17	26	69	28	42	15	26	14	9	10					
10	Число действительных избирательных бюллетеней	46511	1146	937	973	1357	1154	1075	1157	813	1122	1441	1231	886	899	1251	1770	957	1638	1266	1288	1004	990	1002	1121	1427	1152	1206	1104	829	1057	1120	1374	1337	1192	1344	1307	1534	1323	1439	503	785					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2295	50	65	40	55	40	40	45	40	40	25	50	35	40	45	500	50	55	40	45	40	35	45	50	100	60	50	40	30	50	70	45	45	40	30	40	65	90	70	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2111	50	55	35	53	39	33	45	26	37	25	41	29	39	45	441	35	50	32	45	32	35	44	50	90	53	50	40	30	48	70	43	42	40	30	40	59	90	70	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1570	93	25	32	47	51	39	63	18	42	45	44	24	37	45	198	47	9	40	15	22	8	11	25	49	15	10	11	20	40	15	18	34	10	5	20	21	23	8	132	159					
14	Число погашенных неиспользованных открепительных удостоверений	184	0	10	5	2	1	7	0	14	3	0	9	6	1	0	59	15	5	8	0	8	0	1	0	10	7	0	0	0	2	0	2	3	0	0	0	6	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	105	3	0	3	4	2	3	2	8	4	0	5	0	3	4	5	1	4	1	4	5	0	3	2	2	6	0	3	2	0	3	1	3	2	2	5	2	2	6	0	0					
