Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Канашская городская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325					
1	"Число избирателей, внесенных в список"	35874	1599	882	930	615	1375	1257	265	1582	1593	977	1144	1029	1327	1200	943	1337	1340	1256	720	1387	995	1251	1372	1139	276	1018	1098	1700	1045	928	822	1349	123					
2	Число полученных избирательных бюллетеней	32724	1400	800	900	550	1250	1150	250	1400	1500	900	1050	900	1250	1100	900	1200	1250	1150	700	1250	900	1100	1250	1050	250	900	1000	1550	950	850	750	1200	124					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	20550	917	518	598	325	761	706	233	936	887	578	569	631	729	672	484	756	695	820	392	683	566	860	774	650	218	626	548	947	627	453	464	835	92					
5	"Число избирательных бюллетеней, выданных вне помещения"	772	9	12	12	9	22	16	7	11	14	5	12	31	30	40	35	37	25	18	24	121	9	10	24	20	6	12	48	18	15	19	20	50	31					
6	Число погашенных избирательных бюллетеней	11402	474	270	290	216	467	428	10	453	599	317	469	238	491	388	381	407	530	312	284	446	325	230	452	380	26	262	404	585	308	378	266	315	1					
7	Число избирательных бюллетеней в переносных ящиках	772	9	12	12	9	22	16	7	11	14	5	12	31	30	40	35	37	25	18	24	121	9	10	24	20	6	12	48	18	15	19	20	50	31					
8	Число бюллетеней в стационарных ящиках для голосования	20546	917	518	598	325	761	706	233	936	887	578	569	631	728	672	484	756	695	820	392	681	566	860	774	650	218	626	548	946	627	453	464	835	92					
9	Число недействительных избирательных бюллетеней	250	10	6	2	5	9	9	5	11	11	5	17	7	10	9	1	12	5	11	1	7	9	19	8	11	8	4	3	5	4	12	8	6	0					
10	Число действительных избирательных бюллетеней	21068	916	524	608	329	774	713	235	936	890	578	564	655	748	703	518	781	715	827	415	795	566	851	790	659	216	634	593	959	638	460	476	879	123					
