Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																		
Дата голосования: 04.12.2011																		
																		
Наименование Избирательной комиссии:    Северобайкальская городская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540					
1	"Число избирателей, внесенных в список избирателей"	18631	1663	1582	1704	1587	1626	1473	1493	1416	1840	1615	2632					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17130	1390	1483	1595	1492	1517	1326	1378	1275	1696	1431	2547					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8756	1029	855	949	891	795	529	591	606	620	737	1154					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	230	21	22	34	23	24	16	9	13	20	21	27					
6	Число погашенных избирательных бюллетеней	8144	340	606	612	578	698	781	778	656	1056	673	1366					
7	Число избирательных бюллетеней в переносных ящиках для голосования	230	21	22	34	23	24	16	9	13	20	21	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8756	1029	855	949	891	795	529	591	606	620	737	1154					
9	Число недействительных избирательных бюллетеней	160	17	22	8	15	5	9	19	16	14	9	26					
10	Число действительных избирательных бюллетеней	8826	1033	855	975	899	814	536	581	603	626	749	1155					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	590	50	50	50	50	50	50	50	50	50	50	90					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	164	20	23	14	22	26	7	7	7	8	13	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	71	19	4	5	17	2	3	4	12	0	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	426	30	27	36	28	24	43	43	43	42	37	73					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	2	3	0	1	0	1	0	1	0	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1350	171	143	164	165	143	70	88	81	86	95	144					
		15.02%	16.29%	16.31%	16.68%	18.05%	17.46%	12.84%	14.67%	13.09%	13.44%	12.53%	12.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1359	132	115	132	132	119	84	90	112	113	127	203					
		15.12%	12.57%	13.11%	13.43%	14.44%	14.53%	15.41%	15.00%	18.09%	17.66%	16.75%	17.19%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	92	18	7	5	12	3	4	7	8	10	8	10					
		1.02%	1.71%	0.80%	0.51%	1.31%	0.37%	0.73%	1.17%	1.29%	1.56%	1.06%	0.85%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2684	297	269	312	269	244	187	188	152	171	207	388					
		29.87%	28.29%	30.67%	31.74%	29.43%	29.79%	34.31%	31.33%	24.56%	26.72%	27.31%	32.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	198	24	17	20	22	21	10	11	7	13	11	42					
		2.20%	2.29%	1.94%	2.03%	2.41%	2.56%	1.83%	1.83%	1.13%	2.03%	1.45%	3.56%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3093	383	298	337	298	276	180	194	242	230	296	359					
		34.42%	36.48%	33.98%	34.28%	32.60%	33.70%	33.03%	32.33%	39.10%	35.94%	39.05%	30.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	50	8	6	5	1	8	1	3	1	3	5	9					
		0.56%	0.76%	0.68%	0.51%	0.11%	0.98%	0.18%	0.50%	0.16%	0.47%	0.66%	0.76%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
