Выборы Президента Российской Федерации																																																							
Дата голосования: 18.03.2018																																																							
																																																							
Наименование Избирательной комиссии:    Малопургинская																																																							
																																																							
Сводная таблица итогов голосования																																																							
																																																							
	Число участковых избирательных комиссий	44																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	44																																																					
																																																							
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544									
1	"Число избирателей, включенных в список избирателей"	24920	313	1294	1365	1662	1529	269	248	619	259	1145	770	1118	586	172	449	269	258	524	302	984	583	301	799	392	578	287	821	152	375	914	369	364	554	172	306	321	129	684	118	267	563	319	1058	359									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25173	310	1311	1363	1683	1554	273	250	626	260	1107	800	1091	583	173	449	268	258	529	311	992	569	297	802	390	601	284	849	154	375	946	385	366	554	178	316	323	130	715	120	277	584	336	1074	357									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16809	207	838	924	1185	1038	193	176	462	165	632	461	655	345	119	304	165	174	396	194	575	385	206	610	273	444	190	466	119	186	735	282	222	293	128	245	247	118	503	83	240	400	262	737	227									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1109	18	37	37	11	22	15	16	18	9	55	28	103	6	4	6	23	11	33	24	56	29	16	14	20	22	24	41	9	85	34	22	33	15	6	11	18	5	47	11	6	26	11	42	30									
6	Число погашенных избирательных бюллетеней	7255	85	436	402	487	494	65	58	146	86	420	311	333	232	50	139	80	73	100	93	361	155	75	178	97	135	70	342	26	104	177	81	111	246	44	60	58	7	165	26	31	158	63	295	100									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1109	18	37	37	11	22	15	16	18	9	55	28	103	6	4	6	23	11	33	24	56	29	16	14	20	22	24	41	9	85	34	22	33	15	6	11	18	5	47	11	6	26	11	42	30									
8	Число бюллетеней в стационарных ящиках для голосования	16809	207	838	924	1185	1038	193	176	462	165	632	461	655	345	119	304	165	174	396	194	575	385	206	610	273	444	190	466	119	186	735	282	222	293	128	245	247	118	503	83	240	400	262	737	227									
9	Число недействительных избирательных бюллетеней	149	0	7	12	12	10	0	1	7	2	7	5	8	5	0	4	1	1	2	0	2	3	1	5	1	5	3	5	0	0	9	3	1	5	0	2	0	1	4	1	2	4	2	6	0									
10	Число действительных избирательных бюллетеней	17769	225	868	949	1184	1050	208	191	473	172	680	484	750	346	123	306	187	184	427	218	629	411	221	619	292	461	211	502	128	271	760	301	254	303	134	254	265	122	546	93	244	422	271	773	257									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
