Выборы Президента Российской Федерации																																													
																																													
"Наименование Избирательной комиссии:    Тула, Советская"																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516					
1	"Число избирателей, внесенных в список"	61450	1828	1595	1631	1817	1845	1904	1974	1665	1936	1969	1920	1743	1913	1831	1794	2067	1402	1848	2087	2077	2008	1752	1740	1880	1470	242	1653	1664	1243	1189	998	996	1266	1570	1722	230	903	2078					
2	Число полученных избирательных бюллетеней	62000	1700	1600	1800	1800	1800	1900	2000	1800	1900	2000	2100	2000	1900	1800	1800	2100	1700	2000	2000	2000	2000	1800	1700	1800	1500	300	1700	1600	1200	1200	1000	1000	1100	1500	1700	300	900	2000					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	34856	1152	841	945	1051	1034	1092	1068	947	1007	1084	1177	1052	1135	998	1005	1148	969	1228	1240	1096	1106	856	949	1069	830	242	974	901	685	653	507	558	654	857	967	230	442	1107					
5	"Число избирательных бюллетеней, выданных вне помещения"	1328	34	57	73	63	25	23	23	22	39	51	31	41	20	14	17	14	38	48	39	28	40	44	55	46	28	0	44	44	52	36	40	30	31	57	24	0	33	24					
6	Число погашенных избирательных бюллетеней	25816	514	702	782	686	741	785	909	831	854	865	892	907	745	788	778	938	693	724	721	876	854	900	696	685	642	58	682	655	463	511	453	412	415	586	709	70	425	869					
7	Число избирательных бюллетеней в переносных ящиках	1328	34	57	73	63	25	23	23	22	39	51	31	41	20	14	17	14	38	48	39	28	40	44	55	46	28	0	44	44	52	36	40	30	31	57	24	0	33	24					
8	Число бюллетеней в стационарных ящиках для голосования	34838	1152	841	941	1051	1034	1090	1068	947	1007	1083	1177	1052	1134	998	1004	1148	968	1227	1237	1096	1106	856	948	1069	830	242	974	901	685	652	507	558	654	857	967	230	441	1106					
9	Число недействительных избирательных бюллетеней	161	2	2	2	4	7	8	1	7	2	5	4	0	7	3	7	5	5	9	4	1	7	2	6	2	4	3	0	9	5	12	1	2	6	2	5	1	1	8					
10	Число действительных избирательных бюллетеней	36005	1184	896	1012	1110	1052	1105	1090	962	1044	1129	1204	1093	1147	1009	1014	1157	1001	1266	1272	1123	1139	898	997	1113	854	239	1018	936	732	676	546	586	679	912	986	229	473	1122					
11	Число полученных открепительных  удостоверений	1260	60	30	24	36	30	30	30	30	30	30	30	30	30	30	30	50	30	30	30	30	30	30	30	30	30	0	30	30	50	50	50	80	50	30	30	0	30	30					
12	Число выданных открепительных удостоверений	668	8	17	20	34	15	18	18	18	18	12	19	11	11	21	18	45	13	13	15	23	15	9	15	17	17	0	6	19	6	35	25	60	11	12	17	0	14	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	507	26	5	17	8	19	10	3	12	13	10	7	15	14	9	17	7	14	8	14	17	19	10	16	6	3	16	9	13	14	14	11	37	27	15	11	9	9	23					
14	Число неиспользованных открепительных удостоверений	592	52	13	4	2	15	12	12	12	12	18	11	19	19	9	12	5	17	17	15	7	15	21	15	13	13	0	24	11	44	15	25	20	39	18	13	0	16	7					
15	"Число открепительных удостоверений, выданных в ТИК"	49	2	0	0	2	1	3	1	1	3	1	1	1	1	0	0	0	3	1	2	1	3	1	2	1	1	0	0	1	1	1	3	0	2	3	2	0	1	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	. Глазьев Сергей Юрьевич	2779	72	90	73	84	75	95	97	79	71	108	90	81	82	104	94	99	87	102	94	75	50	58	75	99	67	14	72	77	67	51	33	45	46	68	83	18	35	69					
		7.68%	6.07%	10.02%	7.20%	7.54%	7.08%	8.54%	8.89%	8.15%	6.79%	9.52%	7.45%	7.41%	7.11%	10.28%	9.21%	8.52%	8.65%	8.00%	7.37%	6.67%	4.36%	6.44%	7.48%	8.88%	7.81%	5.79%	7.07%	8.15%	9.09%	7.41%	6.03%	7.65%	6.72%	7.44%	8.38%	7.83%	7.38%	6.11%					
19	. Малышкин Олег Александрович	462	14	9	15	14	12	12	12	9	10	11	16	13	16	15	5	11	13	22	8	23	13	14	9	12	10	5	11	8	6	6	7	10	20	20	13	5	8	25					
		1.28%	1.18%	1.00%	1.48%	1.26%	1.13%	1.08%	1.10%	0.93%	0.96%	0.97%	1.32%	1.19%	1.39%	1.48%	0.49%	0.95%	1.29%	1.73%	0.63%	2.05%	1.13%	1.56%	0.90%	1.08%	1.17%	2.07%	1.08%	0.85%	0.81%	0.87%	1.28%	1.70%	2.92%	2.19%	1.31%	2.17%	1.69%	2.21%					
20	. Миронов Сергей Михайлович	234	9	5	6	4	9	5	3	9	13	8	8	6	9	7	6	9	5	11	8	3	4	9	4	7	10	1	4	5	6	6	4	3	9	6	3	1	2	7					
		0.65%	0.76%	0.56%	0.59%	0.36%	0.85%	0.45%	0.27%	0.93%	1.24%	0.71%	0.66%	0.55%	0.78%	0.69%	0.59%	0.77%	0.50%	0.86%	0.63%	0.27%	0.35%	1.00%	0.40%	0.63%	1.17%	0.41%	0.39%	0.53%	0.81%	0.87%	0.73%	0.51%	1.31%	0.66%	0.30%	0.43%	0.42%	0.62%					
21	. Путин Владимир Владимирович	23177	884	562	651	686	698	703	667	600	693	715	803	692	706	610	630	749	626	790	790	718	828	588	612	664	563	166	649	610	465	460	353	395	434	601	640	160	291	725					
		64.09%	74.54%	62.58%	64.20%	61.58%	65.91%	63.16%	61.14%	61.92%	66.25%	63.05%	66.47%	63.31%	61.18%	60.28%	61.70%	64.46%	62.23%	61.96%	61.91%	63.88%	72.25%	65.33%	61.02%	59.55%	65.62%	68.60%	63.75%	64.55%	63.09%	66.86%	64.53%	67.18%	63.36%	65.75%	64.58%	69.57%	61.39%	64.16%					
22	. Хакамада Ирина Муцуовна	2198	46	45	50	48	45	89	73	66	58	62	52	65	63	73	43	73	57	87	95	76	72	63	81	79	46	8	76	60	45	45	41	49	35	41	78	8	35	70					
		6.08%	3.88%	5.01%	4.93%	4.31%	4.25%	8.00%	6.69%	6.81%	5.54%	5.47%	4.30%	5.95%	5.46%	7.21%	4.21%	6.28%	5.67%	6.82%	7.45%	6.76%	6.28%	7.00%	8.08%	7.09%	5.36%	3.31%	7.47%	6.35%	6.11%	6.54%	7.50%	8.33%	5.11%	4.49%	7.87%	3.48%	7.38%	6.19%					
23	. Харитонов Николай Михайлович	5140	106	130	142	193	146	140	163	145	145	169	163	172	195	141	186	155	161	186	208	165	117	124	153	187	122	33	159	134	100	67	85	57	93	134	105	25	81	153					
		14.21%	8.94%	14.48%	14.00%	17.32%	13.79%	12.58%	14.94%	14.96%	13.86%	14.90%	13.49%	15.74%	16.90%	13.93%	18.22%	13.34%	16.00%	14.59%	16.30%	14.68%	10.21%	13.78%	15.25%	16.77%	14.22%	13.64%	15.62%	14.18%	13.57%	9.74%	15.54%	9.69%	13.58%	14.66%	10.60%	10.87%	17.09%	13.54%					
																																													
24	Против всех	2015	53	55	75	81	67	61	75	54	54	56	72	64	76	59	50	61	52	68	69	63	55	42	63	65	36	12	47	42	43	41	23	27	42	42	64	12	21	73					
		5.57%	4.47%	6.12%	7.40%	7.27%	6.33%	5.48%	6.87%	5.57%	5.16%	4.94%	5.96%	5.86%	6.59%	5.83%	4.90%	5.25%	5.17%	5.33%	5.41%	5.60%	4.80%	4.67%	6.28%	5.83%	4.20%	4.96%	4.62%	4.44%	5.83%	5.96%	4.20%	4.59%	6.13%	4.60%	6.46%	5.22%	4.43%	6.46%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
