Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Сретенская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793					
1	"Число избирателей, внесенных в списки избирателей"	17824	467	567	788	376	701	490	982	338	514	1820	1911	1467	746	144	768	35	295	341	155	446	45	257	65	83	357	214	283	372	57	88	144	305	61	182	152	77	615	637	436	43					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18300	440	600	810	400	750	475	950	375	525	1770	1825	1500	830	135	770	45	290	390	180	415	45	285	65	90	365	230	290	415	60	105	160	325	70	195	150	95	670	655	495	60					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11690	240	358	398	206	415	294	641	319	306	1059	1150	847	441	120	518	35	219	234	105	325	45	211	63	82	248	163	246	281	54	82	120	273	59	163	146	77	377	356	374	40					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1489	72	38	58	11	41	40	40	11	57	74	57	70	65	9	70	0	23	75	39	37	0	46	2	1	79	50	31	49	3	0	9	20	2	12	4	0	130	149	12	3					
6	Число погашенных избирательных бюллетеней	5121	128	204	354	183	294	141	269	45	162	637	618	583	324	6	182	10	48	81	36	53	0	28	0	7	38	17	13	85	3	23	31	32	9	20	0	18	163	150	109	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1489	72	38	58	11	41	40	40	11	57	74	57	70	65	9	70	0	23	75	39	37	0	46	2	1	79	50	31	49	3	0	9	20	2	12	4	0	130	149	12	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11690	240	358	398	206	415	294	641	319	306	1059	1150	847	441	120	518	35	219	234	105	325	45	211	63	82	248	163	246	281	54	82	120	273	59	163	146	77	377	356	374	40					
9	Число недействительных избирательных бюллетеней	127	9	4	3	3	10	2	4	3	1	26	11	6	2	0	8	1	2	2	1	4	2	1	0	0	3	0	2	3	0	0	4	5	0	0	0	0	0	2	3	0					
10	Число действительных избирательных бюллетеней	13052	303	392	453	214	446	332	677	327	362	1107	1196	911	504	129	580	34	240	307	143	358	43	256	65	83	324	213	275	327	57	82	125	288	61	175	150	77	507	503	383	43					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	345	9	10	10	6	12	5	25	5	5	30	30	40	10	3	5	3	5	8	5	5	3	5	5	5	5	2	3	5	5	5	5	4	2	5	5	5	15	15	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	212	6	10	7	4	12	5	19	5	2	30	30	19	10	2	5	0	2	7	0	2	0	5	1	0	3	2	1	1	0	0	0	2	2	0	0	1	11	3	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	129	2	4	2	3	2	3	6	6	0	9	22	9	9	3	3	1	2	0	2	3	2	2	1	1	5	1	3	3	3	4	2	4	1	1	0	1	1	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	133	3	0	3	2	0	0	6	0	3	0	0	21	0	1	0	3	3	1	5	3	3	0	4	5	2	0	2	4	5	5	5	2	0	5	5	4	4	12	7	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	49	0	2	1	0	0	0	39	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
