Выборы Президента Российской Федерации																																																	
																																																	
Наименование Избирательной комиссии:    Верхнеуслонская																																																	
																																																	
Итоги голосования 																																																	
																																																	
		Сумма	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292					
1	"Число избирателей, внесенных в список"	13324	463	447	438	505	613	662	231	682	360	119	111	314	461	141	938	97	435	644	131	155	217	182	102	430	93	126	298	253	425	282	247	595	357	99	123	241	171	66	385	130	284	271					
2	Число полученных избирательных бюллетеней	13377	468	476	448	509	622	646	222	685	360	116	116	314	464	138	942	98	426	664	130	156	218	186	101	444	95	126	300	247	425	281	248	599	353	102	123	246	173	68	378	126	285	253					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11456	364	397	349	412	559	507	206	617	320	109	110	179	341	138	880	78	414	596	128	150	203	126	99	397	90	108	286	228	335	246	149	517	340	99	79	147	164	64	365	114	235	211					
5	"Число избирательных бюллетеней, выданных вне помещения"	1253	67	22	49	40	21	64	7	43	34	7	0	122	105	0	33	18	7	13	2	0	11	56	2	12	3	16	6	17	76	34	88	40	5	0	42	83	5	0	6	6	49	42					
6	Число погашенных избирательных бюллетеней	668	37	57	50	57	42	75	9	25	6	0	6	13	18	0	29	2	5	55	0	6	4	4	0	35	2	2	8	2	14	1	11	42	8	3	2	16	4	4	7	6	1	0					
7	Число избирательных бюллетеней в переносных ящиках	1253	67	22	49	40	21	64	7	43	34	7	0	122	105	0	33	18	7	13	2	0	11	56	2	12	3	16	6	17	76	34	88	40	5	0	42	83	5	0	6	6	49	42					
8	Число бюллетеней в стационарных ящиках для голосования	11454	364	397	349	412	559	507	206	617	320	109	110	179	341	138	880	78	414	594	128	150	203	126	99	397	90	108	286	228	335	246	149	517	340	99	79	147	164	64	365	114	235	211					
9	Число недействительных избирательных бюллетеней	57	1	4	3	4	2	10	0	0	0	0	1	0	0	0	6	4	0	0	0	0	0	2	0	0	0	2	0	5	0	0	2	1	0	0	3	0	4	0	3	0	0	0					
10	Число действительных избирательных бюллетеней	12650	430	415	395	448	578	561	213	660	354	116	109	301	446	138	907	92	421	607	130	150	214	180	101	409	93	122	292	240	411	280	235	556	345	99	118	230	165	64	368	120	284	253					
11	Число полученных открепительных  удостоверений	390	13	24	15	19	13	24	10	11	8	6	6	6	6	6	9	6	10	14	6	6	10	10	6	10	6	6	9	9	9	9	8	8	10	6	6	8	8	6	8	6	8	6					
12	Число выданных открепительных удостоверений	151	12	19	13	5	13	16	1	8	2	1	0	2	0	0	9	0	5	6	0	0	0	0	0	7	0	0	1	1	3	0	0	6	1	0	0	8	1	0	4	1	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	199	4	4	4	4	7	15	4	12	11	5	4	6	3	5	2	1	11	6	2	2	0	3	2	4	1	2	2	3	4	3	2	10	6	4	1	7	2	7	7	5	4	8					
14	Число неиспользованных открепительных удостоверений	239	1	5	2	14	0	8	9	3	6	5	6	4	6	6	0	6	5	8	6	6	10	10	6	3	6	6	8	8	6	9	8	2	9	6	6	0	7	6	4	5	7	1					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																	
18	. Глазьев Сергей Юрьевич	80	4	5	5	9	3	8	0	2	1	0	1	2	1	0	7	0	2	3	2	1	1	2	2	5	0	0	1	3	5	0	1	0	0	1	0	0	0	0	0	1	1	1					
		0.63%	0.93%	1.19%	1.26%	1.99%	0.52%	1.40%	0.00%	0.30%	0.28%	0.00%	0.91%	0.66%	0.22%	0.00%	0.77%	0.00%	0.48%	0.49%	1.54%	0.67%	0.47%	1.10%	1.98%	1.22%	0.00%	0.00%	0.34%	1.22%	1.22%	0.00%	0.42%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.35%	0.40%					
19	. Малышкин Олег Александрович	75	2	3	6	18	3	5	1	1	0	1	1	2	0	0	6	0	0	3	4	1	2	0	0	2	2	0	3	2	4	0	0	0	0	0	0	0	0	0	2	0	0	1					
		0.59%	0.46%	0.72%	1.51%	3.98%	0.52%	0.88%	0.47%	0.15%	0.00%	0.86%	0.91%	0.66%	0.00%	0.00%	0.66%	0.00%	0.00%	0.49%	3.08%	0.67%	0.93%	0.00%	0.00%	0.49%	2.15%	0.00%	1.03%	0.82%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.40%					
20	. Миронов Сергей Михайлович	32	2	2	2	2	0	5	0	2	0	0	1	0	2	0	1	0	0	2	0	1	0	1	0	2	0	0	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1					
		0.25%	0.46%	0.48%	0.50%	0.44%	0.00%	0.88%	0.00%	0.30%	0.00%	0.00%	0.91%	0.00%	0.45%	0.00%	0.11%	0.00%	0.00%	0.33%	0.00%	0.67%	0.00%	0.55%	0.00%	0.49%	0.00%	0.00%	0.34%	0.41%	0.73%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%					
21	. Путин Владимир Владимирович	12056	389	383	364	373	544	518	209	650	350	112	104	284	436	136	880	89	414	569	119	144	207	172	92	395	84	117	278	228	394	269	227	543	336	93	115	217	165	62	352	115	280	248					
		94.88%	90.26%	91.41%	91.46%	82.52%	93.79%	90.72%	98.12%	98.48%	98.87%	96.55%	94.55%	94.35%	97.76%	98.55%	96.39%	92.71%	98.34%	93.74%	91.54%	96.00%	96.73%	94.51%	91.09%	96.58%	90.32%	94.35%	95.21%	93.06%	95.86%	96.07%	95.78%	97.49%	97.39%	93.94%	95.04%	94.35%	97.63%	96.88%	94.88%	95.83%	98.59%	98.02%					
22	. Хакамада Ирина Муцуовна	78	4	4	7	12	9	9	1	1	1	1	0	6	1	0	2	0	0	1	2	0	2	0	0	1	0	0	1	2	0	2	0	0	0	1	0	1	0	0	6	0	1	0					
		0.61%	0.93%	0.95%	1.76%	2.65%	1.55%	1.58%	0.47%	0.15%	0.28%	0.86%	0.00%	1.99%	0.22%	0.00%	0.22%	0.00%	0.00%	0.16%	1.54%	0.00%	0.93%	0.00%	0.00%	0.24%	0.00%	0.00%	0.34%	0.82%	0.00%	0.71%	0.00%	0.00%	0.00%	1.01%	0.00%	0.43%	0.00%	0.00%	1.62%	0.00%	0.35%	0.00%					
23	. Харитонов Николай Михайлович	243	16	16	7	21	15	5	2	2	2	0	2	5	4	2	5	3	3	27	3	2	2	2	7	4	7	5	4	3	5	9	4	13	9	3	3	10	0	2	5	2	0	2					
		1.91%	3.71%	3.82%	1.76%	4.65%	2.59%	0.88%	0.94%	0.30%	0.56%	0.00%	1.82%	1.66%	0.90%	1.45%	0.55%	3.12%	0.71%	4.45%	2.31%	1.33%	0.93%	1.10%	6.93%	0.98%	7.53%	4.03%	1.37%	1.22%	1.22%	3.21%	1.69%	2.33%	2.61%	3.03%	2.48%	4.35%	0.00%	3.12%	1.35%	1.67%	0.00%	0.79%					
																																																	
