Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Подгоренская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19843	1476	1331	1164	774	349	989	1098	762	259	861	787	190	255	912	370	192	352	620	861	276	417	205	184	530	303	317	968	228	349	832	447	398	268	345	174									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20650	1471	1409	1225	774	372	1035	1155	770	271	894	820	203	277	944	413	195	349	638	900	292	450	209	187	577	320	325	985	249	370	855	454	425	272	374	191									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14312	604	1295	945	702	292	887	883	283	249	651	648	131	177	584	232	113	304	293	559	148	330	161	153	406	246	222	768	179	204	611	254	251	146	293	108									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3359	89	18	171	60	50	72	200	128	4	142	99	57	52	240	107	56	42	298	242	106	55	29	25	79	31	69	164	30	97	122	109	123	98	39	56									
6	Число погашенных избирательных бюллетеней	2979	778	96	109	12	30	76	72	359	18	101	73	15	48	120	74	26	3	47	99	38	65	19	9	92	43	34	53	40	69	122	91	51	28	42	27									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3359	89	18	171	60	50	72	200	128	4	142	99	57	52	240	107	56	42	298	242	106	55	29	25	79	31	69	164	30	97	122	109	123	98	39	56									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	14312	604	1295	945	702	292	887	883	283	249	651	648	131	177	584	232	113	304	293	559	148	330	161	153	406	246	222	768	179	204	611	254	251	146	293	108									
9	Число недействительных избирательных бюллетеней	36	9	0	0	0	0	0	0	7	1	0	0	0	0	3	4	0	1	0	5	1	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0									
10	Число действительных избирательных бюллетеней	17635	684	1313	1116	762	342	959	1083	404	252	793	747	188	229	821	335	169	345	591	796	253	385	190	178	484	277	291	929	209	301	733	363	374	244	331	164									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	740	31	60	55	25	20	40	51	22	20	20	20	5	20	20	35	2	6	2	30	10	30	20	5	30	10	6	30	20	15	20	5	20	5	20	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	706	31	60	55	25	20	40	51	22	19	20	20	5	20	20	35	2	6	2	30	10	30	5	5	30	10	6	12	20	15	20	5	20	5	20	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	186	49	3	4	4	3	8	10	27	9	2	2	0	2	6	4	1	13	0	1	0	2	9	6	3	0	1	2	1	0	3	2	0	4	4	1									
14	Число погашенных неиспользованных открепительных удостоверений	34	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	18	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	5	5	4	1	2	6	2	2	1	1	0	0	0	2	1	0	0	0	2	0	1	0	1	5	1	0	1	0	0	1	1	2	0	2	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	43	7	0	0	1	0	2	0	4	2	0	0	1	2	1	3	0	3	0	1	0	4	0	0	1	0	0	4	0	6	0	0	0	0	1	0									
		0.24%	1.01%	0.00%	0.00%	0.13%	0.00%	0.21%	0.00%	0.97%	0.79%	0.00%	0.00%	0.53%	0.87%	0.12%	0.88%	0.00%	0.87%	0.00%	0.12%	0.00%	1.04%	0.00%	0.00%	0.21%	0.00%	0.00%	0.43%	0.00%	1.99%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	101	25	0	0	5	2	2	0	10	5	7	0	1	3	2	3	1	2	0	4	6	10	1	0	1	0	0	5	0	0	0	0	1	0	5	0									
