Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Агаповская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587					
1	"Число избирателей, внесенных в списки избирателей"	25783	1840	2012	1423	463	303	2030	629	426	200	150	230	228	619	849	239	890	534	236	173	379	155	103	1403	293	1068	530	323	406	1801	448	428	297	799	245	202	157	197	262	173	150	736	169	1114	471					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22900	1480	1580	1140	400	280	1830	550	380	180	140	220	200	550	800	210	830	500	220	170	370	140	90	1270	280	950	550	300	400	1550	410	410	270	760	250	200	140	180	250	160	120	700	170	900	420					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18357	1250	1286	1003	309	210	1512	450	329	157	115	166	175	448	560	194	625	351	144	123	230	98	75	964	179	743	401	238	275	1364	311	344	233	601	203	152	93	136	235	157	114	517	135	797	355					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	692	63	69	32	17	0	8	22	7	9	0	9	12	13	27	0	16	21	10	0	13	6	0	20	21	34	24	17	29	24	16	4	15	19	0	17	21	0	3	0	0	42	7	12	13					
6	Число погашенных избирательных бюллетеней	3851	167	225	105	74	70	310	78	44	14	25	45	13	89	213	16	189	128	66	47	127	36	15	286	80	173	125	45	96	162	83	62	22	140	47	31	26	44	12	3	6	141	28	91	52					
7	Число избирательных бюллетеней в переносных ящиках для голосования	692	63	69	32	17	0	8	22	7	9	0	9	12	13	27	0	16	21	10	0	13	6	0	20	21	34	24	17	29	24	16	4	15	19	0	17	21	0	3	0	0	42	7	12	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18354	1250	1286	1002	309	210	1512	450	329	157	115	166	175	448	560	194	625	351	144	123	230	98	75	964	179	743	401	238	275	1364	311	344	233	601	201	152	93	136	235	157	114	517	135	797	355					
9	Число недействительных избирательных бюллетеней	181	15	9	16	5	5	11	3	6	0	0	0	1	4	6	0	4	1	1	2	1	3	5	16	3	2	2	2	2	5	2	3	0	7	0	1	1	1	0	10	1	5	1	14	5					
10	Число действительных избирательных бюллетеней	18865	1298	1346	1018	321	205	1509	469	330	166	115	175	186	457	581	194	637	371	153	121	242	101	70	968	197	775	423	253	302	1383	325	345	248	613	201	168	113	135	238	147	113	554	141	795	363					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	272	17	16	13	0	2	10	5	5	0	5	5	5	5	10	5	10	5	11	5	3	5	5	10	5	10	5	5	5	10	5	5	5	5	5	5	2	5	5	5	5	8	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	212	17	16	13	0	2	10	4	5	0	3	3	1	5	10	0	9	5	9	2	3	4	0	10	5	10	5	5	5	10	1	5	5	5	0	1	2	0	2	0	0	8	5	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	140	25	4	7	0	2	5	2	3	2	0	1	0	7	4	0	4	2	2	4	3	0	3	4	1	9	1	3	2	1	6	5	5	4	1	3	1	0	2	0	0	6	2	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	60	0	0	0	0	0	0	1	0	0	2	2	4	0	0	5	1	0	2	3	0	1	5	0	0	0	0	0	0	0	4	0	0	0	5	4	0	5	3	5	5	0	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	2	1	2	0	0	1	1	1	0	0	2	1	0	0	2	0	0	1	0	1	0	0	2	1	1	0	0	1	3	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	295	24	19	8	3	10	22	2	4	4	1	4	1	5	8	4	3	3	1	1	4	0	0	24	3	16	10	4	3	20	1	15	0	16	5	0	2	0	11	0	6	2	2	17	7					
		1.55%	1.83%	1.40%	0.77%	0.92%	4.76%	1.45%	0.42%	1.19%	2.41%	0.87%	2.29%	0.53%	1.08%	1.36%	2.06%	0.47%	0.81%	0.65%	0.81%	1.65%	0.00%	0.00%	2.44%	1.50%	2.06%	2.35%	1.57%	0.99%	1.44%	0.31%	4.31%	0.00%	2.58%	2.49%	0.00%	1.75%	0.00%	4.62%	0.00%	5.26%	0.36%	1.41%	2.10%	1.90%					
19	2.Всероссийская политическая партия «Гражданская Сила»	68	12	5	4	0	0	5	0	5	0	0	0	2	1	1	2	6	2	0	0	0	1	0	2	0	1	2	0	0	6	1	1	1	1	0	1	0	1	0	0	0	2	0	3	0					
		0.36%	0.91%	0.37%	0.39%	0.00%	0.00%	0.33%	0.00%	1.49%	0.00%	0.00%	0.00%	1.07%	0.22%	0.17%	1.03%	0.94%	0.54%	0.00%	0.00%	0.00%	0.96%	0.00%	0.20%	0.00%	0.13%	0.47%	0.00%	0.00%	0.43%	0.31%	0.29%	0.40%	0.16%	0.00%	0.59%	0.00%	0.74%	0.00%	0.00%	0.00%	0.36%	0.00%	0.37%	0.00%					
20	3.Политическая партия «Демократическая партия России»	24	2	0	3	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	1	0	1	4	0	0	0	0	0	0	0	0	0	2	0	2	0					
		0.13%	0.15%	0.00%	0.29%	0.00%	0.00%	0.00%	0.42%	0.30%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.96%	0.00%	0.20%	0.00%	0.00%	0.24%	0.00%	0.33%	0.00%	0.31%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.25%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1171	90	77	62	15	16	55	28	20	2	7	13	9	7	25	17	70	18	18	14	27	9	1	62	6	58	16	11	12	68	13	35	14	43	22	8	0	4	33	19	4	36	7	75	25					
		6.15%	6.85%	5.68%	5.99%	4.60%	7.62%	3.62%	5.93%	5.95%	1.20%	6.09%	7.43%	4.81%	1.52%	4.26%	8.76%	10.92%	4.84%	11.69%	11.38%	11.11%	8.65%	1.33%	6.30%	3.00%	7.46%	3.76%	4.31%	3.95%	4.90%	3.98%	10.06%	5.65%	6.94%	10.95%	4.73%	0.00%	2.94%	13.87%	12.10%	3.51%	6.44%	4.93%	9.27%	6.79%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	37	2	2	4	0	0	3	0	0	0	0	0	0	0	4	0	1	0	3	0	2	0	0	2	0	0	2	2	0	3	0	0	0	4	1	0	0	0	0	0	1	0	0	1	0					
		0.19%	0.15%	0.15%	0.39%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.16%	0.00%	1.95%	0.00%	0.82%	0.00%	0.00%	0.20%	0.00%	0.00%	0.47%	0.78%	0.00%	0.22%	0.00%	0.00%	0.00%	0.65%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.12%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	28	3	1	2	0	0	4	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	3	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	2	0	1					
		0.15%	0.23%	0.07%	0.19%	0.00%	0.00%	0.26%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.20%	0.00%	0.00%	0.71%	0.00%	0.00%	0.14%	0.00%	0.00%	0.40%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	1.41%	0.00%	0.27%					
24	7.Политическая партия «Либерально-демократическая партия России»	1762	144	148	129	53	8	160	51	46	7	5	21	19	57	41	10	26	29	13	7	9	10	7	122	9	69	38	16	44	113	40	30	18	55	3	8	9	7	20	8	5	36	10	67	35					
		9.25%	10.97%	10.92%	12.48%	16.26%	3.81%	10.53%	10.81%	13.69%	4.22%	4.35%	12.00%	10.16%	12.36%	6.98%	5.15%	4.06%	7.80%	8.44%	5.69%	3.70%	9.62%	9.33%	12.40%	4.50%	8.88%	8.94%	6.27%	14.47%	8.14%	12.23%	8.62%	7.26%	8.87%	1.49%	4.73%	7.89%	5.15%	8.40%	5.10%	4.39%	6.44%	7.04%	8.28%	9.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1923	194	176	83	23	18	133	54	31	11	10	14	8	82	50	11	65	37	6	1	12	3	3	114	11	86	50	41	29	148	74	33	18	56	25	5	4	6	14	18	12	35	28	71	20					
		10.10%	14.78%	12.99%	8.03%	7.06%	8.57%	8.75%	11.44%	9.23%	6.63%	8.70%	8.00%	4.28%	17.79%	8.52%	5.67%	10.14%	9.95%	3.90%	0.81%	4.94%	2.88%	4.00%	11.59%	5.50%	11.07%	11.76%	16.08%	9.54%	10.66%	22.63%	9.48%	7.26%	9.03%	12.44%	2.96%	3.51%	4.41%	5.88%	11.46%	10.53%	6.26%	19.72%	8.78%	5.43%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	151	6	17	16	2	6	5	5	4	1	1	2	0	4	4	1	2	2	0	0	1	0	0	16	0	4	3	3	2	12	2	3	4	0	1	2	3	0	2	1	0	3	4	6	1					
		0.79%	0.46%	1.25%	1.55%	0.61%	2.86%	0.33%	1.06%	1.19%	0.60%	0.87%	1.14%	0.00%	0.87%	0.68%	0.52%	0.31%	0.54%	0.00%	0.00%	0.41%	0.00%	0.00%	1.63%	0.00%	0.51%	0.71%	1.18%	0.66%	0.86%	0.61%	0.86%	1.61%	0.00%	0.50%	1.18%	2.63%	0.00%	0.84%	0.64%	0.00%	0.54%	2.82%	0.74%	0.27%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13311	811	892	691	224	147	1113	321	219	139	91	121	144	294	446	149	461	277	112	98	187	75	59	615	168	539	297	174	211	1006	193	223	190	436	144	144	95	117	157	101	85	431	88	552	274					
		69.89%	61.77%	65.83%	66.83%	68.71%	70.00%	73.22%	68.01%	65.18%	83.73%	79.13%	69.14%	77.01%	63.77%	75.98%	76.80%	71.92%	74.46%	72.73%	79.67%	76.95%	72.12%	78.67%	62.50%	84.00%	69.37%	69.88%	68.24%	69.41%	72.48%	59.02%	64.08%	76.61%	70.32%	71.64%	85.21%	83.33%	86.03%	65.97%	64.33%	74.56%	77.10%	61.97%	68.23%	74.46%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	95	10	9	16	1	0	9	6	0	0	0	0	2	7	1	0	2	2	0	0	0	1	0	7	0	2	1	2	0	5	0	1	2	1	0	0	0	0	1	0	0	6	0	1	0					
		0.50%	0.76%	0.66%	1.55%	0.31%	0.00%	0.59%	1.27%	0.00%	0.00%	0.00%	0.00%	1.07%	1.52%	0.17%	0.00%	0.31%	0.54%	0.00%	0.00%	0.00%	0.96%	0.00%	0.71%	0.00%	0.26%	0.24%	0.78%	0.00%	0.36%	0.00%	0.29%	0.81%	0.16%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	1.07%	0.00%	0.12%	0.00%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
