Выборы Президента Российской Федерации																																																																						
Дата голосования: 04.03.2012																																																																						
																																																																						
Наименование Избирательной комиссии:    Дзержинская, Калининская																																																																						
																																																																						
Сводная таблица итогов голосования																																																																						
																																																																						
	Число участковых избирательных комиссий	59																																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	59																																																																				
																																																																						
		Сумма	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №922									
1	Число избирателей, включенных в список избирателей	99814	1306	1235	686	2213	1394	1569	1801	533	628	920	771	2840	1904	1582	2628	2850	2211	2012	1276	1199	1722	1272	1124	1746	1370	1397	1818	2330	1296	1459	2469	2529	220	1068	468	2303	2290	2149	2534	1808	2014	1428	1261	2507	2536	1949	2119	2026	2098	1335	1810	1586	2099	2113	1923	2086	1903	1881	210									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	84900	1200	1100	500	1800	1200	1400	1300	500	600	800	700	2550	1300	1100	1900	2000	2000	1500	1200	1100	1600	1200	1000	1600	1300	1300	1700	1700	1200	1300	1800	1800	200	1000	400	1700	1950	2000	1800	1600	1800	1300	1100	2300	2300	1800	1500	1900	1900	1200	1700	1500	1900	1900	1800	1800	1300	1700	300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	52144	618	549	181	1475	721	693	829	323	311	324	300	1617	1025	760	1394	1477	1167	1117	768	702	853	650	452	951	781	785	1028	1183	683	748	1231	1230	39	566	152	841	1256	1191	1283	935	1120	811	638	1384	1332	1121	1102	1130	1100	791	1073	838	1181	1152	1038	1098	1079	902	65									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3076	107	131	150	20	89	50	54	57	50	114	160	12	46	30	157	121	35	49	28	15	54	32	30	29	19	7	7	37	11	19	40	42	13	42	33	16	42	30	63	33	19	26	118	41	172	9	83	22	30	58	33	28	45	96	22	17	35	28	120									
6	Число погашенных избирательных бюллетеней	29680	475	420	169	305	390	657	417	120	239	362	240	921	229	310	349	402	798	334	404	383	693	518	518	620	500	508	665	480	506	533	529	528	148	392	215	843	652	779	454	632	661	463	344	875	796	670	315	748	770	351	594	634	674	652	740	685	186	770	115									
