Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Бологовская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №133	УИК №134	УИК №135	УИК №136					
1	"Число избирателей, внесенных в списки"	36294	2045	1326	1000	2147	2241	2278	1362	955	1556	835	1976	371	128	150	491	1096	664	1536	439	449	425	549	277	476	204	83	129	232	335	269	150	925	2451	55	16	2	49	18	1461	2381	826	1936					
2	"Число бюллетеней, полученных участковыми комиссиями"	36468	2040	1330	1000	2170	2260	2290	1360	960	1560	840	2000	370	135	150	490	1100	670	1540	440	440	420	560	270	470	200	85	120	230	340	270	148	900	2500	55	19	6	50	20	1470	2400	840	1950					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16800	1086	720	375	869	1182	1045	515	304	633	387	902	182	62	59	165	426	281	805	196	301	169	238	59	184	97	42	69	121	157	109	97	676	1195	29	3	2	20	18	548	1306	334	832					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2424	41	35	24	81	21	19	44	100	100	44	113	63	28	49	136	147	128	78	65	42	136	150	153	142	44	24	20	24	40	69	7	11	10	26	12	0	20	0	73	14	30	61					
6	Число погашенных бюллетеней	17244	913	575	601	1220	1057	1226	801	556	827	409	985	125	45	42	189	527	261	657	179	97	115	172	58	144	59	19	31	85	143	92	44	213	1295	0	4	4	10	2	849	1080	476	1057					
7	Число бюллетеней в переносных ящиках для голосования	2424	41	35	24	81	21	19	44	100	100	44	113	63	28	49	136	147	128	78	65	42	136	150	153	142	44	24	20	24	40	69	7	11	10	26	12	0	20	0	73	14	30	61					
8	Число бюллетеней в стационарных ящиках для голосования	16768	1062	719	375	868	1182	1045	515	304	633	387	902	182	62	59	165	423	279	805	196	301	168	238	59	184	97	42	69	121	157	109	97	676	1195	29	3	2	20	18	548	1306	334	832					
9	Число недействительных бюллетеней	296	12	28	17	10	28	13	11	1	2	1	20	0	1	2	3	20	10	9	3	5	2	2	0	7	3	0	1	6	1	6	1	1	24	0	1	0	0	1	11	12	4	17					
10	Число действительных бюллетеней	18896	1091	726	382	939	1175	1051	548	403	731	430	995	245	89	106	298	550	397	874	258	338	302	386	212	319	138	66	88	139	196	172	103	686	1181	55	14	2	40	17	610	1308	360	876					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	675	35	25	20	35	35	35	25	20	30	20	35	10	10	10	10	15	10	15	10	10	10	10	10	10	10	5	10	10	10	10	10	15	20	0	0	0	0	0	25	35	25	35					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	200	18	13	2	16	21	14	5	1	11	6	7	0	0	0	3	3	0	9	0	2	0	0	0	1	0	0	0	1	1	1	0	13	7	0	0	0	0	0	2	14	8	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	158	11	10	3	5	2	5	4	4	5	3	13	2	2	1	3	10	4	3	1	2	6	1	2	1	0	0	4	4	1	3	2	6	7	0	10	0	0	0	0	8	2	8					
14	Число погашенных открепительных удостоверений	475	17	12	18	19	14	21	20	19	19	14	28	10	10	10	7	12	10	6	10	8	10	10	10	9	10	5	10	9	9	9	10	2	13	0	0	0	0	0	23	21	17	14					
15	Число открепительных удостоверений выданных ТИК	9	0	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	357	17	9	2	23	16	18	12	8	17	8	9	9	6	0	2	13	11	24	7	13	4	10	5	10	3	0	2	7	6	6	0	11	20	0	0	0	0	0	14	23	5	7					
		1.86%	1.54%	1.19%	0.50%	2.42%	1.33%	1.69%	2.14%	1.98%	2.31%	1.85%	0.88%	3.67%	6.66%	0.0%	0.66%	2.28%	2.70%	2.71%	2.68%	3.79%	1.31%	2.57%	2.35%	3.06%	2.12%	0.0%	2.24%	4.82%	3.04%	3.37%	0.0%	1.60%	1.65%	0.0%	0.0%	0.0%	0.0%	0.0%	2.25%	1.74%	1.37%	0.78%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	311	20	11	7	27	28	31	8	5	3	2	12	4	1	1	6	10	2	6	3	9	2	3	2	4	2	0	2	2	3	0	3	13	14	1	0	0	0	0	7	31	3	23					
		1.62%	1.81%	1.45%	1.75%	2.84%	2.32%	2.91%	1.43%	1.23%	0.40%	0.46%	1.18%	1.63%	1.11%	0.92%	1.99%	1.75%	0.49%	0.67%	1.14%	2.62%	0.65%	0.77%	0.94%	1.22%	1.41%	0.0%	2.24%	1.37%	1.52%	0.0%	2.88%	1.89%	1.16%	1.81%	0.0%	0.0%	0.0%	0.0%	1.12%	2.34%	0.82%	2.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	569	34	21	7	22	37	27	27	32	17	17	32	3	2	3	11	19	11	36	14	11	6	3	6	13	7	8	2	4	12	2	2	3	32	1	1	0	0	0	22	35	6	21					
