Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Камешковская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №637	УИК №638	УИК №639	УИК №640	УИК №643	УИК №644	УИК №645	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №1091					
1	"Число избирателей, внесенных в список избирателей"	26139	1787	2175	667	1037	2707	1967	1333	1054	1636	455	1579	900	594	883	763	708	979	763	830	375	710	495	698	792	252					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24505	1600	2000	600	1000	2600	1800	1200	1000	1500	450	1500	850	550	800	750	700	900	700	800	350	700	400	700	800	255					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8564	606	767	318	364	860	716	484	333	633	180	471	247	142	178	258	151	281	212	251	121	155	170	232	309	125					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2147	97	59	23	42	69	111	96	99	257	53	43	132	83	213	66	137	80	68	118	40	121	90	48	2	0					
6	Число погашенных избирательных бюллетеней	13794	897	1174	259	594	1671	973	620	568	610	217	986	471	325	409	426	412	539	420	431	189	424	140	420	489	130					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2147	97	59	23	42	69	111	96	99	257	53	43	132	83	213	66	137	80	68	118	40	121	90	48	2	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8564	606	767	318	364	860	716	484	333	633	180	471	247	142	178	258	151	281	212	251	121	155	170	232	309	125					
9	Число недействительных избирательных бюллетеней	151	14	11	6	7	23	9	7	6	12	2	5	2	3	7	7	2	9	6	1	0	1	3	5	2	1					
10	Число действительных избирательных бюллетеней	10560	689	815	335	399	906	818	573	426	878	231	509	377	222	384	317	286	352	274	368	161	275	257	275	309	124					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	250	10	22	12	15	21	4	4	7	40	27	7	4	2	20	17	12	2	2	5	2	4	4	2	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	244	10	22	10	15	21	4	4	7	40	27	7	4	2	20	17	12	2	1	3	2	3	4	2	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	128	14	6	7	7	6	8	3	4	5	3	1	3	1	3	8	1	9	2	4	2	8	11	5	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	92	9	14	4	6	11	9	2	1	7	0	3	1	0	0	0	1	0	0	4	0	15	1	3	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2536	170	213	67	101	247	210	139	110	243	62	113	81	51	74	87	38	74	62	88	32	51	64	56	84	19					
		23.68%	24.18%	25.79%	19.65%	24.88%	26.59%	25.39%	23.97%	25.46%	27.30%	26.61%	21.98%	21.37%	22.67%	18.93%	26.85%	13.19%	20.50%	22.14%	23.85%	19.88%	18.48%	24.62%	20.00%	27.01%	15.20%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1544	111	137	43	38	133	114	74	50	119	31	78	58	41	58	50	40	56	46	41	21	52	33	45	58	17					
		14.42%	15.79%	16.59%	12.61%	9.36%	14.32%	13.78%	12.76%	11.57%	13.37%	13.30%	15.18%	15.30%	18.22%	14.83%	15.43%	13.89%	15.51%	16.43%	11.11%	13.04%	18.84%	12.69%	16.07%	18.65%	13.60%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	125	8	7	5	9	10	6	2	4	13	1	2	4	6	9	4	2	3	3	5	2	3	4	5	6	2					
		1.17%	1.14%	0.85%	1.47%	2.22%	1.08%	0.73%	0.34%	0.93%	1.46%	0.43%	0.39%	1.06%	2.67%	2.30%	1.23%	0.69%	0.83%	1.07%	1.36%	1.24%	1.09%	1.54%	1.79%	1.93%	1.60%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2367	185	160	87	109	212	217	139	112	183	36	130	74	29	46	77	75	77	50	83	38	35	67	56	70	20					
		22.10%	26.32%	19.37%	25.51%	26.85%	22.82%	26.24%	23.97%	25.93%	20.56%	15.45%	25.29%	19.53%	12.89%	11.76%	23.77%	26.04%	21.33%	17.86%	22.49%	23.60%	12.68%	25.77%	20.00%	22.51%	16.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	234	23	22	15	14	29	23	13	3	11	0	6	8	5	5	3	2	11	3	11	3	5	3	9	4	3					
		2.18%	3.27%	2.66%	4.40%	3.45%	3.12%	2.78%	2.24%	0.69%	1.24%	0.00%	1.17%	2.11%	2.22%	1.28%	0.93%	0.69%	3.05%	1.07%	2.98%	1.86%	1.81%	1.15%	3.21%	1.29%	2.40%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3707	190	268	116	121	270	245	204	145	307	99	177	151	90	191	96	129	129	108	139	65	128	85	104	87	63					
		34.61%	27.03%	32.45%	34.02%	29.80%	29.06%	29.63%	35.17%	33.56%	34.49%	42.49%	34.44%	39.84%	40.00%	48.85%	29.63%	44.79%	35.73%	38.57%	37.67%	40.37%	46.38%	32.69%	37.14%	27.97%	50.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	47	2	8	2	7	5	3	2	2	2	2	3	1	0	1	0	0	2	2	1	0	1	1	0	0	0					
		0.44%	0.28%	0.97%	0.59%	1.72%	0.54%	0.36%	0.34%	0.46%	0.22%	0.86%	0.58%	0.26%	0.00%	0.26%	0.00%	0.00%	0.55%	0.71%	0.27%	0.00%	0.36%	0.38%	0.00%	0.00%	0.00%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
