Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Ржаксинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601					
1	"Число избирателей, внесенных в список избирателей"	14805	1342	1217	1365	639	290	220	398	449	261	205	200	171	185	484	179	291	396	376	148	821	564	595	224	394	580	114	243	725	188	951	440	150					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13920	1300	1200	1300	600	280	200	350	400	250	200	200	150	150	450	150	250	350	350	140	800	550	550	200	350	550	100	200	700	150	950	400	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6843	571	491	483	315	149	108	204	229	144	89	138	109	111	227	127	93	190	116	84	330	385	243	101	192	194	46	87	333	65	549	259	81					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3424	194	174	236	75	84	69	136	132	82	71	49	32	32	76	19	96	132	164	38	206	118	113	73	130	212	54	77	297	66	103	60	24					
6	Число погашенных избирательных бюллетеней	3653	535	535	581	210	47	23	10	39	24	40	13	9	7	147	4	61	28	70	18	264	47	194	26	28	144	0	36	70	19	298	81	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3424	194	174	236	75	84	69	136	132	82	71	49	32	32	76	19	96	132	164	38	206	118	113	73	130	212	54	77	297	66	103	60	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6841	571	491	483	315	149	108	204	229	144	89	138	109	111	227	127	91	190	116	84	330	385	243	101	192	194	46	87	333	65	549	259	81					
9	Число недействительных избирательных бюллетеней	128	4	11	0	2	32	4	1	4	2	4	0	0	4	7	0	10	22	2	3	1	3	3	1	0	0	1	3	2	0	0	1	1					
10	Число действительных избирательных бюллетеней	10137	761	654	719	388	201	173	339	357	224	156	187	141	139	296	146	177	300	278	119	535	500	353	173	322	406	99	161	628	131	652	318	104					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	180	15	15	15	10	3	2	5	5	2	2	2	2	2	5	2	2	5	5	2	10	5	7	2	5	7	2	2	15	2	15	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	77	12	8	7	1	2	0	0	2	1	2	2	1	0	1	1	0	1	0	2	3	4	4	0	3	1	0	2	6	0	4	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	42	0	8	2	1	0	1	1	2	0	1	1	1	0	0	2	1	2	0	1	3	1	1	0	1	0	0	6	2	0	1	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	103	3	7	8	9	1	2	5	3	1	0	0	1	2	4	1	2	4	5	0	7	1	3	2	2	6	2	0	9	2	11	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	452	58	34	30	11	9	8	23	9	22	17	7	4	1	9	7	7	8	31	11	14	11	15	4	6	10	2	4	28	7	15	24	6					
		4.40%	7.58%	5.11%	4.17%	2.82%	3.86%	4.52%	6.76%	2.49%	9.73%	10.63%	3.74%	2.84%	0.70%	2.97%	4.79%	3.74%	2.48%	11.07%	9.02%	2.61%	2.19%	4.21%	2.30%	1.86%	2.46%	2.00%	2.44%	4.44%	5.34%	2.30%	7.52%	5.71%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	692	109	35	26	20	5	9	28	7	30	26	9	6	6	12	6	15	10	39	8	18	12	61	5	19	19	2	8	47	16	46	24	9					
		6.74%	14.25%	5.26%	3.62%	5.13%	2.15%	5.08%	8.24%	1.94%	13.27%	16.25%	4.81%	4.26%	4.20%	3.96%	4.11%	8.02%	3.11%	13.93%	6.56%	3.36%	2.39%	17.13%	2.87%	5.90%	4.68%	2.00%	4.88%	7.46%	12.21%	7.06%	7.52%	8.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	0	4	0	2	0	0	2	0	3	1	0	0	1	1	0	1	0	0	0	1	2	0	2	0	6	0	0	0	1	6	1	0					
		0.33%	0.00%	0.60%	0.00%	0.51%	0.00%	0.00%	0.59%	0.00%	1.33%	0.63%	0.00%	0.00%	0.70%	0.33%	0.00%	0.53%	0.00%	0.00%	0.00%	0.19%	0.40%	0.00%	1.15%	0.00%	1.48%	0.00%	0.00%	0.00%	0.76%	0.92%	0.31%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1964	181	201	142	100	17	18	38	69	56	38	20	9	10	56	8	38	73	70	32	87	48	86	8	26	83	9	57	113	22	164	51	34					
		19.13%	23.66%	30.23%	19.75%	25.64%	7.30%	10.17%	11.18%	19.11%	24.78%	23.75%	10.70%	6.38%	6.99%	18.48%	5.48%	20.32%	22.67%	25.00%	26.23%	16.23%	9.54%	24.16%	4.60%	8.07%	20.44%	9.00%	34.76%	17.94%	16.79%	25.15%	15.99%	32.38%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	0	1	0	6	2	2	3	0	1	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	2	0	2	3	1	4	0	0					
