Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Ржаксинская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655					
1	"Число избирателей, внесенных в списки избирателей"	15258	1416	1251	1433	622	299	232	461	453	265	223	207	182	189	466	185	341	420	421	176	597	241	598	555	233	408	575	135	242	712	197	921	444	158					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13825	1250	1150	1250	600	290	200	400	410	250	200	200	150	180	400	175	300	400	400	150	550	200	550	550	200	350	500	120	200	650	200	850	400	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7750	663	620	653	287	169	111	214	247	130	95	132	85	124	260	139	117	192	141	101	356	92	274	373	114	182	282	54	110	365	96	594	287	91					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3532	154	175	194	62	102	75	177	160	87	93	52	37	30	76	30	142	142	185	41	144	101	208	117	72	147	183	61	79	182	64	97	43	20					
6	Число погашенных избирательных бюллетеней	2543	433	355	403	251	19	14	9	3	33	12	16	28	26	64	6	41	66	74	8	50	7	68	60	14	21	35	5	11	103	40	159	70	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3532	154	175	194	62	102	75	177	160	87	93	52	37	30	76	30	142	142	185	41	144	101	208	117	72	147	183	61	79	182	64	97	43	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7747	663	620	653	287	169	111	213	247	130	95	132	85	124	260	139	117	192	141	101	356	92	274	373	114	182	280	54	110	365	96	594	287	91					
9	Число недействительных избирательных бюллетеней	67	6	4	2	3	2	1	2	2	4	2	2	0	0	0	0	0	0	0	1	3	0	3	0	0	4	13	0	3	2	1	1	6	0					
10	Число действительных избирательных бюллетеней	11212	811	791	845	346	269	185	388	405	213	186	182	122	154	336	169	259	334	326	141	497	193	479	490	186	325	450	115	186	545	159	690	324	111					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	261	23	25	22	21	6	7	5	10	5	2	5	2	2	5	2	7	4	4	2	18	2	5	15	4	2	5	2	5	10	6	18	8	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	164	18	21	14	8	2	3	3	9	2	0	4	0	2	4	0	3	2	2	0	15	0	2	10	1	1	3	1	2	8	3	17	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	34	5	1	2	2	1	0	0	0	2	2	0	0	0	1	3	2	0	0	1	4	0	0	0	1	0	2	0	2	1	0	0	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	97	5	4	8	13	4	4	2	1	3	2	1	2	0	1	2	4	2	2	2	3	2	3	5	3	1	2	1	3	2	3	1	4	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	335	16	28	31	9	2	1	9	15	11	3	4	3	11	4	1	3	18	12	6	10	2	21	11	8	9	11	4	6	23	5	25	13	0					
		2.97%	1.96%	3.52%	3.66%	2.58%	0.74%	0.54%	2.31%	3.69%	5.07%	1.60%	2.17%	2.46%	7.14%	1.19%	0.59%	1.16%	5.39%	3.68%	4.23%	2.00%	1.04%	4.36%	2.24%	4.30%	2.74%	2.38%	3.48%	3.17%	4.20%	3.13%	3.62%	3.94%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	30	1	3	6	1	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	3	1	0	2	3	0	1	0	0	1	1	0	1	0					
		0.27%	0.12%	0.38%	0.71%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	1.54%	0.00%	0.31%	0.00%	0.60%	0.52%	0.00%	0.41%	1.61%	0.00%	0.22%	0.00%	0.00%	0.18%	0.63%	0.00%	0.30%	0.00%					
20	3.Политическая партия «Демократическая партия России»	9	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1					
		0.08%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.39%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.87%	0.00%	0.00%	0.00%	0.14%	0.30%	0.90%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1801	156	154	130	45	11	11	37	56	45	32	30	21	10	51	9	81	48	52	22	93	24	63	58	12	37	31	12	48	114	32	169	76	31					
		15.97%	19.09%	19.37%	15.35%	12.89%	4.06%	5.91%	9.49%	13.76%	20.74%	17.02%	16.30%	17.21%	6.49%	15.18%	5.33%	31.27%	14.37%	15.95%	15.49%	18.60%	12.44%	13.07%	11.84%	6.45%	11.25%	6.70%	10.43%	25.40%	20.84%	20.00%	24.46%	23.03%	27.93%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	5	0	1					
		0.15%	0.00%	0.13%	0.24%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.72%	0.00%	0.90%					
23	6.Политическая партия «Партия социальной справедливости»	7	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0					
		0.06%	0.00%	0.13%	0.12%	0.00%	0.00%	0.00%	0.26%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.14%	0.00%	0.00%					
