Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Куньинская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500					
1	"Число избирателей, внесенных в списки избирателей"	8914	1493	890	344	136	244	308	308	615	266	227	213	428	248	346	235	268	440	247	1088	316	254					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9074	1531	890	370	143	237	311	310	668	273	242	215	410	247	335	235	266	445	241	1126	325	254					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4601	879	500	232	59	87	98	131	289	111	142	51	238	124	217	147	157	182	109	560	191	97					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2180	112	46	20	66	90	142	120	215	130	58	124	99	112	93	62	85	182	90	210	55	69					
6	Число погашенных избирательных бюллетеней	2293	540	344	118	18	60	71	59	164	32	42	40	73	11	25	26	24	81	42	356	79	88					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2180	112	46	20	66	90	142	120	215	130	58	124	99	112	93	62	85	182	90	210	55	69					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4599	877	500	232	59	87	98	131	289	111	142	51	238	124	217	147	157	182	109	560	191	97					
9	Число недействительных избирательных бюллетеней	35	10	2	3	0	0	1	3	2	0	0	1	2	0	0	0	2	0	1	0	3	5					
10	Число действительных избирательных бюллетеней	6744	979	544	249	125	177	239	248	502	241	200	174	335	236	310	209	240	364	198	770	243	161					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	229	20	6	14	8	3	5	5	18	15	17	3	14	6	3	6	6	6	4	45	20	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	146	20	6	14	1	1	1	1	18	15	17	0	14	0	3	0	0	6	0	11	13	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	76	16	6	2	9	4	1	1	3	1	1	1	0	1	3	1	1	3	5	9	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	83	0	0	0	7	2	4	4	0	0	0	3	0	6	0	6	6	0	4	34	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	9	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
