Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Куньинская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497					
1	"Число избирателей, внесенных в список избирателей"	8347	704	866	337	778	156	182	257	313	621	223	217	187	376	220	292	196	233	407	202	563	494	287	236					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8440	740	890	350	800	150	180	250	310	640	230	220	190	360	220	280	200	240	410	200	560	500	280	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3503	346	425	148	393	39	37	50	102	230	93	105	53	205	97	142	87	77	153	103	205	166	151	96					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1767	35	24	29	58	69	62	99	98	182	94	56	84	95	71	82	76	79	121	76	84	103	42	48					
6	Число погашенных избирательных бюллетеней	3170	359	441	173	349	42	81	101	110	228	43	59	53	60	52	56	37	84	136	21	271	231	87	96					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1767	35	24	29	58	69	62	99	98	182	94	56	84	95	71	82	76	79	121	76	84	103	42	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3503	346	425	148	393	39	37	50	102	230	93	105	53	205	97	142	87	77	153	103	205	166	151	96					
9	Число недействительных избирательных бюллетеней	58	10	11	0	1	0	0	1	1	9	2	0	0	1	0	1	0	1	4	0	8	3	4	1					
10	Число действительных избирательных бюллетеней	5212	371	438	177	450	108	99	148	199	403	185	161	137	299	168	223	163	155	270	179	281	266	189	143					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	180	31	12	8	22	2	2	1	2	7	5	5	5	3	6	6	6	6	6	5	10	20	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	147	31	12	8	22	0	0	1	0	7	5	5	2	3	2	6	6	6	6	1	5	15	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	109	9	6	20	9	3	5	4	0	2	1	7	2	2	2	3	2	5	3	5	5	5	6	3					
14	Число погашенных неиспользованных открепительных удостоверений	33	0	0	0	0	2	2	0	2	0	0	0	3	0	4	0	0	0	0	4	5	5	5	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	709	61	73	35	77	5	13	16	25	64	32	12	17	29	21	21	7	21	31	12	44	51	21	21					
		13.45%	16.01%	16.26%	19.77%	17.07%	4.63%	13.13%	10.74%	12.50%	15.53%	17.11%	7.45%	12.41%	9.67%	12.50%	9.38%	4.29%	13.46%	11.31%	6.70%	15.22%	18.96%	10.88%	14.58%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	607	50	59	35	53	7	11	13	25	47	11	11	17	42	22	31	8	10	33	19	33	30	19	21					
		11.52%	13.12%	13.14%	19.77%	11.75%	6.48%	11.11%	8.72%	12.50%	11.41%	5.88%	6.83%	12.41%	14.00%	13.10%	13.84%	4.91%	6.41%	12.04%	10.61%	11.42%	11.15%	9.84%	14.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	4	3	1	5	0	1	0	0	5	1	1	0	1	0	1	0	1	1	0	6	4	2	2					
		0.74%	1.05%	0.67%	0.56%	1.11%	0.00%	1.01%	0.00%	0.00%	1.21%	0.53%	0.62%	0.00%	0.33%	0.00%	0.45%	0.00%	0.64%	0.36%	0.00%	2.08%	1.49%	1.04%	1.39%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1056	105	110	36	125	18	16	19	21	76	41	23	24	44	35	50	23	20	57	35	57	50	45	26					
		20.04%	27.56%	24.50%	20.34%	27.72%	16.67%	16.16%	12.75%	10.50%	18.45%	21.93%	14.29%	17.52%	14.67%	20.83%	22.32%	14.11%	12.82%	20.80%	19.55%	19.72%	18.59%	23.32%	18.06%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	83	11	10	1	6	4	0	0	1	9	1	1	1	5	0	6	0	1	0	2	17	5	1	1					
		1.57%	2.89%	2.23%	0.56%	1.33%	3.70%	0.00%	0.00%	0.50%	2.18%	0.53%	0.62%	0.73%	1.67%	0.00%	2.68%	0.00%	0.64%	0.00%	1.12%	5.88%	1.86%	0.52%	0.69%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2701	140	178	69	184	74	58	99	126	199	99	112	78	175	90	114	125	101	147	111	124	126	100	72					
		51.25%	36.75%	39.64%	38.98%	40.80%	68.52%	58.59%	66.44%	63.00%	48.30%	52.94%	69.57%	56.93%	58.33%	53.57%	50.89%	76.69%	64.74%	53.65%	62.01%	42.91%	46.84%	51.81%	50.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	17	0	5	0	0	0	0	1	1	3	0	1	0	3	0	0	0	1	1	0	0	0	1	0					
