Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
"Наименование Избирательной комиссии:    Новосибирск, Первомайская"																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №2017	УИК №2018	УИК №2019									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	64637	1257	1331	1558	1442	2135	2142	2388	2069	2297	1267	2599	1269	1855	1921	1699	1372	1536	2526	1782	1786	2036	1306	1507	2318	2479	1620	2016	2330	2208	2042	2222	2052	1456	1415	1399									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	62350	1200	1300	1500	1400	2000	2000	2300	2000	2200	1200	2500	1200	1800	1850	1600	1300	1500	2500	1700	1700	2000	1300	1500	2200	2400	1500	2000	2300	2100	2000	2200	2000	1400	1400	1300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	17491	359	220	461	455	716	620	656	602	807	431	782	343	575	408	397	431	579	579	390	581	463	254	527	605	621	363	597	583	564	521	613	467	332	269	320									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	494	21	10	26	7	12	17	4	23	6	14	14	9	4	9	4	4	9	2	93	14	25	4	26	21	3	1	3	11	13	11	36	34	2	0	2									
6	Число погашенных избирательных бюллетеней	44365	820	1070	1013	938	1272	1363	1640	1375	1387	755	1704	848	1221	1433	1199	865	912	1919	1217	1105	1512	1042	947	1574	1776	1136	1400	1706	1523	1468	1551	1499	1066	1131	978									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	494	21	10	26	7	12	17	4	23	6	14	14	9	4	9	4	4	9	2	93	14	25	4	26	21	3	1	3	11	13	11	36	34	2	0	2									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	17484	359	220	461	455	716	620	655	602	806	431	781	343	575	408	397	431	579	579	390	581	463	250	527	605	621	363	597	583	564	521	613	467	332	269	320									
9	Число недействительных избирательных бюллетеней	494	8	7	14	7	18	19	18	16	17	13	18	5	19	14	10	7	24	19	13	21	11	2	18	18	11	6	23	31	19	18	15	9	7	10	9									
10	Число действительных избирательных бюллетеней	17484	372	223	473	455	710	618	641	609	795	432	777	347	560	403	391	428	564	562	470	574	477	252	535	608	613	358	577	563	558	514	634	492	327	259	313									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	950	20	20	20	30	30	30	30	30	30	30	30	20	30	30	30	20	20	30	20	20	30	20	20	30	30	30	30	30	30	30	30	30	30	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	343	2	12	5	6	18	16	13	12	18	10	9	8	8	12	9	2	7	11	6	2	5	2	14	14	25	6	12	8	10	9	18	9	11	4	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	314	5	14	23	14	3	8	9	4	9	25	5	6	7	2	6	2	5	5	4	32	5	4	8	8	10	15	4	4	16	8	13	10	5	6	10									
14	Число погашенных неиспользованных открепительных удостоверений	607	18	8	15	24	12	14	17	18	12	20	21	12	22	18	21	18	13	19	14	18	25	18	6	16	5	24	18	22	20	21	12	21	19	26	20									
