Выборы Президента Российской Федерации																																																															
Дата голосования: 04.03.2012																																																															
																																																															
Наименование Избирательной комиссии:    Октябрьская																																																															
																																																															
Сводная таблица итогов голосования																																																															
																																																															
	Число участковых избирательных комиссий	52																																																													
	Число участковых избирательных комиссий, приступивших к передаче сведений	52																																																													
																																																															
		Сумма	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280									
1	Число избирателей, включенных в список избирателей	18749	296	86	309	93	74	39	773	65	57	68	126	77	920	232	173	972	220	283	67	61	378	236	143	232	408	229	182	373	158	413	1099	1251	1095	1051	1430	77	63	279	95	321	1306	214	203	250	98	293	216	71	602	362	208	422									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	17190	300	90	350	80	80	40	800	70	70	70	150	80	900	250	150	900	200	250	60	60	350	250	150	200	400	250	200	350	150	400	1000	1000	1000	1000	1000	70	60	250	90	300	1000	200	200	200	100	300	200	70	600	300	200	400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	11231	199	48	191	44	56	31	408	53	31	38	82	58	478	122	95	522	145	205	42	48	246	148	91	127	240	150	105	191	105	231	587	758	608	641	837	34	33	166	65	257	720	135	150	132	63	187	148	40	425	253	138	324									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1406	19	6	22	19	6	0	92	0	11	17	20	3	58	24	10	93	16	21	8	2	25	18	6	16	17	24	22	52	19	51	109	63	40	47	80	9	5	15	6	27	70	6	6	24	7	17	12	10	57	37	24	38									
6	Число погашенных избирательных бюллетеней	4553	82	36	137	17	18	9	300	17	28	15	48	19	364	104	45	285	39	24	10	10	79	84	53	57	143	76	73	107	26	118	304	179	352	312	83	27	22	69	19	16	210	59	44	44	30	96	40	20	118	10	38	38									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1406	19	6	22	19	6	0	92	0	11	17	20	3	58	24	10	93	16	21	8	2	25	18	6	16	17	24	22	52	19	51	109	63	40	47	80	9	5	15	6	27	70	6	6	24	7	17	12	10	57	37	24	38									
8	Число бюллетеней в стационарных ящиках для голосования	11231	199	48	191	44	56	31	408	53	31	38	82	58	478	122	95	522	145	205	42	48	246	148	91	127	240	150	105	191	105	231	587	758	608	641	837	34	33	166	65	257	720	135	150	132	63	187	148	40	425	253	138	324									
9	Число недействительных избирательных бюллетеней	142	7	0	2	2	0	2	9	0	0	0	2	0	6	0	0	6	1	1	0	0	1	0	2	2	5	0	2	2	1	4	4	12	11	7	8	0	1	2	0	1	9	1	14	1	1	0	2	0	7	1	1	2									
10	Число действительных избирательных бюллетеней	12495	211	54	211	61	62	29	491	53	42	55	100	61	530	146	105	609	160	225	50	50	270	166	95	141	252	174	125	241	123	278	692	809	637	681	909	43	37	179	71	283	781	140	142	155	69	204	158	50	475	289	161	360									
11	Число полученных открепительных  удостоверений	418	2	4	9	2	1	0	22	7	8	7	20	5	8	25	3	5	7	0	0	0	8	6	2	0	4	25	16	8	18	10	21	15	12	13	14	0	0	3	2	6	27	1	2	0	2	21	5	5	18	8	1	10									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	418	2	4	9	2	1	0	22	7	8	7	20	5	8	25	3	5	7	0	0	0	8	6	2	0	4	25	16	8	18	10	21	15	12	13	14	0	0	3	2	6	27	1	2	0	2	21	5	5	18	8	1	10									
13	Число избирателей, проголосовавших по открепительным удостоверениям	108	0	0	0	2	1	1	3	3	0	2	1	2	4	2	0	4	0	0	1	1	2	1	2	2	0	4	3	3	2	3	8	8	6	0	10	1	1	1	3	1	4	1	1	3	1	1	1	1	1	1	1	4									
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	32	0	0	0	0	0	0	1	0	2	1	0	0	2	0	1	2	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	6	1	4	2	1	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
19	Жириновский Владимир Вольфович	720	16	2	6	5	9	1	35	4	4	10	0	6	42	4	19	23	7	9	1	0	11	13	11	7	11	11	7	15	9	10	32	51	29	43	45	3	2	17	3	20	45	13	14	3	1	9	10	5	18	14	15	20									
		5.70%	7.34%	3.70%	2.82%	7.94%	14.52%	3.23%	7.00%	7.55%	9.52%	18.18%	0.00%	9.84%	7.84%	2.74%	18.10%	3.74%	4.35%	3.98%	2.00%	0.00%	4.06%	7.83%	11.34%	4.90%	4.28%	6.32%	5.51%	6.17%	7.26%	3.55%	4.60%	6.21%	4.48%	6.25%	4.91%	6.98%	5.26%	9.39%	4.23%	7.04%	5.70%	9.22%	8.97%	1.92%	1.43%	4.41%	6.25%	10.00%	3.73%	4.83%	9.26%	5.52%									
20	Зюганов Геннадий Андреевич	1716	19	6	16	1	3	2	95	5	2	10	12	0	69	20	11	61	9	24	9	2	30	35	2	22	26	41	22	44	14	42	127	118	102	139	167	2	4	34	5	40	117	8	7	12	0	40	22	10	38	24	8	38									
		13.58%	8.72%	11.11%	7.51%	1.59%	4.84%	6.45%	19.00%	9.43%	4.76%	18.18%	11.76%	0.00%	12.87%	13.70%	10.48%	9.92%	5.59%	10.62%	18.00%	4.00%	11.07%	21.08%	2.06%	15.38%	10.12%	23.56%	17.32%	18.11%	11.29%	14.89%	18.25%	14.37%	15.74%	20.20%	18.21%	4.65%	10.53%	18.78%	7.04%	14.08%	14.81%	5.67%	4.49%	7.69%	0.00%	19.61%	13.75%	20.00%	7.88%	8.28%	4.94%	10.50%									
21	Миронов Сергей Михайлович	585	5	1	6	5	10	3	27	4	8	0	4	3	12	4	5	16	3	7	0	5	13	7	6	6	13	5	14	21	4	10	39	57	30	32	44	2	1	3	4	9	28	1	20	5	5	8	10	4	17	5	6	28									
		4.63%	2.29%	1.85%	2.82%	7.94%	16.13%	9.68%	5.40%	7.55%	19.05%	0.00%	3.92%	4.92%	2.24%	2.74%	4.76%	2.60%	1.86%	3.10%	0.00%	10.00%	4.80%	4.22%	6.19%	4.20%	5.06%	2.87%	11.02%	8.64%	3.23%	3.55%	5.60%	6.94%	4.63%	4.65%	4.80%	4.65%	2.63%	1.66%	5.63%	3.17%	3.54%	0.71%	12.82%	3.21%	7.14%	3.92%	6.25%	8.00%	3.53%	1.72%	3.70%	7.73%									
22	Прохоров Михаил Дмитриевич	456	9	0	8	0	0	0	27	2	0	1	2	0	20	15	5	31	6	13	0	0	3	6	3	4	5	9	5	7	1	4	38	35	24	33	42	0	1	4	4	9	16	2	4	3	3	8	2	1	12	7	10	12									
		3.61%	4.13%	0.00%	3.76%	0.00%	0.00%	0.00%	5.40%	3.77%	0.00%	1.82%	1.96%	0.00%	3.73%	10.27%	4.76%	5.04%	3.73%	5.75%	0.00%	0.00%	1.11%	3.61%	3.09%	2.80%	1.95%	5.17%	3.94%	2.88%	0.81%	1.42%	5.46%	4.26%	3.70%	4.80%	4.58%	0.00%	2.63%	2.21%	5.63%	3.17%	2.03%	1.42%	2.56%	1.92%	4.29%	3.92%	1.25%	2.00%	2.49%	2.41%	6.17%	3.31%									
23	Путин Владимир Владимирович	9018	162	45	175	50	40	23	307	38	28	34	82	52	387	103	65	478	135	172	40	43	213	105	73	102	197	108	77	154	95	212	456	548	452	434	611	36	29	121	55	205	575	116	97	132	60	139	114	30	390	239	122	262									
		71.36%	74.31%	83.33%	82.16%	79.37%	64.52%	74.19%	61.40%	71.70%	66.67%	61.82%	80.39%	85.25%	72.20%	70.55%	61.90%	77.72%	83.85%	76.11%	80.00%	86.00%	78.60%	63.25%	75.26%	71.33%	76.65%	62.07%	60.63%	63.37%	76.61%	75.18%	65.52%	66.75%	69.75%	63.08%	66.63%	83.72%	76.32%	66.85%	77.46%	72.18%	72.78%	82.27%	62.18%	84.62%	85.71%	68.14%	71.25%	60.00%	80.91%	82.41%	75.31%	72.38%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
